Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;6;23.0;1;8.14999961853;10.5;5;21.0;
5;1;9.60000038147;11.5;6;23.0;2;8.14999961853;10.6999998093;4;22.0;
6;2;10.6000003815;11.6999998093;5;24.0;2;9.375;10.5;4;22.0900000334;
7;2;11.9000005722;11.5;5;24.0525000095;2;9.9702501297;10.5;4;22.1871190071;
8;2;12.2157497406;11.5;5;24.5777277946;2;9.99210166931;10.5;4;22.7236096859;
9;2;12.3733186722;11.7299995422;5;25.0075541735;2;10.1128120422;10.7100000381;4;23.1884489059;
10;2;12.5022668839;11.9106416702;5;25.2582030296;2;10.2174015045;10.8792181015;4;23.5668647289;
11;2;12.5774612427;12.0;5;26.5461747646;2;10.3025445938;11.0;4;25.3486820459;
12;2;14.5502376556;12.6000003815;5;27.596711874;2;10.703453064;11.7700004578;5;26.9087285995;
13;2;16.5502376556;13.0788002014;5;28.4382317066;2;12.4187746048;12.4126424789;5;28.2558913231;
14;2;18.5502376556;13.4505519867;5;29.1060438156;2;14.4187746048;12.9308347702;5;29.4172105789;
15;2;19.6384792328;13.7328653336;5;29.635861516;2;16.4187736511;13.3366470337;5;30.428994894;
16;2;20.671005249;13.943564415;5;29.8624224663;2;17.6553955078;13.6469516754;5;31.3293325901;
17;2;21.7051124573;14.0;6;29.9813861847;2;18.7531986237;13.879781723;5;32.049197197;
18;2;22.7408008575;14.0;6;30.1055915356;2;19.8610706329;14.0;5;32.573600769;
19;2;23.0316772461;14.0;6;30.2349677086;2;20.9790611267;14.0;5;33.1419348717;
20;3;23.0704898834;14.0;6;30.3694016933;2;21.4569339752;14.0;4;33.7516689301;
21;3;22.3999996185;14.0;6;30.5087366104;2;21.5941238403;14.0;4;34.3986358643;
22;3;22.3999996185;14.752620697;6;30.652769804;2;21.739692688;14.0;4;35.0769786835;
23;3;23.1958312988;14.0;6;30.8012514114;2;21.8923187256;14.0;5;35.7792286873;
24;3;23.2403755188;14.0;6;30.9538846016;2;22.0503253937;14.0;5;36.4965333939;
25;3;20.3999996185;15.8861656189;6;31.1103258133;2;22.2117195129;14.0;5;37.2190332413;
26;3;20.3330974579;16.0;6;31.2701864243;2;22.3742828369;14.0;5;37.9363632202;
27;3;19.3810558319;17.0;6;31.4330356121;2;22.5356807709;14.0;6;38.6382322311;
28;3;18.4299106598;18.0;6;31.5984036922;2;22.6936016083;14.0;6;39.3150119781;
29;3;17.4795207977;19.0;6;31.7657868862;2;22.8458766937;14.0;6;39.9582691193;
30;3;16.5297355652;20.0;6;31.9346528053;2;20.9906101227;15.0;6;40.5611724854;
31;3;15.5803956985;21.0;7;32.104446888;2;20.1262626648;16.0;6;41.1187410355;
32;3;15.2313346863;22.0;7;32.2745990753;2;19.2517166138;17.0;6;41.627913475;
33;3;15.2823791504;23.0;7;32.4445314407;2;18.3662796021;18.0;6;42.0874586105;
34;3;15.3333597183;24.0;7;32.6136665344;2;17.4696769714;19.0;6;42.4977617264;
35;3;15.3840999603;25.0;7;32.7814350128;2;17.2619972229;20.0;7;42.8605298996;
36;3;15.434431076;26.0;7;32.9472823143;2;17.3436203003;21.0;7;43.1784667969;
37;4;16.4841842651;27.5;6;35.1106772423;2;17.4151554108;22.0;7;43.4549474716;
38;4;18.0;27.0;7;35.4061176777;2;17.4773635864;23.0;7;43.693734169;
39;4;18.0;29.0674991608;7;35.7085939646;2;17.5310897827;24.0;7;43.8987360001;
40;4;18.0;30.8542976379;7;36.0183472633;2;17.5772151947;25.0;8;44.0;
41;4;19.0;29.0091743469;7;36.3356544971;2;17.6000003815;26.0;8;44.0;
42;4;18.0;30.1678276062;8;36.6608161926;2;17.6000003815;27.0;9;44.0;
43;4;18.0;31.3304080963;9;36.9941420555;2;18.6000003815;25.0;10;44.0;
44;4;19.0;29.4970703125;9;37.3359330893;2;17.6000003815;26.0;10;44.0;
45;4;21.9561824799;31.4970703125;9;37.686460495;2;17.6000003815;27.0;11;44.0;
46;4;21.3768234253;33.4970703125;9;38.045940876;2;18.6000003815;25.0;11;44.0;
47;4;24.0932807922;34.4899749756;10;38.4145097733;2;19.6000003815;25.0;11;44.0;
48;4;26.1243534088;35.4899749756;11;38.7921944857;2;20.6000003815;25.0;11;44.0;
49;4;25.2478218079;36.0;11;39.1788849831;2;21.6000003815;25.0;11;44.0;
50;4;27.3316497803;34.0;12;39.574308157;2;22.6000003815;25.0;11;44.0;
51;4;26.9897727966;35.7166213989;12;39.9780037403;2;23.6000003815;25.0;11;44.0;
52;4;27.3999996185;35.7350120544;13;40.3893042803;2;23.8999996185;24.0;12;44.0;
53;5;30.8521652222;35.0;12;41.8073240519;2;23.8999996185;24.0;13;44.0;
54;5;32.2421951294;36.0;14;42.3834531307;2;23.8999996185;24.0;13;44.0;
55;5;30.6908092499;38.0;14;42.9637435675;2;23.8999996185;24.0;13;44.0;
56;7;31.3623313904;38.8104858398;12;43.5212146044;2;23.8999996185;24.0;14;44.0;
57;7;31.0323619843;40.0;13;44.1107722521;2;23.8999996185;24.0;15;44.0;
58;7;32.6091957092;39.0;14;44.7329704762;2;23.8999996185;24.0;15;44.0;
59;8;33.4198913574;39.0;13;45.3882192373;3;23.8999996185;24.0;14;44.0;
60;8;33.6164665222;39.0;13;46.0767345428;3;23.8999996185;24.0;15;44.0;
61;8;31.9020767212;40.0;13;46.7984627485;3;23.8999996185;24.0;15;44.0;
62;8;33.0206871033;39.0;13;47.5529812574;3;23.8999996185;24.0;16;44.0;
63;8;33.1437225342;40.0;13;50.3393739462;3;23.8999996185;24.0;16;44.0;
64;8;35.7842712402;41.9678153992;14;51.261090517;3;23.8999996185;24.0;16;44.0;
65;8;37.4683189392;44.0;14;53.2172945738;3;23.8999996185;24.0;16;44.0;
66;8;38.1452674866;47.0;14;54.2450275421;5;24.8999996185;25.0;14;60.0;
67;8;40.0884246826;49.0;15;57.1591954231;5;24.8999996185;28.0;14;61.9099999666;
68;8;40.406085968;53.7000007629;17;59.7850418091;6;26.8999996185;33.0;13;63.7931183577;
69;8;37.2725982666;57.0128479004;16;62.1655203104;6;28.8999996185;38.0;13;64.782004714;
70;8;41.0470275879;55.6162643433;15;64.2878175974;6;28.8999996185;43.0;15;65.7459516525;
71;10;40.0860099792;57.8508453369;13;66.0979959965;6;28.8999996185;47.0;15;66.6959581375;
72;10;37.5106124878;58.0;14;67.7018458843;6;29.8527908325;50.0;15;69.4074364901;
73;10;36.900642395;60.0;15;69.2987127304;6;29.8625907898;49.0;16;71.8251671791;
74;11;37.138458252;60.0;14;70.8727633953;7;30.6000003815;49.6059036255;16;74.0174673796;
75;11;35.5999984741;63.75;14;72.409487009;7;30.8829841614;48.0;15;75.8098088503;
76;11;35.5222053528;62.1091461182;16;73.8966083527;7;31.6000003815;48.6523895264;15;77.5108324289;
77;11;35.6068267822;62.1469497681;17;76.3247333765;7;32.0;47.0;16;79.2075333595;
78;11;37.6963729858;64.184753418;17;77.6376276612;7;32.401966095;47.0;16;80.6548821926;
79;11;39.6741104126;64.75;17;78.8871328831;7;31.4500007629;49.0;16;82.1171274185;
80;11;35.5999984741;69.75;19;81.0722889304;7;31.4500007629;51.0;16;83.693251729;
81;12;35.5999984741;75.2975616455;19;82.194994688;7;31.4500007629;53.0;16;85.3700172901;
82;12;36.5999984741;76.8308792114;19;83.2404168248;7;31.4500007629;55.8052558899;16;87.1285700798;
83;12;34.5999984741;80.0489730835;19;84.2485238314;7;31.4500007629;57.8325500488;16;88.944839716;
84;12;33.5999984741;83.2701721191;20;85.2223904729;7;31.4500007629;60.8325500488;16;90.7905454636;
85;12;33.5999984741;84.7986450195;21;86.1650818586;7;31.4500007629;63.8325500488;15;92.6347738504;
86;13;34.0523681641;84.9862136841;20;86.9828147888;7;31.4500007629;66.8325500488;16;94.4459811449;
