Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;4;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;4;21.0;
4;1;9.0;11.5;6;23.0;1;8.14999961853;10.5;4;21.0;
5;1;9.60000038147;11.5;6;23.0;1;8.14999961853;10.5;4;21.0;
6;1;10.6000003815;11.5;6;23.0;1;9.14999961853;10.5;4;21.0;
7;1;11.6000003815;11.5;6;23.0;1;9.72500038147;10.5;4;21.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.72500038147;10.5;4;21.4200000763;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;9.81949996948;10.7100000381;4;21.758436203;
10;2;12.1463851929;12.1106414795;5;25.0;1;9.8956489563;10.8792181015;4;22.0;
11;2;12.5000009537;12.0;5;26.2575007677;1;9.94999980927;11.0;4;23.5400009155;
12;2;14.4636354446;12.6000003815;5;27.2752985954;1;10.296500206;11.7700004578;4;24.8252849579;
13;2;16.463634491;13.0788002014;5;28.0817543268;1;11.9499998093;12.4126424789;4;25.8616695404;
14;2;18.463634491;13.4505519867;5;28.7121355534;2;13.9499998093;13.1308345795;3;27.6732940674;
15;2;19.5203056335;13.7328653336;5;29.2021307945;2;15.9499998093;13.3366470337;4;28.4539033175;
16;2;20.5408859253;13.943564415;5;29.3864723444;3;17.2110004425;13.6469516754;4;29.1033073664;
17;2;21.5623264313;14.0;6;29.4608361721;3;18.2523422241;13.879781723;4;29.5541238785;
18;2;22.5846366882;14.0;6;29.53810215;3;18.9500007629;14.0;4;29.7941719294;
19;2;22.3999996185;14.4614305496;6;29.6182664633;3;19.9500007629;14.0;5;30.0669906139;
20;2;22.3999996185;14.4854803085;6;29.7013115883;3;20.2999992371;14.0;5;30.375654459;
21;2;22.9103927612;14.0;7;29.7872054577;3;20.2999992371;14.0;5;30.7230784893;
22;4;22.9361610413;14.0;5;29.8759007454;3;20.2999992371;14.0;5;31.1118502617;
23;4;22.962770462;14.0;5;29.9673340321;3;20.2999992371;14.0;5;31.544028759;
24;4;22.9902000427;14.0;6;30.0614249706;3;20.2999992371;14.0;5;32.0209121704;
25;4;23.0184268951;14.0;6;30.1580765247;3;20.2999992371;14.0;5;32.5427899361;
26;4;21.0474224091;15.0;6;30.2571737766;3;20.2999992371;14.0;5;33.1086950302;
27;4;20.0771522522;16.0;6;30.3585846424;3;20.2999992371;14.0;5;33.7161855698;
28;4;19.1075744629;17.0;6;30.4621598721;3;20.2999992371;14.0;5;34.3611893654;
29;4;18.1386470795;18.0;6;30.5677332878;3;20.2999992371;14.0;5;35.0379443169;
30;4;17.1703186035;19.0;6;31.6751227379;3;18.2999992371;15.0;5;35.7390680313;
31;4;16.3999996185;21.5;6;31.8241307735;3;17.2999992371;16.0;6;36.4557781219;
32;4;16.3999996185;22.912065506;6;31.9861297607;3;16.2999992371;17.0;6;37.1782588959;
33;4;16.0;23.9930648804;8;32.1513069868;3;15.2999992371;18.0;6;37.8961582184;
34;4;16.0;25.0756530762;8;32.3194484711;3;14.2999992371;19.0;6;38.5991659164;
35;4;16.0;26.1597251892;9;32.4903250933;3;14.0;20.0;6;39.2776012421;
36;5;16.0;27.2451629639;7;32.6636945009;3;14.0;21.0;7;39.9229507446;
37;5;16.0;28.3318481445;7;32.839302659;3;14.0;22.0;7;40.5282850266;
38;5;16.0;29.4196510315;7;33.0168858767;3;14.0;23.0;7;41.088514328;
39;5;17.0;27.508441925;8;33.1961721182;3;14.0;24.0;8;41.6004695892;
40;5;16.0;28.5980854034;8;33.3768835068;3;14.0;25.0;8;42.0628213882;
41;5;16.0;29.6884422302;8;33.5587376356;4;14.0;26.0;8;42.4758720398;
42;5;17.0;27.7793693542;8;34.7414500713;4;14.0;27.0;9;42.8412618637;
43;5;17.0;29.3707256317;9;34.9547356367;4;15.0;25.0;9;43.1616458893;
44;5;18.0;30.4773674011;9;35.1689018011;4;15.0;26.0;10;43.4403705597;
45;5;19.0;28.5844516754;9;35.3836612701;4;16.0;27.0;11;43.6811828613;
46;5;21.3275299072;30.5844497681;10;35.5987291336;4;18.0;25.0;12;43.8879890442;
47;5;23.2796192169;32.5844497681;11;35.8138259649;4;17.574798584;26.0;13;44.0;
48;6;23.9973983765;34.4640426636;10;36.0286775827;4;17.6000003815;27.0;14;44.0;
49;6;25.051990509;35.4640426636;10;36.2430171967;4;18.6000003815;25.0;15;44.0;
50;6;25.7921028137;35.9337463379;12;36.4565851688;4;19.6000003815;25.0;15;44.0;
51;6;27.5369758606;34.0;12;36.6691305637;4;20.6000003815;25.0;16;44.0;
52;6;27.8687896729;35.0;11;36.8804121017;4;21.6000003815;25.0;16;44.0;
53;6;28.3061161041;35.263343811;11;37.090197444;4;22.6000003815;25.0;17;44.0;
54;6;27.592622757;35.0;11;37.2982649803;4;23.6000003815;25.0;17;44.0;
55;6;26.8190612793;37.0;13;38.5044026375;4;23.8999996185;24.0;17;44.0;
56;6;29.2376251221;35.7166213989;15;38.7384090424;5;23.8999996185;24.0;12;59.0;
57;6;30.007019043;37.7350120544;15;38.970684886;5;24.8999996185;25.0;13;59.75;
58;6;29.1703414917;39.4857559204;16;39.2010434866;5;25.8999996185;26.0;14;60.4193744659;
59;6;30.1909656525;39.5307502747;17;39.4293078184;5;25.8999996185;27.0;14;61.0072898865;
60;6;30.1573085785;40.0;18;39.655310154;5;25.8999996185;28.0;15;61.5162696838;
61;6;29.3723697662;42.3884048462;19;39.8788934946;5;25.8999996185;29.0;15;61.9513263702;
62;7;30.8970565796;39.5943527222;18;40.0900655985;5;25.8999996185;29.0;15;62.3190898895;
63;7;30.3020191193;40.0;17;40.2513446808;5;25.8999996185;29.0;16;62.6270179749;
64;7;29.2980632782;42.0;17;40.4125427008;5;25.8999996185;29.0;16;62.8827629089;
65;8;29.3201961517;43.6726112366;11;55.5734682083;5;25.8999996185;29.0;16;63.0;
66;8;31.3425369263;42.875;11;56.4839344025;5;25.8999996185;30.0;17;63.0;
67;8;32.4951782227;43.875;10;57.3131343126;5;25.8999996185;31.0;16;63.0;
68;8;33.5431289673;42.875;10;60.015617609;5;25.8999996185;32.0;16;63.0;
69;8;35.0574188232;43.7000007629;11;62.2697620392;5;25.8999996185;33.0;16;63.0;
70;7;31.7475738525;46.985710144;11;64.1308569908;6;25.8999996185;34.0;16;63.0;
71;7;32.0009613037;49.4029388428;11;65.6464159489;7;25.8999996185;35.0;14;63.0;
72;7;32.5353660583;49.7098388672;11;66.6861213446;7;25.8999996185;36.0;12;64.0;
73;7;32.2743339539;50.8491630554;11;67.4247472286;7;26.8999996185;38.0;12;64.0299999714;
74;7;33.128868103;51.0;12;68.088168025;7;27.8999996185;40.0;15;64.0605909824;
75;8;34.1542015076;54.1117172241;11;69.686773777;7;27.8999996185;42.0;15;65.9817655087;
76;8;34.9094810486;55.0;14;70.1077823639;7;28.1970005035;44.4199981689;14;67.5273087025;
77;9;33.9157485962;59.9821205139;13;70.4848031998;7;28.4306030273;46.7314720154;16;68.7598656416;
78;9;34.9958267212;60.8624229431;12;70.8608772755;8;28.6125068665;47.957901001;14;80.998038888;
79;9;34.2312545776;63.949016571;13;71.2353425026;8;30.6993408203;47.0;14;82.1613073349;
80;9;32.5999984741;65.3340759277;14;71.6075863838;8;32.7565040588;47.0;14;83.2217752934;
81;9;35.468711853;64.0;14;71.9770505428;8;33.7999992371;47.0;14;85.038630724;
82;9;33.5999984741;68.0;17;72.3432308435;8;35.7999992371;48.0;15;85.8856347799;
83;9;33.5999984741;72.0;17;72.7056803703;8;34.7999992371;51.0;14;86.6736828089;
84;9;34.5999984741;73.0;17;73.0640046597;8;33.7999992371;54.0;14;87.4002445936;
85;9;33.5999984741;76.4099502563;19;73.4178626537;8;32.7999992371;57.0;15;89.0657508373;
86;9;34.5999984741;77.4099502563;19;73.7669625282;9;33.7999992371;61.0;14;90.7030451298;
87;9;34.5999984741;78.4099502563;19;74.1110565662;9;35.7999992371;65.0;14;91.4673172235;
88;10;33.5999984741;82.4099502563;19;74.4499381781;9;36.7999992371;69.0;15;92.2145504951;
89;11;33.5999984741;85.653427124;19;74.7834370136;11;36.7999992371;73.0;13;92.9552669525;
90;11;34.5999984741;85.46068573;19;75.1114139557;11;36.7999992371;77.0;13;93.7003582716;
91;11;33.5999984741;87.043586731;20;75.4337558746;11;36.7999992371;81.0;14;94.3563655615;
92;11;34.5999984741;86.1154708862;23;75.750371933;11;36.7999992371;85.0;13;95.9800335169;
93;13;33.5999984741;89.1865463257;21;76.0381803513;11;36.7999992371;90.0;9;96.5669480562;
94;13;33.5999984741;92.256729126;21;77.2671961784;11;37.7999992371;92.0;11;97.230948627;
95;14;34.5999984741;95.4451980591;24;78.3855225444;12;36.7999992371;94.0;9;98.2448747158;
96;14;35.5999984741;99.5133361816;24;78.6173992157;12;37.7999992371;99.0;9;99.1601176262;
97;15;35.9496612549;103.580329895;22;78.8618733287;11;39.7999992371;101.0;10;100.146335483;
98;15;35.5999984741;107.646118164;23;79.1180715561;11;38.7999992371;106.0;12;101.200585604;
99;16;36.0062522888;111.710624695;22;80.3851885796;11;38.7999992371;111.0;13;102.317139983;
100;16;37.5999984741;114.77381134;21;80.7149758339;11;39.7999992371;112.44342041;12;103.487262845;
