Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.6999998093;4;21.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.6999998093;5;21.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;11.5;6;23.0;2;8.14999961853;10.6999998093;4;22.0;
5;2;9.60000038147;11.6999998093;5;24.0;2;8.29999923706;10.5;4;22.0900000334;
6;2;10.9000005722;11.5;5;24.1124999523;2;9.39524936676;10.5;4;22.1871190071;
7;2;11.9337501526;11.5;5;24.2364046574;2;9.99210166931;10.5;4;22.2917383909;
8;2;12.2709207535;11.5;5;24.844940424;2;10.0156412125;10.5;4;22.8371437788;
9;2;12.4534826279;11.7299995422;5;25.3705487251;2;10.1383571625;10.7100000381;4;23.3113827705;
10;2;12.6111650467;11.9106416702;5;25.7305408716;2;10.2450618744;10.8792181015;4;23.6996542215;
11;2;12.719162941;12.0;5;27.1818068027;2;10.3324222565;11.0;4;25.4997080564;
12;2;14.7409267426;12.6000003815;5;28.4221744537;2;10.7374343872;11.7700004578;5;27.0797379017;
13;2;16.7409267426;13.0788002014;5;29.482388258;2;12.4572515488;12.4126424789;5;28.4485538006;
14;2;18.7409267426;13.4505519867;5;30.3998434544;2;14.4572515488;12.9308347702;5;29.6330289841;
15;2;20.0266189575;13.7328653336;5;31.2119448185;2;16.4572525024;13.3366470337;4;30.669192791;
16;2;21.1438293457;13.943564415;5;31.7545545101;2;17.7094402313;13.6469516754;3;31.5947263241;
17;2;22.2727508545;14.0;6;32.2237029076;2;18.8129119873;13.879781723;2;32.3400559425;
18;2;23.4134960175;14.0;6;32.7316579819;2;19.9265136719;14.0;2;32.8895044327;
19;2;23.8194961548;14.0;6;33.2766666412;2;21.0501403809;14.0;2;33.4816474915;
20;2;23.9829998016;14.0;6;33.8556928635;2;21.5333709717;14.0;2;34.1130428314;
21;2;22.3999996185;15.0;7;34.4643516541;2;21.6754341125;14.0;2;34.7785673141;
22;3;22.3999996185;15.9393053055;6;35.0969305038;2;21.825176239;14.0;2;35.4714341164;
23;3;22.3999996185;16.1290798187;6;35.7465176582;2;21.9810714722;14.0;2;36.1833543777;
24;3;23.3999996185;14.1290788651;6;36.4052410126;2;22.141254425;14.0;2;36.9048519135;
25;3;22.3999996185;15.1290788651;6;37.0646123886;2;22.3035907745;14.0;4;37.6257123947;
26;3;21.3999996185;15.0;6;37.7159395218;2;22.4657840729;14.0;4;38.3355398178;
27;3;21.3999996185;16.0;6;38.3507852554;2;22.6254959106;14.0;4;39.0243473053;
28;3;21.3999996185;17.0;6;38.961400032;2;22.7804775238;14.0;3;39.6831235886;
29;3;20.688419342;18.0;6;39.5411043167;3;23.9287014008;14.5;2;41.3043012619;
30;4;19.8623313904;19.0;5;40.0845632553;3;23.0684661865;15.5;2;42.0420743227;
31;4;19.0253677368;20.0;5;40.5879383087;3;22.1984672546;16.0;2;42.7562929392;
32;4;18.1763801575;21.0;5;41.0489168167;3;21.3178215027;17.0;1;43.4478416443;
33;4;17.9146747589;22.0;5;41.4666233063;3;20.4260864258;18.0;1;44.1194673777;
34;4;18.0399875641;23.0;6;41.8414497375;3;19.523191452;19.0;1;44.7754456997;
35;4;18.1524353027;24.0;6;42.1748275757;3;19.3094024658;20.0;1;45.4211599827;
36;4;18.2524490356;25.0;5;42.4689798355;3;19.3852386475;21.0;1;46.0626475811;
37;4;18.3406944275;26.0;5;42.7266750336;3;19.4514026642;22.0;1;46.7061219215;
38;4;18.4180030823;27.0;5;42.9510097504;3;19.5087108612;23.0;1;47.3575139046;
39;5;20.4853019714;25.5;4;45.1452217102;3;19.5580348969;24.0;3;48.0209121704;
40;5;21.5435676575;27.0;5;45.2999999523;3;19.6000003815;25.0;3;48.5427899361;
41;5;22.8839988708;27.0;5;45.3507869244;3;19.6000003815;26.0;3;49.1086950302;
42;5;23.5750007629;26.0503940582;5;45.4023479223;3;19.6000003815;27.0;5;49.7161855698;
43;5;24.9025306702;28.0503940582;4;45.4546681643;3;20.6000003815;25.0;5;50.3611893654;
44;5;26.2364006042;30.0503921509;4;45.5077315569;3;19.6000003815;26.0;5;51.0379443169;
45;5;26.9055671692;32.0503921509;5;45.5615205765;3;20.6000003815;26.0;6;51.7390680313;
46;5;27.9118423462;34.0503921509;5;45.6160159111;3;21.6000003815;27.0;7;52.4557781219;
47;5;29.2848052979;35.0;6;45.6711969376;3;22.6000003815;28.0;7;53.1782588959;
48;5;29.9518241882;34.5825614929;7;45.7270412445;3;23.6000003815;29.0;7;53.8961582184;
49;5;31.3181114197;34.0;7;45.7835251093;3;24.6000003815;30.0;8;54.5991659164;
50;5;31.3726539612;34.6040077209;9;45.8406231403;3;25.6000003815;29.0;8;55.2776012421;
51;5;31.3832855225;34.6148300171;11;45.8983085155;3;25.8999996185;29.0;9;55.9229507446;
52;5;31.3940620422;34.6257171631;12;45.9565531015;3;25.8999996185;29.0;10;56.5282850266;
53;5;30.9749984741;35.3532791138;13;46.0153269768;3;25.8999996185;29.0;11;57.088514328;
54;5;30.9749984741;35.3826637268;15;46.0745992661;4;25.8999996185;29.0;11;57.6004695892;
55;5;31.4271659851;34.6586914062;15;46.1343374252;4;25.8999996185;29.0;11;58.0628213882;
56;5;31.8403015137;34.0;15;46.1945078373;4;25.8999996185;29.0;10;58.4758720398;
57;6;31.4498138428;34.680896759;10;56.2550755739;4;25.8999996185;29.0;11;58.8412618637;
58;6;32.3902282715;35.8104858398;11;56.7160042524;4;25.8999996185;29.0;11;59.1616458893;
59;6;33.4728622437;36.7032318115;11;57.1516578197;4;25.8999996185;29.0;13;59.4403705597;
60;6;33.4845123291;37.7144393921;10;57.5607364178;5;25.8999996185;29.0;13;59.6811828613;
61;6;33.4962387085;38.7256622314;12;57.9426195621;5;25.8999996185;29.0;13;59.8879890442;
62;7;33.5080337524;39.7369003296;11;58.2972980738;5;25.8999996185;29.0;14;60.0;
63;7;33.5198860168;40.7481498718;11;58.625284791;5;25.8999996185;29.0;15;60.0;
64;7;33.9874229431;41.0;10;61.0510351658;5;25.8999996185;29.0;15;60.0;
65;8;35.6071624756;43.7000007629;11;64.0336658955;5;25.8999996185;29.0;15;60.0;
66;8;34.9532241821;47.2291984558;10;65.609269619;5;25.8999996185;29.0;15;60.0;
67;8;36.1163215637;50.4151687622;10;66.8734739423;5;25.8999996185;29.0;15;60.0;
68;9;38.7691917419;51.9588546753;7;82.7189587355;5;25.8999996185;29.0;16;61.0;
69;9;38.8417472839;55.840057373;8;84.3247885108;5;26.8999996185;30.0;16;62.8399991989;
70;9;36.3465614319;60.2746429443;8;87.7695451379;5;26.0890007019;32.4199981689;16;64.3347201347;
71;9;37.3465614319;65.406578064;9;88.8370309472;5;27.2291622162;32.7314720154;16;65.5411446095;
72;9;38.5999984741;70.5188217163;10;89.6174815893;5;25.5838565826;34.957901001;16;66.2723664045;
73;10;38.5999984741;75.5626144409;10;90.299620986;5;26.6126003265;35.0;16;66.8252028227;
74;10;38.5999984741;79.6072540283;10;90.8892650008;5;24.75;36.6059188843;17;67.2577478886;
75;10;38.5999984741;83.6526184082;11;91.3951922655;5;26.0329933167;35.0;17;67.3048160076;
76;10;38.5999984741;86.595954895;14;91.8276833296;6;26.75;35.6524085999;16;67.3530313969;
77;11;40.5999984741;89.3156051636;12;92.1973688602;6;26.0544319153;36.0;17;67.4023760557;
78;11;41.0289001465;90.9953765869;11;92.4157047868;6;25.75;37.7011871338;17;67.4528282881;
79;12;41.4592552185;95.0059890747;9;92.4992421865;6;25.1268882751;38.0;17;67.5043625832;
80;12;40.4500007629;100.985488892;11;92.5862683058;6;23.7999992371;38.0;18;67.5569496155;
81;12;40.4500007629;107.538619995;12;92.6762654781;6;24.7999992371;40.0;18;68.6105561256;
82;12;40.4500007629;112.588447571;11;92.7687577009;6;25.7999992371;43.0;18;68.8451449871;
83;12;40.4500007629;117.637886047;13;92.8633067906;6;27.015499115;46.0;19;69.1109511852;
