Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.0;4;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;8.0;10.0;4;20.0;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;8.0;10.0;4;20.0;
5;1;12.3487997055;15.7567996979;6;31.1014404297;1;8.0;10.0;4;20.0;
6;1;13.3487997055;15.5507202148;6;30.7304954529;1;9.0;10.0;4;20.0;
7;1;14.2191486359;15.3652477264;6;30.4822463989;1;9.5;10.0;4;20.0;
8;1;14.1446743011;15.2411231995;6;30.2588214874;1;9.5;10.0;4;20.3999996185;
9;2;14.3776464462;15.1294107437;5;31.9890213013;2;9.59000015259;10.3999996185;3;21.7264003754;
10;2;16.4446735382;15.4945106506;5;32.7320746183;2;9.88844013214;10.3632001877;3;22.0603717566;
11;2;18.4446735382;15.7552804947;5;33.161390543;2;9.96358394623;10.4951858521;3;23.2074631453;
12;2;20.4446735382;15.8360004425;5;33.4698684216;2;10.2216796875;11.0209560394;3;24.1828715801;
13;2;21.6840343475;15.8360004425;5;33.8366913795;2;12.0082511902;11.4571752548;1;25.0006883144;
14;2;22.7940807343;15.8360004425;6;34.2704174519;2;14.0082511902;11.8107032776;1;25.6814495325;
15;2;23.924200058;15.8360004425;7;34.7797765732;2;16.0082511902;12.0916318893;1;26.2481688261;
16;2;24.4339332581;15.8360004425;7;35.3731539249;2;17.0885848999;12.3113050461;2;26.723449707;
17;2;24.611946106;15.8360004425;8;36.057864666;3;18.1192131042;12.4808797836;2;26.9068236351;
18;2;24.8173599243;15.8360004425;8;36.8392162323;3;19.1518688202;12.5;3;27.0611462593;
19;2;25.0517654419;15.8360004425;9;37.5873422623;3;20.0887584686;12.5;3;27.2247776985;
20;2;23.5016002655;15.8360004425;9;38.3995304108;3;20.1255760193;12.5;3;27.3977591991;
21;2;23.5016002655;15.8360004425;10;39.2685933113;3;20.1644954681;12.5;3;27.5800426006;
22;4;23.5514411926;15.8360004425;7;55.1839027405;3;20.2055091858;12.5;3;27.7714805603;
23;4;23.5514411926;16.8360004425;8;56.8815870285;3;19.625;13.3314437866;3;27.9718174934;
24;4;24.5514411926;17.8360004425;8;58.5145101547;3;20.2936592102;12.5;3;28.1806821823;
25;4;23.5514411926;19.8360004425;8;60.0636892319;3;19.625;13.4542045593;3;28.3975830078;
26;4;23.5514411926;21.8360004425;8;61.5131502151;3;20.3894557953;12.5;3;28.6219055653;
27;4;23.5514411926;23.8360004425;8;62.8504695892;3;20.4399280548;12.5;5;28.8529140949;
28;4;23.5514411926;25.8360004425;9;64.0672035217;3;20.4919052124;12.5;5;29.089756012;
29;4;24.5514411926;24.8360004425;9;65.1590900421;3;20.5451946259;12.5;5;29.3314704895;
30;4;23.5514411926;26.8360004425;10;66.1259593964;3;17.625;14.5;6;29.5770010948;
31;4;23.5514411926;28.8360004425;11;66.877620697;3;16.625;16.5;5;29.8252120018;
32;4;24.0;30.8360004425;11;67.4350814819;3;16.625;15.5;5;30.0749063492;
33;4;25.5499992371;29.8360004425;12;67.9182701111;3;15.7668533325;16.5;5;30.3248500824;
34;4;24.5499992371;31.8360004425;14;68.3320541382;3;15.198091507;17.5;4;30.5737948418;
35;5;24.5499992371;33.8359985352;13;68.6826915741;3;15.2541036606;18.5;4;30.8205022812;
36;5;24.5499992371;35.8359985352;13;68.9771385193;3;15.3096132278;19.5;4;31.0637698174;
37;5;25.5499992371;34.8359985352;14;69.2225017548;3;15.3643484116;20.5;4;31.3024535179;
38;5;25.5499992371;34.8359985352;15;69.3175411224;3;15.4180517197;21.5;4;31.5354895592;
39;5;26.5499992371;35.8359985352;15;69.3175411224;3;15.4704856873;22.5;4;31.7619123459;
40;5;27.5499992371;36.8359985352;16;69.3175411224;3;15.5214300156;23.5;5;31.9808688164;
41;5;28.5499992371;36.9359970093;16;69.3175411224;3;15.5706958771;24.5;5;32.1916303635;
42;5;29.5499992371;36.9359970093;17;70.3175411224;3;15.0;23.5;5;32.3935980797;
43;5;31.5499992371;37.9359970093;17;70.4571002722;3;15.0;23.5;7;32.5863051414;
44;6;33.5499992371;38.9359970093;13;85.6145458221;3;15.7069187164;24.5;7;32.7694153786;
45;6;33.5499992371;39.9359970093;13;86.5417025089;4;15.0;23.5;5;37.9427189827;
46;6;34.5499992371;41.9359970093;14;87.4098197222;4;15.0;26.5;7;38.2561230659;
47;6;35.5499992371;44.9359970093;13;88.2199472189;4;16.0;29.5;8;38.5564174652;
48;7;35.5499992371;44.2352676392;13;88.9764442444;4;17.0;28.6187095642;9;38.8433485031;
49;7;34.5499992371;46.1843719482;13;89.6860425472;4;17.0;27.8204040527;10;39.1167831421;
50;7;34.5499992371;48.1408653259;16;90.3568892479;5;17.6737670898;28.7687797546;10;54.3767004013;
51;8;35.5499992371;47.1040878296;15;90.9976587296;5;19.7142848969;32.5;11;55.3731794357;
52;8;34.5499992371;49.0732955933;16;91.6168084145;5;21.7285823822;35.5;12;56.2757630348;
53;8;34.2148284912;51.0477218628;16;92.128289938;5;21.7912578583;36.5;12;57.0838623047;
54;8;35.25;50.0359954834;19;92.5530042648;5;22.8276062012;38.5;12;57.724521637;
55;8;34.25;52.0359954834;19;93.0070648193;5;24.8624763489;41.5;12;58.2708144188;
56;8;34.25;54.0359954834;19;93.488509655;5;25.9208450317;42.5;12;58.7447776794;
57;8;35.25;53.0359954834;19;96.8762493134;5;26.0745010376;43.5;11;59.153866291;
58;8;34.6774978638;54.9219970703;20;99.6862740517;5;26.1741333008;44.5;10;59.5057616234;
59;8;35.0341644287;56.8268890381;20;102.025492668;5;25.2605209351;43.5;11;59.7141976357;
60;8;35.327999115;58.7485351562;20;103.706923485;5;25.3142585754;43.5;12;59.8005290031;
61;8;36.567527771;57.6846618652;21;105.086441994;5;26.3401584625;44.5;13;59.8820991516;
62;8;35.75;59.6360015869;22;105.744283676;5;25.3401584625;42.5;13;59.9590339661;
63;8;33.75;62.6360015869;22;106.39569664;5;24.2999992371;43.5;14;60.0;
64;8;33.75;62.6360015869;23;107.032214165;5;23.2999992371;41.5;12;60.0;
65;9;32.75;62.6360015869;22;107.645979881;5;24.2749996185;40.5;13;60.0;
66;9;30.75;65.6360015869;23;108.230132103;5;25.2749996185;39.5;15;60.0;
67;9;30.75;65.6360015869;24;108.779103279;5;26.2749996185;38.5;15;60.0;
68;9;30.4500007629;65.6360015869;25;109.288790703;5;27.2749996185;37.5;16;60.0;
69;9;30.4500007629;65.6360015869;25;109.756609917;5;27.8999996185;36.5;15;60.0;
70;9;31.4500007629;66.6360015869;25;110.181427002;5;27.8999996185;35.5;15;60.0;
71;9;33.4500007629;64.6360015869;24;110.56340313;5;27.8999996185;34.5;16;60.0;
72;9;33.4500007629;65.6360015869;25;110.903777122;5;27.8999996185;33.5;14;60.0;
73;10;34.4500007629;67.6360015869;22;127.204620361;5;27.8999996185;32.5;15;60.0;
74;10;37.4500007629;68.6360015869;22;128.268594742;5;27.8999996185;32.5;15;60.0;
75;10;39.75;70.6360015869;21;129.204329491;5;27.8999996185;32.5;14;60.5699996948;
76;10;40.75;72.6360015869;23;130.015539169;5;28.0282497406;32.5;15;62.2255516052;
77;11;42.8316001892;77.6360015869;23;130.678606033;5;28.3602485657;33.0;15;63.564409256;
78;11;43.9174690247;80.6360015869;23;131.118577957;5;28.6239013672;33.3899993896;15;64.6327943802;
79;11;44.76146698;84.6360015869;22;131.484991074;5;28.8295249939;33.6872596741;15;65.463435173;
80;11;44.7981109619;83.6360015869;24;131.787187576;5;28.9843845367;33.9097442627;15;65.7747268677;
81;11;44.828327179;83.6360015869;24;132.034402847;6;29.0249996185;34.0;15;65.8944940567;
82;11;41.8530502319;88.6360015869;24;133.03902626;6;29.0249996185;34.0;15;66.0;
83;11;43.853515625;89.6360015869;24;134.28902626;6;27.0249996185;35.0;15;66.0;
84;12;45.8535118103;91.6360015869;24;135.429620147;6;26.0249996185;36.0;16;66.0;
85;12;50.0054931641;94.6360015869;25;135.540573359;7;25.0249996185;37.0;15;66.0;
86;12;54.1582832336;97.6360015869;25;135.648559093;7;24.0249996185;38.0;15;66.0;
87;12;52.3160057068;101.636001587;24;135.917988539;7;23.0249996185;39.0;15;66.0;
88;13;53.3850860596;103.636001587;18;136.360011578;7;22.7250003815;40.0;15;66.0;
89;13;53.4679679871;105.510192871;18;136.985813141;7;22.7250003815;41.0;16;66.0;
90;13;52.5597991943;108.168113708;16;138.804834604;7;22.7250003815;42.0;15;66.0;
91;13;50.6713142395;116.198287964;17;139.881245852;7;22.7250003815;43.0;15;66.0;
92;13;52.8023757935;118.229743958;17;141.157413125;7;22.7250003815;44.0;15;66.0;
93;13;52.0459938049;124.262489319;18;142.621801257;7;22.7250003815;45.0;14;66.0;
94;13;51.2141799927;126.296531677;22;144.250478506;8;22.7250003815;46.0;13;66.0;
95;14;49.3949966431;132.679794312;22;146.006138206;8;22.7250003815;47.0;14;66.0;
96;14;49.5873413086;139.734710693;24;147.839471817;9;22.7250003815;48.0;13;66.0;
97;15;49.7856712341;146.791488647;24;149.693333268;9;22.7250003815;49.0;13;66.0;
98;16;50.9858703613;147.850128174;24;151.50923574;9;22.7250003815;50.0;15;66.0;
99;16;50.1779937744;153.423568726;25;153.234793425;9;22.7250003815;51.0;15;66.0;
100;17;52.0033798218;158.244018555;24;154.830067515;8;22.7250003815;52.0;15;66.0;
