Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;11.5999994278;16.0;3;33.0;1;6.0;12.0;4;20.0;
2;2;11.5999994278;16.0;3;33.1499999762;1;7.0;11.0;5;20.0;
3;2;11.6299991608;16.0;3;33.0509744883;1;8.0;10.0;5;20.0;
4;2;11.6101951599;15.8719997406;3;32.7795782089;1;8.0;10.0;5;20.0;
5;2;12.7900333405;15.6543998718;3;32.3946874142;1;8.0;10.0;5;20.0;
6;2;13.8412218094;15.3766403198;3;32.0823423862;1;9.0;10.0;5;20.0;
7;2;14.6247024536;15.1266565323;3;31.9332079887;1;9.5;10.0;5;20.0;
8;2;14.5799617767;14.9419107437;3;31.8430550098;1;9.5;10.0;5;20.3999996185;
9;2;14.5529165268;14.775639534;3;32.0171353817;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;16.7435779572;14.7111797333;3;32.2363054752;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;18.7435779572;14.6531658173;3;32.5005583763;2;9.72283363342;10.6951856613;4;23.0419120789;
12;2;20.7435779572;14.6009531021;3;32.8094832897;2;10.184431076;11.0209560394;5;24.004350543;
13;2;22.0756130219;14.5539617538;5;33.1621041298;2;11.9680833817;11.4571752548;5;24.8085255623;
14;3;23.2067756653;14.5116691589;4;33.5567293167;2;13.9680833817;11.8107032776;5;25.4750021696;
15;3;24.0670185089;14.4736061096;5;33.990811348;2;15.9680833817;12.0916318893;5;26.0268363953;
16;3;24.1972427368;14.4393491745;5;34.4608516693;2;17.0387840271;12.3113050461;5;26.4866900444;
17;3;24.3382568359;14.4085178375;5;34.962351799;2;18.0659427643;12.4808797836;5;26.6541694403;
18;3;24.4887046814;14.3807697296;6;35.4898347855;2;19.0950222015;12.5;5;26.7922235727;
19;3;24.6469497681;14.355796814;6;36.0369429588;2;20.0282497406;12.5;5;26.9393253326;
20;3;24.81108284;14.3333206177;6;36.5966248512;2;20.0613479614;12.5;5;27.0956480503;
21;3;24.9789886475;14.3130922318;6;37.1613855362;2;20.0965213776;12.5;7;27.261295557;
22;3;25.1484146118;14.2948865891;7;37.7236003876;2;20.1337909698;12.5;7;27.4362905025;
23;3;25.3170795441;14.2785015106;8;38.2758541107;2;20.1731643677;12.5;7;27.6205644608;
24;3;25.4827575684;14.2637557983;8;38.8112659454;2;20.2146263123;12.5;7;27.8139474392;
25;3;23.4747943878;15.2504844666;8;39.3237867355;2;20.2581386566;12.5;7;28.016159296;
26;3;22.5431251526;16.2385406494;9;39.8084220886;2;20.3036365509;12.5;9;28.2268030643;
27;3;22.5366744995;17.2277908325;9;40.2613639832;2;20.3510303497;12.5;9;28.445360899;
28;3;22.5308685303;18.2181148529;9;40.6800403595;2;20.4002056122;12.5;9;28.6711919308;
29;4;21.6730804443;19.2094078064;5;46.0630683899;2;20.4510192871;12.5;9;28.9035346508;
30;4;22.6688480377;20.2015705109;5;46.5601534843;2;20.5032958984;12.5;9;29.141512394;
31;4;23.6650390625;21.1945171356;6;47.0186986923;2;20.5568408966;12.5;9;29.3841423988;
32;4;24.661611557;22.1881694794;6;47.4397068024;2;20.6114311218;12.5;11;29.6303496361;
33;4;26.2905158997;20.1824569702;6;47.8247671127;2;19.625;13.5;11;29.8789830208;
34;4;25.3295173645;21.1773147583;6;48.1758899689;2;19.625;14.5;11;30.1288366318;
35;4;25.3675365448;22.1726875305;7;48.4953384399;2;20.625;12.5;11;30.3786706924;
36;6;25.4044723511;23.1685218811;6;48.785504818;2;19.625;13.5;12;30.6272368431;
37;6;26.4402370453;23.1685218811;6;48.927781105;2;20.625;12.5;12;30.8733024597;
38;6;27.4747619629;24.1685218811;6;49.0379428864;2;20.9464931488;12.5;12;31.1156759262;
39;6;28.5079917908;25.1685218811;6;49.1437144279;2;21.0010261536;12.5;12;31.353228569;
40;6;29.4583854675;27.1685218811;6;50.2449951172;2;19.625;13.5;12;31.5849161148;
41;6;30.4889183044;29.5106048584;6;50.4717286825;2;19.625;14.5;12;31.8097963333;
42;6;31.5180702209;30.4982738495;6;50.5258253813;2;19.625;15.5;12;32.0270428658;
43;6;31.8789253235;31.4260482788;7;50.6105809212;2;20.625;13.5;12;32.2359538078;
44;6;31.9094161987;32.3605766296;7;51.7256600857;2;21.2530899048;12.5;13;32.4359588623;
45;6;32.9484939575;34.1393928528;7;52.890930295;2;21.2980918884;12.5;13;32.6266198158;
46;6;34.9961738586;36.0655517578;8;52.9679890871;2;21.3409900665;14.5;13;32.8076286316;
