Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;2;7.0;11.1999998093;4;21.0;
3;1;11.3999996185;16.0;5;32.0;2;8.14999961853;10.0;4;21.0599999428;
4;1;11.3999996185;16.0;5;32.0;2;8.15900039673;10.0;4;21.1229639053;
5;1;12.3999996185;16.0;5;32.0;2;8.16844463348;10.0;4;21.1889609098;
6;1;13.3999996185;16.0;5;32.0;2;9.26751613617;10.0;4;21.2580518723;
7;1;14.3999996185;16.0;5;32.6399993896;2;9.7830619812;10.0;4;21.3302885294;
8;1;14.7919998169;16.3199996948;5;33.0;2;9.7993144989;10.0;4;21.8190145493;
9;2;15.1999998093;16.5;4;35.6500015259;2;9.90927886963;10.1999998093;4;22.2388005257;
10;2;17.091999054;17.3250007629;4;36.8907757998;2;10.0037298203;10.3632001877;4;22.6008902788;
11;2;19.091999054;17.9053878784;4;37.7602893114;2;10.0852003098;10.4951858521;4;23.7875448465;
12;2;21.091999054;18.2973766327;4;37.5886693001;2;10.3521976471;11.0209560394;5;24.8040741682;
13;2;22.1668167114;18.1696395874;4;37.4475815296;2;12.148021698;11.4571752548;5;25.6643919945;
14;2;23.1934680939;18.0546760559;5;37.3346130848;2;14.148021698;11.8107032776;5;26.3888099194;
15;2;24.2216587067;17.9512081146;6;37.2475917339;2;16.148021698;12.0916318893;5;27.0000665188;
16;2;25.1742763519;17.8580875397;7;37.1845480204;2;17.2577610016;12.3113050461;5;27.5204386711;
17;2;25.1553630829;17.7742786407;7;37.1436961889;2;18.2985363007;12.4808797836;5;27.7490785122;
