Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;2;11.5999994278;16.0;5;33.0;1;7.0;11.0;5;20.0;
3;2;11.5999994278;16.0;5;33.0299999714;1;8.0;10.0;5;20.0;
4;2;11.6059999466;16.0;5;32.8021184206;1;8.0;10.0;5;20.0;
5;2;12.7174348831;15.8719997406;5;32.6003074646;1;8.0;10.0;5;20.0;
6;2;13.7260122299;15.7567996979;5;32.4219989777;1;9.0;10.0;5;20.0;
7;2;14.7265996933;15.6531200409;5;32.3568787575;1;9.5;10.0;5;20.0;
8;2;14.7070636749;15.6058082581;5;32.3016631603;1;9.5;10.0;5;20.3999996185;
9;2;14.6904983521;15.5632276535;5;33.5826247931;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;16.7348918915;16.1723022461;5;34.5198315382;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;18.7348918915;16.60820961;5;35.1935533285;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;20.7348918915;16.9110736847;5;35.4820150137;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;21.7960891724;17.0200004578;6;35.5552402735;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;22.8180580139;17.0200004578;6;35.6310744286;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;23.8408069611;17.0200004578;6;35.7094972134;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;24.7128486633;17.0200004578;6;35.790476203;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;24.7371425629;17.0200004578;6;35.8739655018;1;15.7228336334;12.4808797836;5;25.0;
18;2;24.7621898651;17.0200004578;7;35.9599057436;1;16.7228336334;12.5;5;25.0;
19;2;24.7879714966;17.0200004578;8;36.0482232571;1;17.625;12.5;6;25.0;
20;2;24.8144664764;17.0200004578;8;36.1388297081;1;17.625;12.5;6;25.0;
21;2;24.8416481018;17.0200004578;8;36.2316224575;1;17.625;12.5;6;25.0;
22;2;24.8694858551;17.0200004578;8;36.3264842033;1;17.625;12.5;7;25.0;
23;2;24.8979454041;17.0200004578;8;36.4232828617;1;17.625;12.5;7;25.0;
24;2;24.926984787;17.0200004578;8;36.5218725204;1;17.625;12.5;8;25.0;
25;2;24.2119998932;18.0200004578;8;36.6220936775;1;17.625;12.5;8;25.0;
26;2;24.9866275787;17.0200004578;9;36.7237741947;1;17.625;12.5;8;25.0;
27;2;24.2119998932;18.0200004578;10;36.8267297745;1;17.625;12.5;8;25.0;
28;2;24.2119998932;18.4133644104;10;36.9307658672;1;17.625;12.5;8;25.0;
29;2;25.0792293549;17.0200004578;10;37.0356786251;1;17.625;12.5;8;25.0;
30;2;23.1107025146;18.0200004578;11;37.1412558556;1;17.625;12.5;8;25.0;
31;2;22.142375946;19.0200004578;12;37.2472798824;1;17.625;12.5;9;25.0;
32;2;21.1741828918;20.0200004578;12;37.3535280228;1;17.625;12.5;9;25.0;
33;2;20.2060585022;21.0200004578;13;37.4597754478;1;17.625;12.5;9;25.0;
34;2;19.2379322052;22.0200004578;13;37.5657961369;1;17.625;12.5;9;25.0;
35;2;18.269739151;23.0200004578;13;37.6713657379;1;17.625;12.5;9;25.0;
36;2;17.3014087677;24.0200004578;13;37.7762625217;1;17.625;12.5;9;25.0;
37;2;16.3328781128;25.0200004578;13;37.8802702427;1;17.625;12.5;9;25.0;
38;2;17.3640804291;24.0200004578;13;37.9831790924;1;17.625;12.5;9;25.0;
39;2;17.2119998932;24.0200004578;14;38.0847878456;1;17.625;12.5;8;25.0;
40;2;19.2119998932;25.0200004578;16;38.1849050522;1;17.625;12.5;8;25.0;
41;2;19.2119998932;26.0200004578;16;38.2833504677;2;17.625;12.5;6;25.0;
42;2;21.2119998932;27.0200004578;16;38.3799567223;2;17.625;12.5;6;25.0;
43;2;21.2119998932;28.0200004578;17;38.4745697975;2;17.625;12.5;6;25.0;
44;2;23.2119998932;27.0200004578;17;38.5670495033;2;17.625;12.5;6;25.0;
45;2;24.5701141357;27.0200004578;18;38.6572713852;2;17.625;12.5;7;25.0;
46;2;25.5971813202;27.0200004578;18;38.7451257706;2;17.625;12.5;8;25.0;
47;2;25.6235370636;27.0200004578;19;38.8305177689;2;17.625;12.5;8;25.0;
48;2;25.6491546631;27.0200004578;19;38.9133691788;2;17.625;12.5;9;25.0;
49;2;24.2119998932;28.0200004578;19;38.9936156273;2;17.625;12.5;9;25.0;
50;2;24.2119998932;29.0200004578;20;39.071208477;2;17.625;12.5;9;25.0;
51;2;24.2119998932;29.5356044769;20;39.1461129189;2;17.625;13.5;10;25.0;
52;3;25.2119998932;27.5356044769;19;39.2183074951;2;17.625;14.5;9;25.0;
53;3;25.7654914856;27.0200004578;18;39.2877845764;2;17.625;15.5;10;25.0;
54;3;25.7863349915;27.0200004578;18;39.3545475006;2;17.625;16.5;10;25.0;
55;3;25.8063640594;27.0200004578;19;39.4186120033;3;17.625;17.5;9;33.5;
56;4;25.8255825043;27.0200004578;18;39.4800028801;3;16.625;19.5;9;33.8400001526;
57;4;24.2119998932;28.0200004578;18;39.53875494;3;16.625;21.5;9;34.1635437012;
58;4;24.2119998932;29.0200004578;19;39.5600008965;3;16.625;23.5;10;34.4692811966;
59;4;25.2119998932;27.0200004578;19;40.5600008965;3;16.625;25.5;11;34.7562685013;
60;4;26.8680000305;28.0200004578;19;40.5942409039;3;17.0;27.5;10;35.0239543915;
61;4;27.8680000305;29.0200004578;19;40.6292991638;3;18.0;28.5;10;35.272151947;
62;4;27.8680000305;30.0200004578;21;40.665170908;3;19.0;29.5;8;35.5009994507;
63;4;27.8680000305;31.0200004578;20;42.0006735325;3;20.0;30.5;7;35.7109146118;
64;4;28.2519702911;32.6599502563;19;43.1419453621;3;21.0;31.5;6;35.9025421143;
65;4;26.8587608337;34.0979385376;20;44.9859615564;5;22.0;32.5;4;51.0767059326;
66;4;28.4164829254;36.3882522583;21;45.3601895571;5;24.0;34.5;4;51.9843597412;
67;4;29.0400009155;39.0702705383;21;45.7146989107;5;26.0;36.5;5;52.795920372;
68;4;29.0400009155;40.2637901306;21;46.0727623701;5;27.2388916016;38.0;5;53.5072898865;
69;5;28.0400009155;41.071269989;19;57.9342186451;4;16.0;34.0;7;42.5162696838;
70;6;28.936000824;43.185798645;20;58.4714668989;3;18.0;33.0;7;42.9513263702;
71;6;30.3708896637;44.5571365356;21;58.9944103956;3;20.0;32.0;8;43.3190898895;
72;6;28.936000824;45.6334342957;21;59.5043202639;3;22.0;31.0;8;44.6270179749;
73;6;28.936000824;49.3185272217;22;59.9126701355;3;24.588104248;31.0;7;44.9227628708;
74;7;28.936000824;50.7772636414;21;60.2904429436;3;26.6648292542;31.0;7;45.0811839104;
75;7;28.936000824;50.5216064453;21;60.6715314388;3;24.7000007629;33.0;8;45.1235535145;
76;7;28.936000824;52.6207122803;22;61.055937767;3;23.7000007629;35.0;9;45.1671074629;
77;7;28.936000824;54.4224433899;22;61.4436228275;3;22.7000007629;37.0;9;45.211841464;
78;7;28.936000824;57.5682067871;21;61.8344862461;3;21.7000007629;38.6059188843;9;45.2577478886;
79;7;28.936000824;59.7548942566;22;62.2283508778;4;21.7000007629;39.6288757324;9;45.3048160076;
80;7;29.0;61.9443969727;20;62.6249470711;5;22.7000007629;37.0;8;46.9491273165;
81;7;30.0;64.1365585327;20;63.0239038467;5;21.8710002899;38.0;8;48.2821986675;
82;7;30.7999992371;66.3311386108;22;63.3565490246;5;22.013666153;39.0;8;49.3492434025;
83;7;30.7999992371;68.4964675903;23;63.6808776855;5;22.1311988831;40.0;9;50.1975607872;
84;7;30.7999992371;70.6591033936;23;64.0116078854;5;22.2270107269;41.0;9;50.7085832357;
85;7;30.7999992371;72.8256912231;23;64.347591877;5;22.684431076;42.0;9;50.7989914417;
86;7;30.7999992371;74.9955368042;27;64.687584877;5;23.2999992371;40.8994941711;9;50.8925571442;
87;7;30.7999992371;76.6195755005;26;65.0302622318;5;22.7258243561;41.0;9;51.9892184734;
88;7;31.7999992371;74.8368759155;27;65.3742420673;5;24.2999992371;40.9946098328;8;52.1488938332;
89;7;30.7999992371;76.0550765991;26;65.7181074619;5;26.2999992371;40.0;9;52.3144454956;
90;7;30.7999992371;77.2732162476;25;66.0604333878;6;24.2999992371;42.0;8;52.4858204126;
91;7;31.7999992371;75.4903411865;26;66.3998119831;6;24.2999992371;44.0;9;52.6629359722;
92;7;30.7999992371;76.7055130005;27;66.7348790169;6;24.2999992371;47.0;10;52.8456798792;
93;7;30.7999992371;77.9178085327;26;67.064337492;6;24.2999992371;48.9228401184;11;53.0339087248;
94;7;31.7999992371;76.126373291;25;67.3869802952;7;24.2999992371;51.9228401184;10;53.2274479866;
95;7;30.7999992371;77.3303985596;26;67.7017087936;7;24.2999992371;54.9228439331;10;53.4260905981;
96;7;30.7999992371;78.5291366577;30;68.007547617;7;24.2999992371;57.9228439331;11;53.6295979023;
97;7;31.7999992371;76.7219619751;30;68.3036541939;7;24.2999992371;60.9228439331;13;53.8377000093;
98;7;30.7999992371;77.9083175659;30;68.5893268585;7;24.2999992371;63.9228439331;14;54.0500961542;
99;7;30.7999992371;79.0877227783;30;68.8640065193;7;24.2999992371;65.5250473022;13;54.2664561272;
100;7;30.7999992371;84.0238952637;31;69.1272740364;7;24.2999992371;66.6332244873;14;54.4864215851;
101;7;30.7999992371;85.2394485474;32;69.378844738;7;24.2999992371;67.7432098389;15;54.709608078;
102;8;30.7999992371;86.4449539185;32;69.6185622215;7;24.2999992371;68.8548049927;15;54.9356079102;
103;8;30.7999992371;87.6403045654;33;69.8463859558;7;24.2999992371;69.9678039551;15;55.1639912128;
104;8;30.7999992371;88.8254776001;33;70.0623807907;7;25.2999992371;68.081993103;15;55.394310236;
105;8;30.7999992371;90.000541687;34;70.2667021751;7;24.2999992371;69.1971511841;16;55.6261019707;
106;8;30.7999992371;91.1656646729;34;70.4595851898;7;24.2999992371;70.3130493164;17;55.8588907719;
107;8;31.7999992371;89.3210601807;36;70.6413316727;7;25.2999992371;68.4294433594;18;56.0921924114;
108;8;30.7999992371;90.467010498;36;70.8122944832;7;24.2999992371;69.5460968018;18;56.3255186081;
109;8;30.7999992371;91.603843689;36;70.9679908752;7;24.2999992371;70.6627578735;19;56.5583786964;
110;8;31.7999992371;89.7275161743;37;71.0289936066;7;25.2999992371;68.7791900635;20;56.7902853489;
111;8;30.7999992371;90.7665634155;38;71.0877385139;7;24.2999992371;69.8951416016;20;57.0207567215;
112;9;30.7999992371;91.8041610718;37;71.1442389488;7;24.2999992371;71.0103759766;20;57.249320507;
113;9;31.7999992371;89.8403167725;37;72.5417709351;7;25.2999992371;69.1246643066;21;57.4755179882;
114;9;30.7999992371;91.8985366821;38;73.9085054398;7;24.2999992371;70.2377624512;22;57.6989068985;
115;9;30.7999992371;93.9327392578;39;75.2308974266;7;24.2999992371;71.3494567871;22;57.9190645218;
116;9;31.7999992371;92.9323806763;39;76.4971170425;7;25.2999992371;69.4595336914;22;58.1355903149;
117;9;30.7999992371;94.8882980347;39;78.6974778175;8;25.2999992371;71.5677947998;22;59.3481087685;
118;9;31.7999992371;97.7929992676;40;80.4933333397;8;26.2999992371;73.6740570068;22;59.7062715292;
119;9;35.7999992371;96.3444137573;41;82.3652588129;8;27.2999992371;72.778137207;23;60.0805354118;
120;9;37.7999992371;99.8554382324;41;83.2184410095;8;26.2999992371;74.8798828125;23;60.4729408026;
