Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;6.0;12.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.235200882;1;7.0;11.0;5;20.0;
3;1;10.8470401764;14.617600441;5;29.0508804321;1;8.0;10.0;4;20.0;
4;1;10.8101758957;14.5254402161;5;28.8849925995;1;8.0;10.0;4;20.0;
5;1;11.8101758957;14.4424962997;5;28.4407806396;1;8.0;10.0;4;20.0;
6;1;12.8101758957;14.2203903198;5;28.0409908295;1;9.0;10.0;4;20.0;
7;1;13.4122972488;14.0204954147;5;27.7575645447;1;9.5;10.0;4;20.0;
8;2;13.6272697449;13.8787822723;4;28.5024795532;1;9.5;10.0;4;20.3999996185;
9;2;13.5507440567;13.7512397766;4;29.1544587612;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;13.7463378906;13.9932069778;4;29.6244450808;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;16.6011581421;14.1310396194;4;29.848446846;2;9.72283363342;10.6951856613;3;23.0419120789;
12;2;18.6011581421;14.1310396194;4;30.1057257652;2;10.184431076;11.0209560394;4;24.0443505049;
13;2;19.8038368225;14.1310396194;4;30.3999872208;2;11.9770832062;11.4571752548;4;24.8968375921;
14;2;20.8921165466;14.1310396194;4;30.734924078;2;13.9770832062;11.8107032776;4;25.6209878922;
15;2;21.99259758;14.1310396194;4;31.1140515804;2;15.9770832062;12.0916318893;4;26.2409451008;
16;2;23.1063346863;14.1310396194;4;31.5404930115;2;17.0869598389;12.3113050461;4;26.7804714441;
17;2;23.462146759;14.1310396194;6;32.0167176723;2;18.1320438385;12.4808797836;4;27.0402543545;
18;2;23.605014801;14.1310396194;6;32.5442385674;2;19.1818904877;12.5;4;27.2842636108;
19;2;23.7632713318;14.1310396194;7;33.1232857704;2;20.1389598846;12.5;5;27.5518820286;
20;2;23.9369850159;14.1310396194;7;33.7524847984;2;20.1991729736;12.5;5;27.8440244198;
