Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;10.4784002304;14.0;4;27.3920001984;1;6.0;12.0;4;20.0;
2;1;10.4784002304;13.6960000992;4;27.3920001984;1;7.0;11.0;5;20.0;
3;1;10.4784002304;13.6960000992;3;27.3920001984;1;8.0;10.0;5;20.0;
4;1;10.4784002304;13.6960000992;3;27.3920001984;1;8.0;10.0;5;20.0;
5;1;11.4784002304;13.6960000992;3;27.3920001984;1;8.0;10.0;5;20.0;
6;1;12.4784002304;13.6960000992;3;27.0970878601;1;9.0;10.0;5;20.0;
7;1;13.1291265488;13.5485439301;3;26.9080505371;1;9.5;10.0;5;20.0;
8;1;13.0724153519;13.4540252686;3;26.7379169464;1;9.5;10.0;5;20.3999996185;
9;1;13.0213747025;13.3689584732;3;27.4128246307;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;13.52384758;13.7064123154;3;28.919757843;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;15.3213748932;13.9598789215;3;29.3079096079;2;9.72283363342;10.6951856613;4;23.0419120789;
12;2;17.3213729858;14.1310396194;3;29.355361104;2;10.184431076;11.0209560394;5;24.004350543;
13;2;19.3213729858;14.1310396194;3;29.4044468403;2;11.9680833817;11.4571752548;5;24.8085255623;
14;2;20.3640842438;14.1310396194;5;29.4551756382;2;13.9680833817;11.8107032776;5;25.4750021696;
15;2;21.3793029785;14.1310396194;5;29.5075519085;2;15.9680833817;12.0916318893;5;26.0268363953;
16;2;22.3950157166;14.1310396194;6;29.5615751743;2;17.0387840271;12.3113050461;5;26.4866900444;
17;2;22.4786224365;14.5208883286;6;29.6172397137;2;18.0659427643;12.4808797836;5;26.6541694403;
18;2;22.4786224365;14.5375881195;6;29.6745343208;2;19.0950222015;12.5;5;26.7922235727;
19;2;22.9023590088;14.1310396194;6;29.7306649685;2;20.0282497406;12.5;5;26.9393253326;
20;2;22.4786224365;14.5716152191;6;29.7882019281;2;20.0613479614;12.5;5;27.0956480503;
21;2;22.9364585876;14.1310396194;6;29.8471150398;2;20.0965213776;12.5;7;27.261295557;
22;3;22.058719635;14.1310396194;4;53.9073685408;2;19.625;13.1783885956;7;27.4362905025;
23;3;20.6307601929;15.1310396194;5;55.1663341522;2;19.625;13.230887413;7;27.6205644608;
24;3;20.6307601929;16.6082305908;6;56.1840069294;2;20.2146263123;12.5;7;27.8139474392;
25;3;22.1071281433;15.1310396194;6;56.9886412621;2;20.2581386566;12.5;7;28.016159296;
26;3;23.1236343384;16.1310386658;6;57.6154007912;2;19.625;13.4048480988;9;28.2268030643;
