Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;31.7439994812;1;7.0;11.0;5;20.0;
3;1;11.3487997055;15.8719997406;6;31.5135993958;1;8.0;10.0;5;20.0;
4;1;11.3027200699;15.7567996979;6;31.3062400818;1;8.0;10.0;5;20.0;
5;1;12.3027200699;15.6531200409;6;30.9148159027;1;8.0;10.0;5;20.0;
6;1;13.3027200699;15.4574079514;6;30.5625343323;1;9.0;10.0;5;20.0;
7;1;14.1687602997;15.2812671661;6;30.3310813904;1;9.5;10.0;4;20.0;
8;1;14.0993242264;15.1655406952;6;29.9538135529;1;9.5;10.0;4;20.3999996185;
9;2;14.2861442566;14.9769067764;5;30.9361915588;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;16.3993225098;14.9680957794;5;30.9525239468;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;18.3993225098;14.9601659775;5;30.9711472988;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;20.3993225098;14.9530296326;5;30.991895318;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;21.4289283752;14.946606636;5;31.0146194696;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;22.4392127991;14.940826416;5;31.0391808748;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;23.3117542267;14.9356241226;5;31.0654525757;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;23.3196353912;14.9309415817;7;31.0933191776;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;23.3279953003;14.9267272949;7;31.1226733923;1;15.7228336334;12.4808797836;4;25.0;
18;2;23.3368034363;14.9229345322;8;31.1534156799;1;16.7228336334;12.5;4;25.0;
19;2;23.3460254669;14.9195213318;8;31.185452342;1;17.625;12.5;4;25.0;
20;2;23.3556365967;14.9164495468;8;31.218695879;1;17.625;12.5;4;25.0;
21;2;23.3656101227;14.913684845;9;31.2530645132;1;17.625;12.5;6;25.0;
22;2;23.375919342;14.9111967087;9;31.2884788513;2;18.625;12.8000001907;5;26.0;
23;2;23.3865432739;14.9089565277;9;31.1709074974;2;19.625;12.8000001907;6;26.0900000334;
24;2;23.351272583;14.8311653137;9;31.0693016052;2;19.625;12.8269996643;6;26.1871190071;
25;2;21.3627986908;15.8311653137;9;30.982083559;2;19.625;12.8561353683;6;26.2917383909;
26;2;20.3744392395;16.8311653137;9;30.9078253508;4;19.625;12.8875217438;4;34.9042263031;
27;2;19.3861885071;17.8311653137;9;30.8452409506;4;20.625;12.9212675095;4;35.3649306297;
28;2;18.3980350494;18.8311653137;9;30.7931652069;4;21.9681091309;12.5;4;35.8177131414;
29;2;17.4099750519;19.8311653137;9;30.7505505085;4;22.625;12.9962511063;4;36.2615047693;
30;2;16.421995163;20.8311653137;9;30.7164472342;4;21.625;14.3961114883;4;36.6955938339;
31;2;15.434088707;21.8311653137;10;30.6899986267;4;21.625;15.4696626663;4;37.1196024418;
32;2;14.5475473404;22.8311653137;10;30.6704273224;4;21.625;16.5478248596;4;37.533447504;
33;2;14.55975914;23.8311653137;11;30.6570315361;4;21.2474689484;17.6306476593;4;37.9372899532;
