Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;10.4784002304;14.0;4;27.3920001984;1;6.0;12.0;4;20.0;
2;1;10.4784002304;13.6960000992;6;27.2281608582;1;7.0;11.0;5;20.0;
3;2;10.6456317902;13.6140804291;5;28.0807037354;1;8.0;10.0;5;20.0;
4;2;10.6161403656;13.5403518677;5;27.9640902281;2;8.0;10.3999996185;4;21.0;
5;2;11.7209692001;13.4739971161;5;27.8608416319;2;8.14999961853;10.0;4;21.0399999619;
6;2;12.7258272171;13.4142770767;5;27.6385567188;2;9.23400020599;10.0;4;21.0811839104;
7;2;13.2915668488;13.2949934006;5;27.5165985823;2;9.74326610565;10.0;4;21.1235535145;
8;2;13.2549791336;13.2258300781;5;27.4085537195;2;9.75279998779;10.0;4;21.5783426762;
9;2;13.2225656509;13.1635828018;5;28.2151659727;2;9.85512733459;10.1999998093;4;21.9615590572;
10;2;13.4645490646;13.5499229431;5;28.8357464075;2;9.94135093689;10.3632001877;4;22.2843837738;
11;2;15.2431306839;13.8429040909;5;29.307444334;2;10.0139865875;10.4951858521;4;23.4227004051;
12;2;17.2431316376;14.0611057281;5;29.483271718;2;10.270108223;11.0209560394;5;24.3865361214;
13;2;19.2431316376;14.1310396194;5;29.5198831558;2;12.0540752411;11.4571752548;5;25.1896936893;
14;2;20.2754898071;14.1310396194;5;29.5571317673;2;14.0540752411;11.8107032776;5;25.8524186611;
15;2;21.2866649628;14.1310396194;5;29.5950009823;2;16.0540752411;12.0916318893;5;26.3974366188;
16;2;22.2980270386;14.1310396194;5;29.6334728003;2;17.1221694946;12.3113050461;5;26.8470721245;
17;2;22.8900413513;14.1310396194;7;29.6725274324;2;18.1470298767;12.4808797836;5;27.0005934238;
18;2;22.9017562866;14.1310396194;7;29.7121434212;2;19.1729679108;12.5;5;27.1206171513;
19;2;22.913640976;14.1310396194;6;29.7522976398;2;20.1021385193;12.5;6;27.2452962399;
20;2;22.9256877899;14.1310396194;7;29.7929654121;2;20.130191803;12.5;6;27.3745064735;
21;2;22.9378890991;14.1310396194;8;29.8341203928;2;19.625;13.5;6;27.5080842972;
22;3;22.0552120209;14.1310396194;7;34.4264864922;2;19.625;13.7540416718;7;27.6458261013;
23;3;23.0664482117;14.1310396194;7;34.8302816153;2;19.625;13.8229131699;7;27.7874882221;
24;3;24.0777988434;14.1310396194;7;35.2454614639;2;19.625;13.8937444687;7;27.9327864647;
25;3;23.0892601013;15.1310396194;7;35.6695897579;3;19.625;13.9663934708;6;28.0813970566;
26;3;23.100818634;16.1310386658;7;36.0999557972;3;19.625;12.5;6;28.2329587936;
27;3;22.8366661072;17.1310386658;7;36.5336406231;3;19.625;13.5;6;28.3870751858;
28;3;22.0240058899;18.1310386658;7;36.9675979614;3;19.625;14.1935377121;6;28.5433185101;
29;3;21.2114181519;19.1310386658;7;37.3987452984;3;19.625;14.9803228378;6;28.7012329102;
30;3;20.3975257874;20.1310386658;7;37.8240588903;3;19.625;15.0908632278;6;28.8603403568;
31;4;19.950214386;21.1310386658;6;38.240664959;3;19.625;15.2022380829;6;29.0201454163;
32;4;20.1297168732;22.1310386658;7;38.6459259987;3;19.625;15.3141021729;6;29.180141449;
33;4;20.3040943146;23.1310386658;7;39.0375087261;3;19.625;15.4260988235;6;29.3398170471;
34;4;20.4723014832;24.1310386658;7;39.4134411812;3;19.625;15.5378723145;6;29.4986624718;
35;4;20.6334609985;25.1310386658;8;39.7721428871;3;19.625;15.649064064;6;29.6561756134;
36;4;20.7868690491;26.1310386658;8;40.1124413013;3;19.625;15.7593231201;7;29.8118700981;
37;4;20.9320011139;27.1310386658;8;40.4335653782;3;19.625;15.868309021;7;29.9652786255;
38;4;21.4555473328;26.1310386658;9;41.7351222038;3;19.625;15.9756946564;7;30.1159610748;
39;4;21.5713367462;27.6557159424;10;42.047618866;3;19.625;16.0811729431;7;30.2635073662;
40;4;22.6783733368;28.6900501251;10;42.3413746357;3;19.625;16.1844558716;7;30.4075427055;
41;4;24.7121238708;29.6900501251;11;42.6168907881;3;19.625;16.2852802277;7;30.5477309227;
42;4;25.8225288391;31.6900482178;11;42.8748681545;3;20.625;16.8834114075;7;31.6837763786;
43;4;26.6209907532;33.6900482178;12;43.1161595583;3;21.625;16.9786434174;7;31.9454253912;
44;4;27.02318573;35.5737838745;12;43.3417266607;3;21.8792495728;16.5707969666;7;32.2178987265;
45;4;29.1076507568;34.9998474121;15;43.5525954962;3;21.9119720459;16.6597270966;8;32.5024600029;
46;4;30.1887760162;33.9864082336;15;43.6829003096;3;21.9484882355;19.6597270966;8;32.8004395962;
47;4;30.893075943;33.5612297058;15;43.7596213818;3;21.9891242981;22.6597270966;9;33.1132007837;
48;4;31.8850975037;32.9810409546;15;43.8363966942;3;22.0342102051;25.6597270966;9;33.4420964718;
49;4;31.9058265686;32.9810409546;16;43.9131803513;3;22.0840568542;28.6597270966;8;33.7884173393;
50;4;31.9265575409;32.9810409546;16;43.9899269342;3;22.1389598846;31.6597270966;9;34.1533277035;
51;4;31.5678367615;33.627494812;16;44.0665905476;4;22.1991729736;32.1210098267;8;34.5377948284;
52;5;31.5784797668;33.6446304321;11;59.1431261301;4;22.2649059296;32.1856384277;9;34.9425096512;
53;5;32.9886436462;33.9810409546;12;59.9694892168;4;22.3362922668;32.2468452454;10;35.3678023815;
54;5;33.5992965698;35.6795005798;12;60.7150096893;4;22.4133872986;32.3046989441;10;35.8135619164;
55;5;34.0298194885;35.9810409546;13;61.3788104057;4;22.496137619;32.359287262;11;36.263862133;
56;5;34.0503082275;36.9810409546;14;61.9633713961;4;22.5843696594;32.4000015259;11;36.6789975166;
57;5;34.0707168579;37.9810409546;14;62.4736629725;4;22.6777744293;32.4000015259;12;37.1151270866;
58;5;34.0910301208;38.9810409546;14;62.9162728786;5;22.7759037018;32.4000015259;11;37.5695996284;
59;5;34.1112365723;39.9810409546;15;63.298617959;5;22.8781604767;32.4000015259;11;38.0391392708;
60;5;34.1313323975;40.9810409546;16;63.6283102036;6;22.9838066101;32.4000015259;11;38.5199065208;
61;5;34.1512985229;41.9810409546;16;65.4718649387;6;23.0919799805;32.4000015259;11;39.007601738;
62;5;33.6375656128;44.4289169312;17;66.961442709;6;23.2017097473;32.4000015259;12;39.4976010323;
63;5;34.818321228;44.7472000122;17;68.1597752571;6;23.3119602203;32.4000015259;12;39.9851250648;
64;5;34.5163040161;46.0263977051;18;68.851862669;6;23.4216537476;32.4000015259;12;40.465420723;
65;5;33.6494750977;47.2417678833;19;69.2745656967;6;23.5297203064;32.4000015259;12;40.9339466095;
66;5;35.2019882202;45.3680725098;20;69.4576380253;6;23.635137558;32.4000015259;13;41.3865451813;
67;5;34.6438598633;46.3768005371;20;69.6113414764;6;23.7369728088;32.4000015259;14;41.8195896149;
68;5;33.6494750977;47.4328613281;20;69.7645637989;6;23.8344078064;32.4000015259;14;42.2300891876;
69;6;35.2897148132;45.3768005371;20;69.917098999;6;23.9267692566;32.4000015259;14;43.6157541275;
70;6;33.6494750977;47.3768005371;21;70.068744421;6;25.0135440826;33.4000015259;14;44.0150175095;
71;7;34.330997467;47.2126502991;20;70.2193026543;6;26.094379425;34.4000015259;15;44.3881936073;
72;7;34.6494750977;46.3768005371;21;70.3685808182;6;24.094379425;36.4000015259;16;44.7350599766;
73;7;32.3727874756;48.3768005371;21;70.5163929462;6;23.8777999878;38.4000015259;16;46.4506549835;
74;8;32.6494750977;51.3768005371;21;71.6625602245;6;24.8500003815;37.9980010986;16;47.9027463198;
75;8;35.5688934326;50.3768005371;21;71.8669114113;6;24.0255012512;39.4809608459;17;49.1243492365;
76;8;32.7538642883;54.3768005371;22;72.0722470284;6;24.1592674255;40.866153717;17;50.1512118578;
77;9;31.6494731903;57.3768005371;21;72.2784825563;6;25.2593841553;39.1715812683;17;50.8693710566;
78;9;30.855846405;59.7880172729;22;72.4855349064;6;26.2999992371;39.3398742676;18;51.36460042;
79;9;29.498632431;60.3768005371;20;72.6933203936;6;27.2999992371;39.4131164551;17;51.8199175596;
80;9;27.6494731903;63.3768005371;20;72.8953710794;6;27.5257778168;40.307762146;17;52.2382651567;
81;9;27.3999996185;65.8937835693;20;73.0973882675;6;26.9173851013;38.4817008972;18;52.6149230003;
82;9;27.3999996185;67.9284439087;21;73.2992671728;6;26.7379798889;38.4817008972;18;52.889523387;
83;9;27.3999996185;69.9627380371;22;73.5009025335;6;26.5335044861;38.4817008972;17;53.0244407654;
84;9;27.3999996185;71.9966049194;23;73.677883029;6;26.5555000305;38.4817008972;18;53.1251680851;
85;10;27.3999996185;74.0299987793;22;73.8313597441;6;26.578163147;39.0;18;53.2287664413;
86;9;25.3999996185;71.0628814697;23;72.1180860996;7;26.6014709473;39.0;16;55.1186689138;
87;9;26.3999996185;71.3768005371;23;72.1870975494;7;27.6253967285;40.0;16;55.3120763302;
88;9;26.4272689819;73.3768005371;24;72.2547581196;7;28.6499061584;41.2000007629;17;55.5103261471;
89;9;27.4455375671;74.3768005371;23;72.3210017681;7;26.8278331757;45.2000007629;17;55.7131474018;
90;9;28.4634227753;75.3768005371;24;72.3857698441;7;27.4524459839;47.2000007629;17;55.9202349186;
91;9;29.4809093475;75.5980529785;24;72.4490098953;7;27.5031585693;50.2000007629;17;56.1312513351;
92;9;30.4979858398;75.5980529785;24;72.5106773376;7;26.9529342651;52.2000007629;17;56.3458273411;
93;9;31.5146350861;75.5980529785;23;72.570734024;7;27.9796924591;51.2000007629;16;56.5635647774;
94;9;32.5308494568;76.4672317505;24;72.6291489601;7;26.9540748596;53.8000030518;17;56.7840385437;
95;9;33.54662323;76.4672317505;24;72.6858978271;7;27.714887619;53.8000030518;17;57.0067994595;
96;9;34.5619430542;76.4672317505;25;72.7409629822;7;28.0614471436;51.8000030518;17;57.2313785553;
97;9;34.8262863159;76.4672317505;26;72.7943325043;7;27.0889797211;52.8000030518;18;57.4572896957;
98;10;34.8406944275;76.4672317505;26;72.8460011482;7;27.1165409088;53.8000030518;19;57.684034586;
99;11;34.8546447754;76.4672317505;25;72.8959684372;7;28.1440658569;51.8000030518;19;57.9111068249;
100;11;34.8681373596;76.4672317505;25;72.9442396164;7;27.1714859009;52.8000030518;18;58.1379959583;
