Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;2;12.3999996185;16.0;5;33.0;1;7.0;11.0;5;20.0;
3;2;13.3999996185;16.0;5;33.0299999714;1;8.0;10.0;6;20.0;
4;2;14.3999996185;16.0;5;33.0605909824;1;8.0;10.0;6;20.0;
5;2;15.7181768417;16.0;5;32.8332201242;1;8.0;10.0;6;20.0;
6;2;16.7267665863;15.8719997406;5;32.723911643;1;9.0;10.0;6;20.0;
7;2;17.7354927063;15.8028001785;5;32.2448683977;1;9.5;10.0;6;20.0;
8;2;17.6734600067;15.5504398346;4;32.166134119;1;9.5;10.0;6;20.3999996185;
9;2;17.6498413086;15.4842758179;4;32.1025018692;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;19.7061786652;15.4247283936;4;32.0526528358;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;21.7061786652;15.3711357117;4;32.0095967054;2;9.72283363342;10.6951856613;4;23.0419120789;
12;2;23.7061786652;15.3229017258;3;31.9776365757;2;10.184431076;11.0209560394;4;24.0443505049;
13;2;24.7558612823;15.2794914246;4;31.9557873011;2;10.4099788666;11.4571752548;4;24.8968375921;
14;2;25.7727470398;15.2404222488;4;31.9431556463;2;10.6017885208;11.8107032776;3;25.6209878922;
15;2;26.1231575012;15.6650505066;4;31.9389287233;2;12.6017885208;12.0916318893;3;26.2409451008;
16;2;26.5816783905;15.173614502;4;31.9423664808;2;14.6017885208;12.3113050461;3;26.7804714441;
17;3;26.5827102661;15.1451330185;4;31.9527937174;2;15.0256061554;12.4808797836;3;27.0402543545;
18;4;26.0716991425;15.1194992065;3;31.9695944786;2;16.7738742828;12.5;3;27.2842636108;
19;4;26.0578575134;15.0964288712;3;31.9922044277;2;17.8287754059;12.5;3;27.5518820286;
20;4;26.0453987122;15.6279277802;3;32.0201010704;2;18.8889884949;12.5;3;27.8440244198;
21;4;26.6060295105;15.0569801331;3;32.0528042316;2;19.9547214508;12.5;5;28.1613030434;
22;4;26.0240974426;16.0264015198;3;32.0898721218;3;20.3362922668;12.5;3;43.5039470196;
