Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;2;11.5999994278;16.0;5;33.0;2;7.0;11.1999998093;4;21.0;
3;2;11.5999994278;16.0;4;33.0299999714;2;8.14999961853;10.0;3;21.1499999762;
4;2;11.6059999466;16.0;4;33.0605909824;2;8.17249965668;10.0;3;21.320775032;
5;2;12.7181768417;16.0;4;33.091766119;2;8.19811630249;10.0;3;21.5146545172;
6;2;13.7275295258;16.0;4;33.1235172749;2;9.34079742432;10.0;3;21.7340574265;
7;2;14.7370548248;16.0;4;33.7958344221;2;9.89016342163;10.0;3;21.9814370871;
8;2;15.1387500763;16.3199996948;4;34.1887089014;2;9.94582366943;10.0;3;22.6790201664;
9;2;15.2566127777;16.5;4;35.9077897072;2;10.1027793884;10.1999998093;3;23.3409149647;
10;2;17.169336319;17.3250007629;4;37.1407887936;2;10.2517051697;10.3632001877;3;23.9809968472;
11;2;19.169336319;17.9053878784;4;38.0001778603;2;10.3957242966;10.4951858521;3;25.6010363102;
12;2;21.169336319;18.2973766327;4;38.4840521812;2;10.7602338791;11.0209560394;4;27.1298084259;
13;2;22.2372150421;18.5;5;38.5659117699;2;12.6713113785;11.4571752548;4;28.5865645409;
14;2;23.2617740631;18.5;6;38.6510047913;2;14.6713113785;11.8107032776;4;29.994228363;
15;2;24.2873020172;18.5;6;38.7393169403;2;16.6713123322;12.0916318893;4;31.3743138313;
16;2;25.3137950897;18.5;7;38.830816865;2;18.2419662476;12.3113050461;4;32.7429828644;
17;2;25.6492462158;18.5;7;38.9254550934;2;19.4736099243;12.4808797836;4;33.8876180649;
18;2;25.6776371002;18.5;7;39.0231630802;2;20.7225475311;12.5;4;35.0529966354;
19;2;25.706949234;18.5;8;39.1238524914;2;21.8869247437;12.5;5;36.2540283203;
20;2;25.7371559143;18.5;9;39.227414608;2;22.1571559906;12.5;4;37.4633827209;
21;2;25.1000003815;19.1682243347;9;39.3337199688;2;22.4292602539;12.5;4;38.6519680023;
22;2;25.1000003815;19.2001152039;10;39.4426178932;2;22.6966934204;12.5;5;39.7916383743;
23;2;25.1000003815;19.7213096619;10;39.5539374352;2;20.6966934204;13.5;5;40.857872963;
24;2;25.1000003815;19.7769680023;10;39.6674871445;2;19.6966934204;14.5;5;41.8318843842;
25;2;23.9002456665;19.5;10;39.7830562592;2;20.6966934204;12.5;5;42.7017765045;
26;2;22.93491745;20.5;10;39.9004161358;2;21.6966934204;12.5;5;43.462638855;
27;2;21.9701251984;21.5;10;40.0193212032;2;22.6966934204;12.5;5;44.1157283783;
28;2;21.0057964325;22.5;10;40.1395106316;2;20.6966934204;13.5;5;44.6670780182;
29;2;20.041852951;23.5;10;40.2607111931;3;19.6966934204;13.5;4;45.1258964539;
30;2;19.078212738;24.5;10;40.3826386929;3;18.6966934204;13.5;4;45.5030765533;
