Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;2;7.0;11.1999998093;4;21.0;
3;1;11.3999996185;16.0;6;32.0;2;8.14999961853;10.0;4;21.0900000334;
4;2;11.5999994278;16.0;5;33.0;2;8.16349983215;10.0;4;21.1871190071;
5;2;12.6999998093;16.0;5;33.0;2;8.17806816101;10.0;4;21.2917383909;
6;2;13.6999998093;16.0;5;32.735999465;2;9.29064083099;10.0;4;21.4042263031;
7;2;14.697599411;15.8719997406;5;32.5904003382;2;9.81595134735;10.0;4;21.5249304771;
8;2;14.7771196365;15.8028001785;5;32.4593609571;2;9.84310913086;10.0;4;22.0694183111;
9;2;14.7378082275;15.7405204773;5;33.5979736447;2;9.96561908722;10.1999998093;4;22.5515855551;
10;2;16.7806396484;16.3007202148;5;34.4113502502;2;10.0741062164;10.3632001877;4;22.983014226;
11;2;18.7806396484;16.698223114;5;34.9787623882;2;10.1711778641;10.4951858521;4;24.2738182545;
12;2;20.7806396484;16.9726676941;5;35.0920975208;2;10.4616098404;11.0209560394;5;25.4089095592;
13;2;21.7973098755;17.0200004578;6;35.1109080315;2;12.2841091156;11.4571752548;5;26.4029755592;
14;2;22.8029518127;17.0200004578;5;35.1298533678;2;14.2841091156;11.8107032776;5;27.276881218;
15;2;23.8086357117;17.0200004578;5;35.1489274502;2;16.2841091156;12.0916318893;5;28.0536293983;
16;2;24.5446777344;17.0200004578;5;35.1681238413;2;17.4948120117;12.3113050461;4;28.755402565;
17;2;24.5504360199;17.0200004578;5;35.1874358654;2;18.5764026642;12.4808797836;4;29.1808357239;
