Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;31.7439994812;1;7.0;11.0;5;20.0;
3;1;11.3487997055;15.8719997406;6;31.5135993958;1;8.0;10.0;5;20.0;
4;1;11.3027200699;15.7567996979;6;31.3062400818;1;8.0;10.0;5;20.0;
5;1;12.3027200699;15.6531200409;6;31.1196155548;1;8.0;10.0;5;20.0;
6;1;13.3027200699;15.5598077774;6;30.9516544342;1;9.0;10.0;5;20.0;
7;2;14.5854969025;15.4758272171;5;31.8924884796;1;9.5;10.0;5;20.0;
8;2;14.5677471161;15.4462442398;5;31.9588391781;1;9.5;10.0;5;20.3999996185;
9;2;14.5876522064;15.4196195602;5;33.4074895382;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;16.6495761871;16.0673618317;5;34.5132609606;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;18.6495761871;16.5341625214;5;35.3582334518;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;20.6495761871;16.860162735;5;35.8934918642;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;21.8237934113;17.0200004578;6;36.1334543228;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;22.8957824707;17.0200004578;6;36.3994600773;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;23.9755840302;17.0200004578;6;36.6929895878;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;25.0078964233;17.0200004578;6;37.0152485371;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;25.1045742035;17.0200004578;5;37.3670642376;1;15.7228336334;12.4808797836;6;25.0;
18;2;25.2101192474;17.0200004578;6;37.7487761974;1;16.7228336334;12.5;6;25.0;
19;2;25.3246326447;17.0200004578;7;38.1601247787;1;17.625;12.5;7;25.0;
20;3;25.4480361938;17.0200004578;6;38.6001486778;1;17.625;12.5;7;25.0;
21;3;24.2119998932;18.0200004578;6;39.0671010017;1;17.625;12.5;7;25.0;
22;3;24.2119998932;19.0200004578;6;39.5583944321;1;17.625;12.5;8;25.0;
23;3;24.2119998932;20.0200004578;7;40.0705900192;1;17.625;12.5;8;25.0;
24;4;24.2119998932;21.0200004578;6;40.5994372368;1;17.625;12.5;8;25.0;
25;4;23.2119998932;20.0200004578;6;41.1399717331;1;17.625;12.5;8;25.0;
26;4;23.2119998932;20.0200004578;6;41.6866717339;1;17.625;12.5;8;25.0;
27;4;22.5060005188;20.0200004578;6;42.233663559;1;17.625;12.5;8;25.0;
28;4;21.6700992584;21.0200004578;6;43.7749643326;1;17.625;12.5;8;25.0;
29;4;21.8324890137;22.0200004578;6;44.4331427813;1;17.625;12.5;8;25.0;
30;4;21.9914226532;23.0200004578;6;45.089407444;1;15.625;13.5;8;25.0;
31;4;21.5268211365;24.0200004578;6;45.7403258085;1;14.625;14.5;8;25.0;
32;4;20.7220973969;25.0200004578;5;47.3832828999;1;13.625;15.5;8;25.0;
33;4;20.9149856567;26.0200004578;6;48.0508030653;1;12.625;16.5;9;25.0;
34;4;21.8929672241;27.0200004578;6;48.70865345;1;12.0;17.5;9;25.0;
35;4;22.4005966187;28.0200004578;6;49.356856823;1;12.0;18.5;9;25.0;
