Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.0;5;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;10.0;5;20.0;
4;1;11.3999996185;16.0;6;32.0;1;8.0;10.0;4;20.0;
5;1;12.3999996185;16.0;6;32.0;2;8.0;10.1999998093;3;21.0;
6;1;13.3999996185;16.0;6;31.7439994812;2;9.22500038147;10.0;3;21.0599999428;
7;1;14.3999996185;15.8719997406;6;31.6056003571;2;9.73849964142;10.0;3;21.1229639053;
8;1;14.4816799164;15.8028001785;6;31.4810409546;2;9.75266647339;10.0;2;21.6001901627;
9;1;14.4443120956;15.7405204773;6;32.6014404297;2;9.86004257202;10.1999998093;2;22.0082015991;
10;1;16.4816799164;16.3007202148;6;33.396446228;2;9.95184516907;10.3632001877;1;22.3582868576;
11;2;18.4816799164;16.698223114;5;34.9453353882;2;10.0306148529;10.4951858521;1;23.5279067755;
12;2;20.4816799164;16.9726676941;5;35.1043848991;2;10.2937793732;11.0209560394;2;24.5268628597;
13;2;21.800994873;17.0200004578;5;35.1722289324;2;12.0856485367;11.4571752548;2;25.3691681623;
14;2;22.8213481903;17.0200004578;6;35.2436292171;2;14.0856485367;11.8107032776;2;26.0752547979;
15;2;23.8427677155;17.0200004578;7;35.318672657;2;16.0856494904;12.0916318893;2;26.6680037975;
16;2;24.5956020355;17.0200004578;7;35.3974353075;2;17.1830482483;12.3113050461;2;27.1698563099;
17;2;24.6192302704;17.0200004578;8;35.4799804688;2;18.2196559906;12.4808797836;2;27.3801496029;
18;2;24.6439933777;17.0200004578;9;35.5663565397;2;19.2583675385;12.5;2;27.5615134239;
19;2;24.6699066162;17.0200004578;9;35.6565953493;2;20.2013397217;12.5;3;27.7520513535;
20;2;24.6969776154;17.0200004578;10;35.7507103682;2;20.2442111969;12.5;3;27.9515185356;
21;2;24.7252120972;17.0200004578;10;35.8486945629;2;20.2890911102;12.5;2;28.1595556736;
22;3;24.7546081543;17.0200004578;10;35.9505187273;2;20.335899353;12.5;2;28.3756833076;
23;3;24.78515625;17.0200004578;10;36.0561299324;2;20.3845291138;12.5;2;28.5992991924;
24;3;24.8168392181;17.0200004578;10;36.1654498577;2;20.4348430634;12.5;2;28.8296794891;
25;3;24.8496341705;17.0200004578;11;36.2783739567;4;20.4866771698;12.5;1;29.0659828186;
26;3;24.8835124969;17.0200004578;11;36.394769907;4;20.5398464203;12.5;2;29.3072590828;
27;4;24.8477878571;17.0200004578;8;51.5144777298;4;20.5941333771;12.5;2;29.5524601936;
28;5;24.2119998932;18.0200004578;5;59.5175836086;4;20.6493034363;12.5;2;29.8004574776;
29;5;24.9132728577;18.0200004578;5;60.8025267124;4;19.625;13.5;2;30.0500593185;
30;5;25.947221756;19.0200004578;5;63.0049984455;4;20.625;12.5;2;30.3000340462;
31;5;27.9818916321;20.0200004578;5;64.2995909452;4;20.8175086975;12.5;2;30.5491337776;
32;5;30.0172042847;21.0200004578;5;65.538770318;4;20.8735542297;12.5;2;30.7961182594;
33;5;31.1412773132;22.0200004578;5;66.7288600206;0;0;0;0;0;
