Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;13.3000001907;4;17.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;12.3000001907;4;17.0;1;11.3999996185;16.0;6;31.7439994812;
3;1;7.55000019073;11.3000001907;4;17.0;1;11.3487997055;15.8719997406;6;31.5135993958;
4;1;7.55000019073;10.3000001907;4;17.0;1;11.3027200699;15.7567996979;6;31.3062400818;
5;2;7.55000019073;9.69999980927;3;18.0;1;12.3027200699;15.6531200409;6;31.1196155548;
6;2;8.7750005722;8.5;3;18.0674999952;1;13.3027200699;15.5598077774;6;30.9516544342;
7;2;9.06518745422;8.5;3;18.1388356686;2;14.5854969025;15.4758272171;5;31.6812896729;
8;2;9.08123779297;8.5;3;18.2141259909;2;14.5043869019;15.3406448364;5;31.4540575743;
9;2;9.09817790985;8.5;3;18.6456211805;2;14.436217308;15.2189807892;5;32.1666007042;
10;2;9.19526576996;8.67000007629;3;19.0306602716;2;16.5189800262;15.5589790344;5;32.6834357977;
11;2;9.28189849854;8.81392192841;3;19.3756101131;2;18.5189800262;15.8007726669;5;32.7878335714;
12;2;9.35951328278;8.93486309052;3;20.4466397762;2;20.5189800262;15.8360004425;5;32.8224619627;
13;2;9.60049343109;9.39324569702;3;21.4057168961;2;21.5495262146;15.8360004425;5;32.8577666283;
14;2;11.4319114685;9.78903102875;3;22.257011652;2;22.5601177216;15.8360004425;6;32.8937360048;
15;2;13.4319114685;10.1240053177;3;23.0099308491;2;23.5709075928;15.8360004425;7;32.9303570986;
16;2;15.4319114685;10.4026165009;3;23.6770029068;2;23.8791065216;15.8360004425;7;32.9676150084;
17;2;16.5640964508;10.6309299469;3;24.2720131874;2;23.8902854919;15.8360004425;8;33.0054934025;
18;2;17.6148223877;10.8157100677;3;24.8085989952;2;23.9016475677;15.8360004425;8;33.0439740419;
19;2;18.6689453125;10.9637317657;4;25.1366593838;2;23.913192749;15.8360004425;9;33.0830372572;
20;2;19.6557483673;11.0;5;25.4068305492;2;23.924911499;15.8360004425;9;33.1226614714;
21;3;19.7165374756;11.0;4;25.6910681725;3;23.9367980957;15.8360004425;8;33.1628235579;
22;3;18.9500007629;11.0;5;25.9885287285;3;23.5016002655;15.8360004425;8;33.2034988403;
23;3;18.9500007629;12.0;5;26.2980971336;3;23.5016002655;16.6017494202;9;33.2446609735;
24;3;19.9170722961;11.0;5;26.6183872223;4;22.5514411926;16.5594234467;7;46.0362820625;
25;3;18.9500007629;12.0;5;26.9477529526;4;23.5514411926;16.5785694122;8;46.7158325911;
26;3;18.9500007629;13.0;5;27.2843112946;4;24.5514411926;16.5979137421;8;47.342312336;
27;3;18.9500007629;13.6421556473;5;27.6259784698;5;26.0101127625;15.8360004425;6;57.913038969;
28;3;18.9500007629;13.8129892349;5;27.9705147743;5;27.5514411926;15.8360004425;6;58.8275009394;
29;3;18.9500007629;13.9852571487;6;28.3155798912;5;29.5514411926;16.6569843292;6;59.6614236832;
30;3;18.9500007629;14.157790184;7;28.6587948799;5;29.5514411926;17.6769714355;6;60.4162918329;
31;4;16.9500007629;16.1577911377;6;28.9978079796;5;30.5514411926;18.6970787048;6;61.0952655077;
32;4;15.9500007629;18.1577911377;6;29.3303570747;5;31.1258983612;19.7172908783;6;62.7027173042;
33;4;14.9500007629;20.1577911377;6;29.6543326378;5;32.1917533875;21.1975879669;6;63.4118542671;
34;4;14.0;21.8888988495;7;29.9678287506;5;32.7067184448;22.2952594757;7;64.0735048056;
35;4;14.0;23.1710453033;8;30.2691860199;5;31.8430519104;23.4050674438;7;64.5573465824;
36;4;14.0;24.4422683716;8;30.5570211411;5;32.8915100098;26.4050674438;7;65.0514628887;
37;4;14.0;25.7013187408;9;30.830245018;5;34.4325714111;30.4050674438;7;65.5611991882;
38;4;14.0;26.9472198486;11;31.0880661011;5;35.5504951477;34.4050674438;9;66.0919594765;
39;4;14.0;28.1792602539;11;31.3299846649;6;36.6749839783;37.433013916;8;66.5449066162;
40;4;14.0;29.3969860077;12;31.5557718277;6;37.0139389038;38.4876861572;10;67.0155918598;
41;4;14.0;30.600194931;13;31.7654476166;6;38.0139389038;40.3690719604;10;67.5358979702;
42;4;14.0;31.7889022827;14;31.9592475891;6;39.0139389038;40.6733932495;10;68.1072998047;
43;4;14.0;32.9633216858;14;32.1375932693;6;39.0139389038;40.9362411499;11;68.7299895287;
44;4;14.0;34.1238327026;15;32.3010520935;6;39.0139389038;41.2226791382;11;69.4025557041;
45;4;15.0;32.2709465027;17;32.4503087997;6;39.0139389038;41.5320549011;13;70.12170434;
46;4;16.0;31.4052772522;17;32.5861301422;6;40.0139389038;39.5518608093;13;71.8820700645;
47;4;17.0;30.5275173187;19;32.7093391418;6;40.0139389038;41.5715065002;13;72.7836714983;
48;4;18.0;29.6384048462;19;32.75;6;41.0139389038;43.5909767151;14;73.4711410999;
49;4;18.9500007629;28.6749992371;20;32.75;6;43.2312889099;41.2918663025;14;74.1960602999;
50;4;18.9500007629;27.6749992371;22;32.75;6;42.253326416;43.2066192627;15;74.9467477798;
51;4;18.9500007629;26.6749992371;22;32.75;6;43.28515625;42.4547996521;15;75.7116106749;
52;4;18.9500007629;25.6749992371;22;32.75;6;43.5798416138;43.3704147339;16;78.1312724352;
53;4;18.9500007629;26.6749992371;22;32.75;6;45.0740127563;43.9329795837;17;80.2562172413;
54;4;18.9500007629;27.6749992371;23;32.75;6;46.5699691772;42.7865371704;17;81.8301529884;
55;4;18.9500007629;28.6749992371;23;32.75;6;44.0556755066;44.7282981873;17;83.2803676128;
56;4;18.9500007629;29.6749992371;24;32.75;7;43.3074645996;46.0788192749;19;84.466981411;
57;4;18.9500007629;30.6749992371;25;32.75;7;43.1884689331;45.6189727783;21;85.429009676;
58;4;18.9500007629;30.6749992371;25;32.75;7;43.3159942627;47.5906333923;21;86.3459968567;
59;4;18.9500007629;30.6749992371;26;32.75;7;41.452671051;50.0813446045;21;87.2183551788;
60;4;18.9500007629;30.6749992371;26;32.75;7;40.5983543396;52.0835952759;22;88.0480844975;
61;4;18.9500007629;30.6749992371;24;32.75;8;39.7527236938;54.0835342407;21;88.8381793499;
62;4;18.9500007629;30.6749992371;24;32.75;8;39.9152641296;51.4574623108;21;89.5920770168;
63;4;18.9500007629;30.6749992371;24;32.75;8;38.0852661133;54.4196853638;22;91.3131890297;
64;4;18.9500007629;30.6749992371;24;32.75;8;38.2618179321;58.0703735352;22;91.7902183533;
65;4;18.9500007629;30.6749992371;24;32.75;8;36.2618179321;62.1026382446;22;92.1089355946;
66;4;18.9500007629;30.6749992371;23;32.75;8;35.7365341187;66.1309204102;24;92.4533388615;
67;4;18.9500007629;30.6749992371;22;32.75;9;35.7555999756;70.1585998535;22;92.817995429;
68;5;18.9500007629;30.6749992371;21;32.75;9;35.25;74.068939209;21;93.1975427866;
69;5;18.9500007629;30.6749992371;21;32.75;9;35.7953262329;77.0908508301;22;93.5867846012;
70;5;18.9500007629;30.6749992371;22;32.75;9;35.8159866333;80.1119918823;23;93.9807927608;
71;5;18.9500007629;30.6749992371;22;32.75;9;35.8371658325;85.0815582275;23;94.3750050068;
72;5;18.9500007629;30.6749992371;22;32.75;9;36.8588638306;86.0767364502;24;94.7653092146;
73;5;18.9500007629;30.6749992371;24;32.75;10;35.8810691833;90.0718002319;24;95.148111701;
74;5;18.9500007629;30.6749992371;21;32.75;10;35.9037704468;94.0667495728;24;95.5203876495;
75;5;18.9500007629;30.6749992371;22;32.75;10;37.9269638062;92.0615997314;24;95.8796958923;
76;5;18.9500007629;30.6749992371;22;32.75;10;35.950630188;96.0563430786;26;96.2235040665;
77;4;18.9500007629;30.6749992371;22;32.75;11;35.9747505188;100.050979614;24;96.508012414;
78;3;16.9500007629;16.0;22;22.0;12;38.9993133545;95.0455245972;20;107.527094126;
79;3;14.9500007629;17.0;23;22.0;12;37.0243034363;100.039970398;21;108.022255659;
80;3;13.9500007629;18.0;23;22.0;12;38.049697876;104.220497131;21;108.48048985;
81;3;12.9500007629;19.0;23;22.0;12;39.0754699707;106.004325867;21;109.90294683;
82;3;12.0;17.0;24;22.0;12;41.101600647;108.998519897;23;110.375794888;
83;3;12.0;16.0;24;22.6599998474;12;41.1280670166;110.992637634;23;110.822596192;
84;3;12.0;16.3299999237;25;23.1902446747;12;42.1548347473;109.986694336;25;111.24575913;
85;3;12.0;16.595123291;25;23.6099319458;14;42.1818847656;112.980682373;23;111.581300497;
86;3;12.0;16.8049659729;25;23.9381256104;14;41.5809555054;114.974609375;24;111.732094646;
87;3;12.0;16.9690628052;16;24.0;14;41.6385116577;115.96849823;25;111.892801404;
88;3;12.0;17.0;11;24.0;14;41.6982345581;116.962341309;27;112.063341737;
89;3;12.0;17.0;11;24.0;14;43.7601547241;115.95614624;28;112.243618131;
90;3;12.0;17.0;11;24.0;14;44.8242721558;114.949935913;28;112.433502913;
91;3;12.0;17.0;12;24.0;14;44.348274231;117.943695068;29;112.632833719;
92;3;12.0;17.0;12;24.0;14;46.3763885498;117.318717957;31;112.841393709;
93;3;12.0;17.0;12;24.0;14;49.5925445557;121.251228333;32;113.058913708;
94;2;12.0;17.0;12;24.0;15;51.651676178;122.350837708;30;113.597103119;
95;2;12.0;17.0;12;24.0;15;52.9558296204;123.65512085;31;114.165677547;
96;2;12.0;17.0;12;24.0;15;53.0388183594;124.978370667;32;114.764648676;
97;2;12.0;17.0;12;24.0;15;50.7169647217;130.326950073;32;115.393486023;
98;2;12.0;17.0;12;24.0;15;51.7741737366;132.263793945;32;116.051001787;
99;2;12.0;17.0;12;24.0;15;51.8340568542;133.6769104;31;118.735242844;
100;2;12.0;17.0;12;24.0;15;53.8900909424;138.4581604;32;119.518416524;
