Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;13.3000001907;4;17.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;12.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
4;1;7.55000019073;10.3000001907;5;17.0;2;11.5999994278;16.0;5;32.7439994812;
5;1;7.55000019073;9.30000019073;5;17.0;2;12.6999998093;15.8719997406;5;32.5319993496;
6;1;8.55000019073;8.5;5;17.0;2;13.7055196762;15.7567996979;5;32.3431912661;
7;1;8.82499980927;8.5;5;17.0;2;14.702958107;15.6531200409;5;32.2672644854;
8;1;8.82499980927;8.5;5;17.0;2;14.6801795959;15.6058082581;5;32.2009397745;
9;1;8.82499980927;8.5;5;17.3400001526;2;14.660282135;15.5632276535;5;33.4578297138;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;16.6974525452;16.1723022461;5;34.3693506718;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;18.6974525452;16.60820961;5;35.015743494;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;20.6974525452;16.9110736847;5;35.275210619;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;21.7340488434;17.0200004578;6;35.3177609444;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;22.7468128204;17.0200004578;6;35.3612333536;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;23.7598552704;17.0200004578;6;35.4056104422;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;24.2119998932;17.4296836853;6;35.4508720636;
17;1;14.0206890106;10.6309299469;5;21.6314201355;3;24.6352615356;17.0200004578;6;35.4969952106;
18;1;15.0206890106;10.8157100677;5;21.9274635315;4;24.2119998932;17.0200004578;5;35.5439542532;
19;1;16.0206890106;10.9637317657;5;22.0;4;24.2119998932;17.0200004578;5;35.5917204618;
20;1;16.9500007629;11.0;6;22.0;4;24.2119998932;17.4855155945;5;35.6402626038;
21;1;16.9500007629;11.0;6;22.0;4;24.2119998932;17.5000782013;6;35.6895464659;
22;1;16.9500007629;11.0;6;22.0;4;24.7068634033;17.0200004578;6;35.7395352125;
23;1;16.9500007629;11.0;6;22.0;4;24.7218608856;17.0200004578;6;35.7901892662;
24;1;16.9500007629;11.0;6;22.0;4;24.2119998932;17.8950939178;6;35.8414665461;
25;1;14.9500007629;12.0;7;22.0;4;24.2119998932;17.9207324982;6;35.8933223486;
26;1;13.9500007629;13.0;7;22.0;4;24.7679958344;17.0200004578;6;35.9457098246;
27;1;12.9500007629;14.0;7;22.0;4;24.7837123871;17.0200004578;6;36.9985797405;
28;1;12.0;15.0;7;22.0;4;25.2119998932;18.4992904663;6;37.1001688242;
29;1;12.0;16.0;7;22.0;4;26.8155632019;17.0200004578;6;38.2039618492;
30;1;12.0;17.0;7;22.0;4;27.5415210724;18.5200004578;6;38.3835234642;
31;1;12.0;18.0;7;22.0;4;28.2119998932;18.6549606323;6;38.5698392391;
32;1;12.0;19.0;7;22.0;4;29.2096977234;17.622089386;6;38.7630335093;
33;1;12.0;20.0;7;22.0;4;29.2584533691;17.6374263763;6;38.9632122517;
34;1;12.0;21.0;7;22.0;4;29.2937335968;17.6787147522;6;39.1704601049;
35;1;12.0;22.0;7;22.0;4;29.3263587952;17.7279644012;6;39.3848363161;
36;1;12.0;23.0;8;22.0;4;29.8154506683;21.7279644012;7;39.6063710451;
37;1;12.0;24.0;9;22.0;4;29.8819122314;25.7279644012;7;39.8350622654;
38;1;12.0;25.0;10;22.0;4;29.9505195618;29.7279644012;7;40.0708708763;
39;1;12.0;26.0;11;22.0;4;30.0212612152;33.7279663086;8;40.3137177229;
40;1;12.0;27.0;11;22.0;4;30.0941162109;37.0200004578;8;40.5634795427;
41;1;12.0;28.0;12;22.0;4;30.1690425873;37.0200004578;8;40.8199850321;
42;1;12.0;29.0;13;22.0;4;30.2459945679;37.0200004578;9;41.0830127001;
43;2;12.0;30.0;11;42.0;4;30.3249034882;37.0200004578;10;41.3522878885;
44;2;14.0;28.0;11;43.2000007629;4;30.4056854248;37.0200004578;10;41.6274809837;
45;2;14.0;29.0;12;44.2175998688;4;28.2119998932;40.0200004578;10;41.9082064629;
46;2;15.0;30.0;12;45.0579586029;4;30.5724601746;37.0200004578;10;42.1940217018;
47;3;17.0;28.0;12;45.736333847;4;29.7736415863;38.0200004578;11;42.4844298363;
48;4;17.0;29.0;11;46.273645401;4;29.1212234497;39.574054718;11;42.7788796425;
49;4;18.0;30.0;11;46.6926937103;4;30.8336639404;37.0200004578;11;43.0767700672;
50;4;20.0;28.0;11;47.0;4;29.2433433533;39.0200004578;12;43.3774535656;
51;4;19.625;29.0;11;47.0;4;31.0132369995;37.0200004578;12;43.6802427769;
52;4;19.625;30.0;12;47.0;4;31.1040706635;37.0200004578;12;43.9844157696;
53;4;20.625;28.0;12;47.0;4;31.1953239441;37.0200004578;13;44.2892248631;
54;4;19.625;29.0;12;48.0;5;31.291009903;39.0200004578;12;45.5939033031;
55;4;20.625;30.5;12;48.1299999952;5;32.5021438599;39.0200004578;12;45.9459637403;
56;4;22.625;28.0;12;49.2754310369;5;32.7612037659;41.0200004578;12;46.2882835865;
57;4;24.9119720459;30.0;11;49.4777240753;5;32.5221481323;42.7459793091;13;48.2391598225;
58;4;26.9484882355;32.0;11;49.699518919;5;34.0533561707;42.6599502563;14;49.8003813028;
59;4;28.2323913574;34.0;12;49.9422653913;5;34.5655441284;43.7222137451;14;51.0777802467;
60;4;29.2370109558;36.0;12;50.2073618174;5;31.032951355;47.053894043;14;51.8065874577;
61;4;29.2966575623;38.0;12;50.4961050749;5;32.0400009155;47.8714981079;15;52.5172954798;
62;4;29.3616256714;37.0;14;50.8096299171;5;33.4207839966;47.2906723022;17;53.2301834822;
63;4;29.4321670532;36.0;15;51.1488404274;5;31.0760211945;49.2217254639;18;53.9420295954;
64;4;29.5084896088;35.0;15;51.5143344402;6;30.1829795837;50.3993835449;18;54.6496886015;
65;4;29.5907249451;34.0;15;51.9063230753;6;29.1829795837;47.5460090637;18;55.3501688242;
66;4;29.3633880615;33.0;15;52.3245514631;6;27.1829795837;50.5069465637;20;56.0406961441;
67;4;29.446138382;32.0;14;52.7682247162;6;27.0400009155;51.5641479492;21;56.7187681198;
68;4;29.5343704224;31.0;16;53.2359471321;6;28.0400009155;52.8134422302;21;57.3821966648;
69;4;29.6277751923;31.0;17;53.7256832123;6;29.0400009155;53.9198303223;20;58.0291280746;
70;4;29.7259044647;31.0;16;54.234744668;6;30.0400009155;56.0271453857;23;58.6580524445;
71;4;29.8281612396;31.0;16;54.7598145008;6;29.0400009155;56.1352424622;23;59.2677989006;
72;4;29.933807373;31.0;17;55.297008276;6;28.841878891;55.8664932251;24;59.8575150967;
73;4;30.0419807434;31.0;17;55.8419777155;6;28.8835906982;56.8664932251;24;60.426640749;
74;4;30.1517105103;31.0;17;56.3900464773;6;26.0400009155;61.8664932251;24;60.9748744965;
75;4;30.2619609833;31.0;17;56.9363793135;6;26.0400009155;62.5725212097;25;61.5021362305;
76;4;30.3716545105;31.0;17;57.4761638641;6;24.0400009155;65.682220459;25;62.0085260868;
77;3;22.8547210693;26.0;17;33.0047960281;7;23.0400009155;68.6557617188;23;87.4942924976;
78;3;22.9601383209;26.0;18;33.696731329;7;24.0400009155;69.4885559082;23;88.9597961903;
79;3;23.1021766663;26.0;18;35.0760040283;7;25.0400009155;70.6413497925;23;90.1854770184;
80;3;21.2406635284;27.0;18;36.3051981926;7;25.0400009155;71.791053772;24;91.1206035614;
81;3;22.3739624023;26.595123291;18;37.3970658779;8;24.0400009155;71.9374389648;24;91.8199796677;
82;3;23.5006599426;26.8049659729;17;38.3654460907;8;24.0400009155;73.0546264648;25;92.2457323074;
83;3;24.0556926727;26.9690628052;17;39.0316495895;8;25.0400009155;74.1674346924;26;92.4853343964;
84;3;24.1800041199;27.0;17;39.5976507664;8;26.0400009155;75.2776565552;26;92.7189235687;
85;3;24.2813186646;27.0;17;40.1241717339;8;25.0400009155;75.3851013184;26;92.9461574554;
86;3;24.3733520508;27.0;18;40.6112298965;8;25.0400009155;75.4896316528;26;93.1608891487;
87;3;22.4561634064;28.0;17;41.0598108768;8;26.0400009155;76.5884094238;28;93.3061285019;
88;3;21.5300331116;29.0;16;41.4716460705;8;25.0400009155;76.6552200317;28;93.4482841492;
89;3;20.5954113007;30.0;17;41.8489892483;8;25.0400009155;77.7206115723;28;93.5870127678;
90;3;19.6528701782;31.0;16;42.1944174767;8;26.0400009155;79.7844238281;30;93.7220072746;
91;3;19.3030548096;32.0;16;42.5106582642;9;25.0400009155;79.8465194702;30;93.8529987335;
92;2;14.0;28.0;17;27.75898242;10;24.0400009155;83.2595214844;28;108.853746414;
93;2;14.0;29.0;17;27.8808116913;10;23.0400009155;87.3406448364;27;109.10209322;
94;3;14.0;30.0;16;28.0018615723;10;24.0;91.4189453125;27;109.219856262;
95;3;14.0;31.0;16;28.1218428612;10;25.0;95.4943084717;28;109.33293438;
96;3;14.0;32.0;16;28.2404761314;10;27.0;96.0666809082;29;109.441252708;
97;3;14.0;33.0;17;28.3574929237;10;28.0;96.1360015869;29;109.544772148;
98;3;14.0;34.0;17;28.4726400375;10;27.375;99.202255249;33;109.643485546;
99;3;14.0;35.0;17;28.5856795311;10;28.375;99.2654342651;34;109.737416744;
100;3;14.0;36.0;17;29.6963925362;10;28.375;99.3255462646;33;109.826616764;
