Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;13.3000001907;4;17.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;12.3000001907;5;17.0;2;11.5999994278;16.0;5;32.7439994812;
3;1;7.55000019073;11.3000001907;5;17.0;2;11.5487995148;15.8719997406;5;32.5411994457;
4;1;7.55000019073;10.3000001907;4;17.0;2;11.5082397461;15.7567996979;4;32.1551456451;
5;1;7.55000019073;9.30000019073;4;17.0;2;12.6188316345;15.5507202148;4;31.8106939793;
6;1;8.55000019073;8.5;4;17.0;2;13.6267795563;15.3652477264;4;31.503718257;
7;1;8.82499980927;8.5;4;17.0;2;14.4511156082;15.1983232498;4;31.3160977364;
8;1;8.82499980927;8.5;4;17.0;2;14.3948297501;15.0908908844;4;31.1503249407;
9;1;8.82499980927;8.5;4;17.3400001526;2;14.3450975418;14.9942016602;4;32.0128874779;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;16.4204502106;15.3965854645;4;32.6514045;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;18.4204502106;15.6858615875;4;33.0138275623;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;20.4204502106;15.8360004425;4;33.0781570673;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;21.4763813019;15.8360004425;5;33.1446660757;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;22.4963340759;15.8360004425;5;33.2133413553;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;23.5169372559;15.8360004425;6;33.2841607332;
16;1;13.0206890106;10.4026165009;5;21.2618598938;3;23.9852485657;15.8360004425;4;33.3570922613;
17;1;14.0206890106;10.6309299469;5;21.6314201355;3;23.5016002655;15.8360004425;5;33.4320940971;
18;1;15.0206890106;10.8157100677;5;21.9274635315;3;24.0296287537;15.8360004425;5;33.5091141462;
19;1;16.0206890106;10.9637317657;5;22.0;3;24.052734375;15.8360004425;4;33.5880895853;
20;1;16.9500007629;11.0;6;22.0;3;24.0764274597;15.8360004425;5;33.6689468622;
21;1;16.9500007629;11.0;6;22.0;3;24.1006851196;15.8360004425;5;33.7516014576;
22;1;16.9500007629;11.0;6;22.0;3;24.1254806519;15.8360004425;5;33.8359584808;
23;1;16.9500007629;11.0;6;22.0;3;24.1507873535;15.8360004425;5;34.9219117165;
24;1;16.9500007629;11.0;6;22.0;3;24.5016002655;17.3360004425;5;35.0435853004;
25;1;16.9500007629;11.0;6;22.0;3;26.2028045654;16.3531208038;5;35.1674311161;
26;1;16.9500007629;11.0;7;22.0;3;25.8223896027;16.8360004425;5;35.2933092117;
27;2;16.9500007629;11.0;7;22.0;3;26.5879917145;15.8360004425;5;35.4210685492;
28;2;16.9500007629;11.0;7;22.0;3;26.2837657928;16.4069252014;6;35.5505489111;
29;2;16.9500007629;11.0;7;22.0;3;25.8553981781;16.8360004425;6;35.6815804243;
30;2;16.9500007629;11.0;7;22.0;3;25.5016002655;17.8407897949;6;35.8139858246;
31;2;16.9500007629;11.0;7;22.0;3;25.5016002655;17.906993866;6;35.9475806952;
32;2;16.9500007629;11.0;7;22.0;3;24.7842731476;16.8360004425;6;36.0821748972;
33;2;14.9500007629;12.0;7;22.0;3;23.8246536255;17.8360004425;6;36.2175737619;
34;2;13.9500007629;13.0;7;22.0;4;23.9150772095;16.8360004425;5;36.353579402;
35;2;12.9500007629;14.0;6;22.0;4;21.9276695251;16.8360004425;3;36.4899922609;
36;2;12.0;15.0;6;22.0;4;22.9404678345;16.8360004425;4;36.6266120672;
37;2;12.0;16.0;6;22.0;4;23.5016002655;18.3133068085;4;36.7632393837;
38;2;12.0;17.0;6;22.0;4;24.9666481018;21.3133049011;4;36.8996766806;
39;2;12.0;18.0;6;22.0;4;26.9800128937;24.3133049011;6;37.0357298851;
40;2;12.0;19.0;6;22.0;4;26.6187705994;27.3133049011;6;37.171209693;
41;2;12.0;20.0;6;22.0;4;26.6457176208;29.5891056061;6;37.305932045;
42;2;12.0;21.0;6;22.0;4;26.6722869873;31.5891056061;6;37.4397197962;
43;2;12.0;22.0;6;22.0;4;26.6984367371;31.7251319885;6;37.5724030733;
44;2;12.0;23.0;6;22.0;4;26.7241287231;31.7486553192;7;37.703821063;
45;2;12.0;24.0;6;22.0;4;27.3111457825;30.8360004425;8;37.8338215351;
46;2;12.0;25.0;7;22.0;4;27.3501472473;30.8360004425;9;37.9622613192;
47;2;12.0;26.0;7;22.0;4;26.7980976105;31.8203010559;10;38.0890080929;
48;2;12.0;27.0;9;22.0;4;26.8216209412;31.8444709778;10;38.2139391899;
49;2;12.0;28.0;10;22.0;4;26.8445358276;31.8687438965;11;38.3369429111;
50;2;12.0;29.0;10;22.0;4;26.1358604431;31.8360004425;11;38.4579179287;
51;2;12.0;30.0;10;22.0;5;25.1354618073;32.8359985352;12;51.3267729282;
52;2;13.0;28.0;11;22.0;5;25.5514411926;34.9947013855;11;52.0809278488;
53;2;12.0;29.0;12;22.0;5;26.5514411926;36.0658569336;12;52.7793424129;
54;2;12.0;30.0;13;22.0;5;29.1750812531;34.0258560181;12;53.4193060398;
55;2;13.0;28.0;13;22.0;5;28.5514411926;36.5759124756;12;54.0002894402;
56;2;12.0;29.0;13;22.0;5;29.5514411926;37.6361503601;13;54.5236103535;
57;2;12.0;30.0;14;22.0;5;31.2145271301;36.6014175415;13;54.9920170307;
