Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;13.3000001907;4;17.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;12.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
4;1;7.55000019073;10.3000001907;5;17.0;2;11.5999994278;16.0;5;33.0;
5;1;7.55000019073;9.30000019073;5;17.0;2;12.6999998093;16.0;5;33.1200000048;
6;2;8.55000019073;8.89999961853;4;18.0;2;13.736000061;16.0;5;33.2423039675;
7;2;9.05000019073;8.5;4;18.0225000381;2;14.772690773;16.0;4;34.0278728008;
8;2;9.05506229401;8.5;4;18.0452762842;2;15.2083616257;16.3199996948;4;34.5484799147;
9;2;9.06018733978;8.5;4;18.4187746048;2;15.3645439148;16.5;4;36.4036785364;
10;2;9.14422512054;8.67000007629;4;18.7408286333;2;17.3181037903;17.3250007629;4;37.7932431698;
11;2;9.21668624878;8.81392192841;4;19.0176254511;2;19.3181037903;17.9053878784;4;38.8313241005;
12;2;9.27896595001;8.93486309052;4;19.9814786911;2;21.3181037903;18.2973766327;4;39.5175607204;
13;2;9.49583244324;9.39324569702;5;20.8215062618;2;22.5472679138;18.5;5;39.8267786503;
14;2;11.3004636765;9.78903102875;5;21.5412740707;2;23.6400337219;18.5;5;40.1652350426;
15;2;13.3004636765;10.6413106918;5;22.1496675014;2;24.741569519;18.5;5;40.5335028172;
16;2;15.3004636765;10.4026165009;5;22.6588021517;2;25.8520507812;18.5;6;40.9316048622;
17;2;16.3350009918;10.6309299469;5;23.0821874142;3;26.2794818878;18.5;5;41.3589072227;
18;2;17.3471107483;10.8157100677;5;23.4333488941;3;26.4076728821;18.5;5;41.8140249252;
19;2;18.3595123291;10.9637317657;5;23.5622674227;3;26.5442085266;18.5;6;42.294752121;
20;2;18.9500007629;11.6249065399;5;23.6198797226;4;26.6884269714;18.5;5;42.7980313301;
21;2;19.3144741058;11.0;6;23.6786832809;4;26.8394088745;18.5;5;43.3199682236;
22;2;18.9500007629;11.8393421173;6;23.7386343479;4;26.9959907532;18.5;5;43.8559036255;
23;2;18.9500007629;11.8693170547;6;23.7996841669;5;27.1567726135;18.5;4;44.4005432129;
24;2;18.9500007629;11.8998422623;6;23.8617789745;5;27.3201637268;18.5;4;44.9481430054;
25;2;18.9500007629;11.9308891296;7;23.9248601198;5;27.4844436646;18.5;4;45.4927387238;
26;3;18.9500007629;11.9624300003;6;23.9888644218;5;27.6478214264;18.5;4;46.0283975601;
27;3;18.9500007629;11.9944324493;6;24.0537240505;5;27.8085193634;18.5;4;46.5494804382;
28;3;18.9500007629;12.0268621445;6;24.1193666458;5;27.96484375;18.5;4;48.0508775711;
29;3;18.9500007629;12.0596828461;6;24.1857161522;5;29.1152648926;19.0;4;48.5466058254;
30;3;17.4417877197;12.0;6;24.2526926994;5;28.1152648926;19.5;4;49.0149003267;
31;3;16.4568557739;13.0;6;24.320212841;5;27.1152648926;21.0184745789;4;49.4531794786;
32;3;15.4720487595;14.0;6;24.3881900311;5;27.1000003815;22.0278244019;5;49.8598133326;
33;3;14.5373430252;15.0;6;24.4565355778;5;27.1000003815;23.0372428894;5;50.23407197;
34;3;14.5527210236;16.0;6;24.5251579285;5;27.1000003815;24.0467262268;5;50.5760351419;
35;3;14.5681610107;17.0;6;24.5939645767;5;28.1000003815;26.0467262268;6;50.8864650726;
36;3;14.5836420059;18.0;6;24.6628611088;5;29.4395313263;28.0467262268;6;51.1666711569;
37;3;14.5991439819;19.0;6;24.7317531109;5;27.1000003815;31.0467262268;6;51.4183661938;
38;3;14.6146450043;20.0;7;24.800545454;5;27.1000003815;34.0467262268;7;51.6435382366;
39;3;14.6301231384;21.0;7;24.869143486;5;28.1000003815;34.0467262268;8;51.8443307877;
40;3;14.6455574036;22.0;7;24.9374537468;5;27.1000003815;35.1048622131;8;52.0229490995;
41;3;14.6609268188;23.0;8;25.0053837299;5;27.1000003815;36.1147232056;9;52.0492454767;
42;3;14.6762113571;24.0;8;25.0728430748;6;27.1000003815;37.124622345;10;52.0691179037;
43;3;15.6913890839;25.8999996185;5;26.1397438049;6;27.4807357788;37.5;11;52.0890542269;
44;3;16.7064418793;26.0;6;26.2485003471;6;27.1000003815;39.1445274353;11;52.1090468168;
45;3;16.9559116364;27.0;6;26.357894063;6;27.1000003815;40.1545257568;11;52.1290876865;
46;3;16.9805259705;28.0;7;26.467852354;6;28.4987258911;37.5;12;52.1491690874;
47;3;17.0052661896;29.0;8;26.5783033371;6;27.1000003815;39.1745834351;12;52.1692829132;
48;3;17.0301170349;30.0;8;26.6891756058;6;27.1000003815;40.1846389771;13;53.1894211769;
49;4;18.055065155;28.0;7;26.8003983498;5;29.1000003815;39.1947097778;14;53.2463757992;
50;4;17.0800895691;29.0;8;26.9119015932;5;29.5228729248;40.5;15;53.3043113947;
51;4;17.105178833;30.0;8;27.0236160755;5;29.1000003815;43.2148704529;15;53.3632173538;
52;4;18.1303138733;30.0;6;27.1354728937;5;30.1000003815;42.2249526978;15;53.4230809212;
53;4;19.1554813385;31.0;6;27.2474039793;5;29.4459075928;44.2350273132;14;53.483886838;
54;4;20.1806659698;32.0;7;27.3593415022;5;29.5470581055;45.0968475342;15;53.545617342;
55;4;20.8588542938;33.0;8;27.4712178707;7;30.4705924988;43.2551574707;13;53.6082522869;
56;4;22.1810245514;34.0;10;27.5829658508;7;29.4833583832;43.5;13;53.6717690229;
57;3;21.8331680298;34.0;10;27.6945184469;8;29.9615325928;44.5;13;55.5196784735;
58;3;22.2312679291;32.0;10;27.8058083057;8;30.9610061646;44.0323486328;12;56.8279348612;
59;3;22.2563076019;31.0;10;27.9167681932;8;32.2733078003;43.5344314575;11;57.6901779175;
60;3;22.2812728882;30.0;10;28.0273299217;8;33.9567260742;42.0;11;57.9782940149;
61;3;21.8780937195;30.0;10;28.1374262571;8;34.9901351929;41.0;11;58.1345351934;
62;3;22.3309211731;28.0;11;28.2469885349;8;33.0243606567;42.0;11;59.2512898445;
63;3;22.3555736542;27.0;12;28.3460965157;8;32.5317649841;44.8793716431;12;59.453437686;
64;3;22.377872467;26.0;12;28.4122054577;8;34.0;45.8793716431;13;59.6640504599;
65;4;22.3927459717;26.0;12;28.4789698124;8;35.3514671326;47.8793716431;13;59.8833025694;
66;4;21.90625;26.0;12;28.5463075638;9;36.3799667358;50.8793716431;13;60.111340642;
67;4;22.4229202271;26.0;12;28.614133358;10;37.8264160156;54.8793716431;11;61.3482781649;
68;4;22.4381790161;26.0;12;28.6823589802;10;38.8588867188;57.8793716431;11;61.7045898438;
69;4;22.4535312653;26.0;12;28.7508940697;10;36.893447876;60.9852600098;12;62.0808688402;
70;4;22.468952179;26.0;12;28.8196463585;10;36.2996864319;63.2076263428;12;62.4779011011;
71;4;21.90625;27.0;12;28.8885219097;10;35.378528595;65.2747421265;13;62.896412015;
72;4;22.499917984;26.0;14;29.9574263096;10;34.5941848755;67.0978927612;14;63.337041378;
73;4;23.5154209137;27.0;14;30.0662646294;11;34.5008964539;68.4110946655;13;63.8003181219;
74;4;24.5309104919;28.0;14;30.1761260033;11;35.6831741333;66.4801330566;14;64.2866306305;
75;4;24.7896289825;29.0;15;30.2869181633;11;36.7310142517;66.5495986938;14;64.7961950302;
76;4;24.8145561218;30.0;16;30.3985468149;11;37.7810401917;66.6193771362;15;65.3290216923;
77;4;24.839673996;31.0;16;30.5109165907;11;38.8331871033;66.6893463135;15;65.8848805428;
78;4;24.8649559021;31.0;17;30.6239309311;11;39.3033676147;67.7593841553;17;66.4632668495;
79;5;24.8903846741;31.0;17;30.7374927998;11;39.3594665527;68.8293762207;17;67.0633702278;
80;5;24.1998329163;31.0;17;31.5046437979;11;39.417350769;69.5027694702;19;67.68404603;
81;5;22.9400444031;32.0;18;32.1469240189;11;39.476852417;69.7139358521;19;68.3237946033;
82;5;22.2777462006;33.595123291;18;32.6832480431;12;39.5377845764;69.9322509766;18;68.9807491302;
83;5;23.2959136963;35.8049659729;18;33.1324107647;12;39.5999412537;70.1571350098;19;69.6526749134;
84;5;25.4547901154;31.9690628052;19;33.319329381;12;39.6630859375;70.3878631592;21;70.3369817734;
85;5;25.4968509674;32.0;19;34.4481990337;12;39.7269744873;72.8729400635;21;71.0307502747;
86;5;26.525844574;33.0;19;34.6406488419;12;39.791343689;73.2083892822;22;71.7307760715;
87;5;27.555644989;34.0;19;34.8393995762;12;39.8559265137;73.5477142334;22;72.4336249828;
88;5;27.8388633728;35.0;21;35.0442751646;12;39.9204368591;73.8891830444;22;73.1357080936;
89;5;27.8849601746;36.0;21;35.2550895214;13;39.9846038818;74.2309112549;23;73.8333599567;
90;5;27.9323959351;37.0;20;35.471642375;13;40.0481529236;74.5709915161;24;74.5229296684;
91;5;27.9811172485;37.0;18;35.6937164068;13;40.1108207703;74.9074707031;24;75.2008705139;
92;5;28.031085968;37.0;17;35.9210758209;13;40.1723518372;75.2384567261;24;75.8638267517;
93;5;28.0822429657;37.0;18;36.1534620523;13;40.2325172424;75.5621414185;25;76.489793539;
94;5;28.1345291138;37.0;15;36.3905956745;14;40.2910995483;75.8636245728;24;77.0866062641;
95;5;28.1878852844;37.0;14;36.6321717501;14;40.34790802;76.1488342285;24;79.8835523129;
96;5;28.2422389984;37.0;14;36.8511260748;14;41.5094223022;78.029838562;24;81.8441503048;
97;5;28.2915019989;37.0;15;37.0613849163;14;42.6731681824;79.9235839844;24;83.8234883547;
98;5;28.3388118744;37.0;15;37.2762365341;14;43.2254447937;81.8170776367;24;85.7982491255;
99;5;28.3871536255;37.0;14;37.4952700138;14;41.000328064;84.6969528198;24;87.746062398;
100;5;28.4364356995;37.0;14;37.7180492878;14;38.000328064;88.5504150391;24;90.6469875574;
