Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;13.3000001907;4;17.0;2;11.5999994278;16.0;3;33.0;
2;1;7.0;12.3000001907;5;17.0;2;11.5999994278;16.0;3;32.7715995312;
3;1;7.55000019073;11.3000001907;5;17.0;2;11.5543193817;15.8719997406;3;32.1970852613;
4;1;7.55000019073;10.3000001907;5;17.0;2;11.4394168854;15.572479248;3;31.5504385233;
5;1;7.55000019073;9.30000019073;5;17.0;2;12.551697731;15.2373752594;3;30.9710863829;
6;1;8.55000019073;8.5;5;17.0;2;13.558848381;14.9357814789;3;30.346380949;
7;1;8.82499980927;8.5;5;17.0;2;14.1039142609;14.6119184494;3;29.7723888159;
8;1;8.82499980927;8.5;4;17.0;2;13.9317169189;14.313741684;3;29.2582212687;
9;1;8.82499980927;8.5;4;17.3400001526;2;13.777466774;14.0453824997;3;29.1045365334;
10;1;8.9015007019;8.67000007629;3;17.6278438568;2;15.9527082443;13.9448308945;3;28.9723109007;
11;1;8.96626472473;8.81392192841;3;17.869726181;2;17.9527072906;13.8543338776;3;28.8595273495;
12;1;9.02068901062;8.93486309052;3;18.786491394;2;19.9527072906;13.7728872299;3;28.7643613815;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;20.9978027344;13.6995849609;3;28.6851670742;
14;2;11.0206890106;10.1890306473;3;21.2480106354;2;22.013628006;13.6336126328;4;28.6204581261;
15;2;13.0206890106;10.5240049362;3;21.9127329588;2;22.5861377716;13.5742378235;3;28.5688884258;
16;2;15.0206890106;10.8456163406;3;22.4872255325;2;22.5706672668;13.5208005905;3;28.5292388201;
17;2;16.0206890106;11.1210765839;3;22.9857510328;3;22.5587711334;13.4727067947;3;28.5004054308;
18;2;17.3254127502;10.8157100677;3;23.4225862026;3;22.0576534271;13.4294223785;3;28.4813864231;
19;2;18.3570919037;10.9637317657;3;23.6484457254;3;22.5444145203;13.3904666901;4;28.4712703228;
20;2;19.3208999634;11.0;3;23.8149644136;3;22.5413818359;13.3554067612;4;28.4692265987;
21;2;19.3583679199;11.0;3;23.9952818155;3;22.5407676697;13.3238525391;4;28.4745001793;
22;2;18.9500007629;11.9976406097;3;24.1899158955;3;22.542350769;13.2954540253;4;28.4863997698;
23;2;18.9500007629;12.0949583054;3;24.399273634;3;21.9619369507;13.8538780212;4;28.5042927265;
24;2;18.9500007629;12.1996364594;3;24.6236231327;3;22.5512866974;13.2468929291;4;28.5275988579;
25;2;18.9500007629;12.3118114471;3;24.8630647659;3;21.9357147217;14.226190567;4;28.555783987;
26;2;18.9500007629;12.4315319061;3;25.1175034046;3;21.924533844;14.2778921127;4;28.5883591175;
27;2;19.6514396667;11.0;4;25.3866217136;3;22.5765075684;13.190788269;4;29.6248722076;
28;2;19.7119903564;11.0;5;25.6698577404;3;22.905418396;14.675696373;5;29.8153572083;
29;2;18.9500007629;12.0;5;25.9663875103;3;24.5994720459;13.7373409271;5;30.0298774242;
30;2;18.9500007629;12.9831933975;5;26.2751159668;3;23.8899326324;14.810795784;5;30.2704265118;
31;2;17.911901474;12.0;5;26.5946760178;3;23.0877304077;14.1498880386;5;30.5391147137;
32;2;16.9838027954;13.0;6;26.9234399796;3;22.8899326324;14.9973630905;5;30.8381096125;
33;2;16.0577754974;14.0;6;27.2595415115;3;23.8720436096;15.419054985;5;31.1695618629;
34;3;15.1833972931;15.0;5;27.6009097099;3;23.867231369;15.5847806931;5;31.5355000496;
35;3;14.0;17.0;6;27.9453148842;3;23.4649810791;14.1120510101;5;31.9377095699;
36;3;14.0;19.0;7;28.2904214859;3;22.5895423889;15.1120510101;6;32.3775832653;
37;3;14.0;21.0;8;28.633852005;3;21.867231369;15.1120510101;7;32.855956316;
38;3;14.0;23.0;8;28.9732499123;4;22.867231369;18.1120510101;6;33.372926712;
39;3;14.0;25.0;9;29.3063445091;4;23.8494949341;21.1120510101;7;33.927675724;
40;3;14.0;27.0;10;29.6310133934;4;24.7730541229;24.1120510101;7;34.5183136463;
41;3;14.0;28.8679122925;10;29.9453339577;4;24.7905883789;27.1120510101;7;35.1417541504;
42;3;14.0;30.150800705;11;30.2476272583;4;24.8081550598;28.0709381104;7;35.7936518192;
43;3;14.0;31.4228649139;11;30.5364894867;4;24.8257026672;28.0678329468;7;36.4684271812;
44;3;14.0;32.6828422546;12;30.8108100891;5;23.9588737488;28.0650348663;5;49.9093878269;
45;3;14.0;33.9297294617;12;31.069776535;5;24.0537605286;30.0625190735;5;51.2464427948;
46;3;14.0;35.1627998352;12;31.3128671646;5;25.9900455475;30.0602531433;5;52.5304508209;
47;3;14.0;36.3815803528;13;31.5398340225;5;26.0514354706;32.0582122803;6;53.7503974438;
48;3;14.0;37.585849762;14;31.7506799698;5;27.0504455566;33.2593002319;5;55.8976614475;
49;3;14.0;38.7756118774;16;31.9456272125;5;29.0495529175;34.2375564575;5;56.9934487343;
50;3;15.0;36.9510650635;16;32.1250829697;5;32.0487518311;33.5145606995;5;58.0071246624;
51;3;14.0;38.112575531;17;32.289607048;5;33.06483078;34.4768600464;6;58.9371914864;
52;3;15.0;36.2606468201;18;32.4398756027;5;33.04737854;36.4441642761;6;59.7841488123;
53;3;16.0;35.3958892822;19;32.5766506195;5;34.0467910767;38.1984443665;7;60.5502051115;
54;3;17.0;35.3958892822;20;32.7007513046;5;35.0462646484;38.1985092163;9;61.2259520292;
55;3;18.0;35.3958892822;21;32.75;5;37.045791626;36.3727645874;10;61.6765474081;
56;3;18.9500007629;35.3958892822;20;32.75;5;37.0453643799;37.3719749451;11;62.0861525536;
57;3;18.9500007629;35.3958892822;21;32.75;5;39.0449829102;36.3712654114;11;62.4567219019;
58;3;18.9500007629;35.3958892822;21;32.75;5;37.0449829102;38.3712654114;12;62.790771246;
59;3;18.9500007629;34.6749992371;24;32.75;6;37.0449829102;40.2890777588;6;78.0911642313;
60;3;18.9500007629;33.6749992371;24;32.75;6;38.0449829102;42.3094062805;8;80.9073373079;
61;3;18.9500007629;32.6749992371;25;32.75;6;39.0449829102;45.9649620056;8;83.3299585581;
62;3;18.9500007629;31.6749992371;25;32.75;6;38.7478981018;49.0163993835;8;85.3948178291;
63;3;18.9500007629;30.6749992371;26;32.75;6;37.9916572571;51.2870483398;9;87.0183050632;
64;4;18.9500007629;30.6749992371;25;32.75;6;38.1510276794;53.2730102539;11;88.1073019505;
65;4;18.9500007629;30.6749992371;23;32.75;7;38.2000007629;55.2862815857;9;88.9859185219;
66;4;18.9500007629;30.6749992371;24;32.75;7;38.2000007629;57.3142471313;9;89.60310781;
67;4;18.9500007629;30.6749992371;24;32.75;7;38.2000007629;60.3946151733;12;90.1386020184;
68;4;18.9500007629;30.6749992371;22;32.75;7;39.2000007629;58.3934173584;14;90.6035270691;
69;4;18.9500007629;30.6749992371;21;32.75;7;38.2000007629;60.4421615601;14;90.9098001719;
70;4;18.9500007629;30.6749992371;21;33.75;7;38.2000007629;62.5052909851;15;91.0744030476;
71;5;19.9500007629;31.6749992371;20;51.75;6;20.0;60.9311103821;16;73.2360283136;
72;5;19.9500007629;34.6749992371;20;51.625;6;22.0;57.0054626465;18;73.3945422173;
73;5;19.9500007629;37.6749992371;21;51.5125007629;6;22.0;57.07837677;19;73.5498325825;
74;5;19.9500007629;40.6749992371;22;51.4112510681;6;23.0;57.149810791;19;73.7018084526;
75;6;20.0;43.6749992371;21;66.3201255798;6;22.0;56.2197189331;19;73.8503983021;
76;6;22.0;47.375;22;66.9881134033;6;20.0;58.2880706787;20;73.9955484867;
77;7;24.0;49.375;22;67.5836772919;6;20.0;60.354839325;21;74.1372215748;
78;7;25.0;51.375;24;68.1051616669;6;22.0;56.420009613;21;74.2753946781;
79;7;26.0;53.375;25;68.554353714;6;20.0;58.4835700989;23;74.4100587368;
80;7;27.0;55.375;25;68.9356021881;6;21.6772766113;57.3916358948;24;74.5248117447;
81;7;28.0;56.375;24;69.2549381256;6;21.0;56.414478302;22;74.5899164677;
82;7;29.0;57.375;22;69.5192813873;6;20.0;58.6282463074;20;74.6549503803;
83;7;30.0;58.375;22;71.0934848785;6;20.0;60.6581611633;21;74.7198288441;
84;7;32.0;60.375;22;73.9327487946;6;22.0;57.6880073547;20;74.7844679356;
85;7;35.0;63.6066894531;23;75.5348956585;6;22.0;58.7177391052;20;74.8487849236;
86;7;37.0;66.8337631226;23;76.7451347113;6;23.0;58.414478302;21;74.9126985073;
87;7;38.4866676331;69.2717132568;24;77.7296673059;6;25.0;56.414478302;21;74.976129055;
88;7;39.0;73.2364730835;26;78.3713411093;6;24.4315814972;57.414478302;21;75.0389995575;
89;8;40.0;75.4140701294;23;78.6996295452;6;24.4315814972;58.8643760681;19;75.1012356281;
90;8;40.2000007629;77.1552276611;19;78.9543721676;6;25.4315814972;57.8643760681;21;75.1627657413;
