Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;13.3000001907;4;17.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;12.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;12.3999996185;16.0;6;32.0;
6;1;8.55000019073;8.5;5;17.0;1;13.3999996185;16.0;6;32.0;
7;1;8.82499980927;8.5;5;17.0;1;14.3999996185;16.0;6;32.6399993896;
8;1;8.82499980927;8.5;5;17.0;1;14.7919998169;16.3199996948;6;33.0;
9;2;8.82499980927;8.89999961853;4;18.3400001526;1;14.8999996185;16.5;6;34.6500015259;
10;2;9.12650108337;8.67000007629;4;18.7278438807;1;16.7919998169;17.3250007629;6;35.8107757568;
11;2;9.21376514435;8.81392192841;4;19.0786261559;1;17.7919998169;17.9053878784;6;36.5947532654;
12;2;9.29269123077;8.93486309052;4;20.1621119976;1;18.7919998169;18.2973766327;6;37.0;
13;2;9.53647518158;9.39324569702;5;21.1411024332;1;19.7919998169;18.5;7;37.0;
14;2;11.3723726273;9.78903102875;5;22.0210760832;1;20.7919998169;18.5;7;37.0;
15;2;13.3723735809;10.833231926;5;22.812820673;1;21.7919998169;18.5;8;37.0;
16;2;15.3723735809;10.4026165009;5;23.5302815437;1;22.7919998169;18.5;8;37.0;
17;2;16.5310840607;10.6309299469;5;24.188647747;1;23.1000003815;18.5;8;37.0;
18;2;17.5960655212;10.8157100677;5;24.8028812408;1;23.1000003815;18.5;9;37.0;
19;2;18.6676578522;10.9637317657;5;25.224050045;1;23.1000003815;18.5;9;37.0;
20;2;19.6754112244;11.0;5;25.6037125587;1;23.1000003815;18.5;8;37.0;
21;2;19.7608356476;11.0;5;26.0144019127;1;23.1000003815;18.5;8;37.0;
22;2;18.9500007629;12.0;5;26.4554080963;2;24.1000003815;18.5;8;38.0;
23;2;18.9500007629;13.0;7;26.9252128601;3;25.1000003815;18.5;7;38.2200000286;
24;2;18.9500007629;13.4626064301;6;27.4214177132;3;25.4659996033;18.5;7;38.4857159853;
25;2;18.9500007629;13.7107086182;6;27.9407124519;3;25.545715332;18.5;7;38.8053570986;
26;2;18.9500007629;13.9703559875;6;28.4788985252;3;25.6416072845;18.5;7;39.1879961491;
27;2;18.9500007629;14.239449501;7;29.0309720039;3;25.7563991547;18.5;7;39.3088517189;
28;2;18.9500007629;14.5154857635;8;29.5912723541;3;25.7926559448;18.3519992828;7;39.5278706551;
29;2;18.9500007629;14.7956361771;8;30.1536893845;3;25.8583621979;18.2187995911;8;39.8489851952;
30;2;18.9500007629;15.0768451691;9;30.7119159698;3;24.8593521118;19.0989189148;8;40.2753977776;
31;2;16.9500007629;17.0768451691;9;31.2597284317;3;24.7946166992;19.991027832;8;40.8087697029;
32;3;15.9500007629;19.0768451691;8;31.791261673;3;24.7363548279;20.8939247131;8;41.448331356;
33;3;14.9500007629;21.0768451691;8;32.3012628555;3;24.6839179993;21.8065319061;8;42.1899318695;
34;3;15.9500007629;20.0768451691;8;32.7852916718;3;24.6367263794;22.4418010712;8;43.0252046585;
35;3;16.9500007629;20.0768451691;7;33.2398605347;3;24.59425354;23.0548057556;8;44.9410085678;
36;3;17.9500007629;21.0768451691;8;33.6624946594;3;25.5560302734;24.2213535309;8;46.1217648983;
37;4;18.9500007629;21.4962463379;7;49.0517311096;3;26.5216255188;27.2213535309;9;47.3813632727;
38;4;19.9500007629;21.8465576172;8;50.1570482254;3;26.923664093;30.2213535309;11;48.7008321285;
39;4;20.9500007629;22.166343689;9;51.1481313705;3;26.9815158844;33.2213516235;11;50.0606544018;
40;4;21.9500007629;22.4558811188;9;52.025147438;3;27.0576438904;36.2213516235;12;51.4428088665;
41;4;22.9500007629;22.7160720825;10;52.7921600342;4;27.1539344788;38.4865493774;13;52.8326385021;
42;4;23.9500007629;22.9483013153;9;53.4561080933;4;28.2723464966;36.4526901245;13;54.2201352119;
43;4;25.9500007629;20.9483013153;9;54.0257978439;4;29.4147777557;35.4222183228;15;55.6003022194;
44;3;18.9500007629;21.9483013153;9;35.8839759827;5;29.4770851135;34.3947944641;14;75.2916388512;
45;2;18.9500007629;22.9483013153;10;36.0;6;31.6001873016;34.3701095581;13;76.9662137032;
46;2;19.9500007629;20.9483013153;10;36.0;6;33.7515830994;34.3478965759;13;78.5862417221;
47;2;18.9500007629;21.9483013153;10;36.0;6;34.1199417114;35.1999320984;12;80.0673828125;
48;2;18.9500007629;22.9483013153;11;36.0;7;34.488193512;36.1819381714;11;81.4297685623;
49;2;19.9500007629;21.9483013153;12;36.0;7;34.8560371399;37.1657447815;12;83.7851009369;
50;2;20.9500007629;21.9483013153;12;36.0;7;36.2219772339;39.1511688232;12;85.1713856459;
51;2;21.9500007629;21.9483013153;11;36.0;7;37.5824050903;41.138053894;12;86.3290753365;
52;2;22.1000003815;21.9483013153;10;35.5;7;38.1788520813;43.1262512207;13;87.47889328;
53;2;21.9874992371;21.6983013153;9;35.8225002289;8;38.175994873;45.1156234741;12;88.595744729;
54;3;19.9874992371;21.75;7;68.0;8;38.4619522095;47.1060638428;12;89.6570216417;
55;3;21.9874992371;22.0;9;69.9199981689;8;39.0773925781;48.0974578857;12;90.6444854736;
56;3;20.9874992371;24.0;8;70.8039360046;8;39.3440093994;49.0897102356;11;91.5454626083;
57;3;21.9874992371;23.75;9;72.0782527924;8;39.587272644;50.0827407837;12;95.096321702;
58;3;19.9874992371;25.75;9;72.8881416321;8;40.3921051025;51.7036132812;12;97.9392062426;
59;3;20.9874992371;26.0;10;73.0;8;41.031288147;53.1272201538;12;100.186534286;
60;3;21.9874992371;26.0;10;72.5;8;41.532283783;54.4000015259;15;101.62239635;
61;3;22.9874992371;25.75;9;71.8225002289;9;41.8337402344;55.4000015259;14;102.673093677;
62;3;20.9874992371;26.75;9;72.2759094238;10;41.4892463684;56.3095817566;15;104.277424335;
63;3;21.9874992371;25.6379547119;9;72.6427249908;10;41.1862983704;58.4000015259;15;104.875278234;
64;3;20.9874992371;26.8213615417;9;72.9364757538;10;39.7195510864;62.4000015259;16;105.408423424;
65;3;19.9874992371;26.8213615417;9;72.5;11;39.6791000366;63.4000015259;15;106.752437592;
66;3;21.9874992371;25.75;8;72.3225002289;11;39.4739227295;66.4000015259;17;107.104899526;
67;3;20.9874992371;26.75;8;72.180185318;11;40.0842895508;71.0162200928;19;107.477885246;
68;3;21.1499996185;27.75;8;72.5656261444;12;40.6139450073;73.7177886963;18;107.87184608;
69;3;21.1499996185;26.7828140259;8;72.8749580383;12;40.716255188;76.4000015259;17;108.287137508;
70;3;22.1499996185;27.9374790192;7;73.0;12;39.8976020813;81.4000015259;19;108.724003077;
71;3;22.1499996185;26.9374790192;7;73.0;12;39.8976020813;85.9549102783;20;109.182557464;
72;2;16.1499996185;22.9374790192;8;36.0;13;39.8976020813;90.037689209;18;146.662768364;
73;2;17.1499996185;23.9374790192;7;36.0;13;42.8976020813;90.4000015259;18;148.64443922;
74;2;17.1499996185;24.9374790192;6;36.0;13;44.9584350586;93.3920059204;18;150.136888027;
75;2;17.1499996185;25.9374790192;7;36.0;13;45.670249939;99.4569549561;17;151.230447292;
76;2;17.1499996185;26.9374790192;6;37.0799999237;13;47.7191390991;104.664405823;18;151.793407679;
77;2;17.2444992065;27.9374790192;7;37.9822807312;13;48.895401001;108.923370361;19;152.37504673;
78;2;16.2444992065;26.9374790192;7;38.7285709381;14;51.2597503662;110.190925598;19;152.974093199;
79;2;16.2444992065;26.9374790192;8;39.3412008286;14;50.3136672974;114.46648407;22;153.589025974;
80;2;15.2445001602;25.9374790192;8;39.6490507126;14;50.3690109253;118.749351501;23;154.21807003;
81;2;16.2444992065;26.9374790192;9;39.860461235;14;52.4256210327;117.038711548;24;154.859200478;
82;2;17.2444992065;27.9374790192;9;40.0;14;50.4833221436;121.333633423;24;155.510155439;
83;2;17.6000003815;28.9374790192;8;40.0;14;51.5259017944;123.551239014;25;156.168453693;
84;2;17.6000003815;29.9374790192;10;40.0;14;52.6011581421;122.774131775;25;157.831423759;
85;2;17.6000003815;30.9374790192;11;40.0;14;53.6456069946;123.505867004;25;158.646243453;
86;2;17.6000003815;31.9374790192;11;40.0;14;57.370262146;123.736236572;25;159.401106834;
87;2;17.6000003815;32.9374771118;12;40.0;14;61.050491333;224.814361572;25;157.172895312;
88;2;17.6000003815;33.9374771118;11;40.0;14;53.1923217773;142.779815674;26;150.593055248;
89;2;17.6000003815;34.9374771118;11;40.0;14;53.0022659302;158.400848389;28;149.021534801;
90;2;17.6000003815;35.9374771118;13;40.0;16;54.2065391541;162.47769165;28;158.231764078;
91;2;17.6000003815;36.9374771118;11;40.0;17;56.5767631531;165.465881348;24;160.983949423;
92;2;17.6000003815;37.9374771118;11;40.0;17;58.8744926453;163.697647095;25;163.139543295;
93;2;17.6000003815;38.9374771118;11;40.0;17;61.1112442017;164.462554932;29;164.855088472;
94;2;17.6000003815;39.9374771118;12;40.0;17;67.2281417847;155.462554932;31;166.069489241;
95;2;17.6000003815;40.9374771118;11;40.0;17;71.5234375;237.095718384;32;163.983976841;
96;2;17.6000003815;41.9374771118;9;40.0;17;66.6907043457;151.736312866;32;157.543200493;
97;2;17.6000003815;42.9374771118;5;40.0;17;67.0835800171;152.492385864;33;167.395053387;
98;2;18.6000003815;40.9374771118;6;40.0;17;67.6301422119;157.904983521;42;171.317660332;
99;2;17.6000003815;41.9374771118;6;40.0;17;68.1185913086;159.417282104;43;174.80981493;
100;2;17.6000003815;42.9374771118;6;40.0;18;72.3583602905;151.417282104;42;177.908150196;
