Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;13.3000001907;4;17.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;12.3000001907;5;17.0;2;11.5999994278;16.0;5;33.0;
3;1;7.55000019073;11.3000001907;5;17.0;2;11.5999994278;16.0;5;33.1200000048;
4;1;7.55000019073;10.3000001907;5;17.0;2;11.6239995956;16.0;5;33.2530560493;
5;1;7.55000019073;9.30000019073;5;17.0;2;12.7759160995;16.0;5;33.4002518654;
6;1;8.55000019073;8.5;5;17.0;2;13.8200750351;16.0;5;33.5626775026;
7;1;8.82499980927;8.5;5;17.0;2;14.8688030243;16.0;5;34.3970321417;
8;2;8.82499980927;8.89999961853;4;18.0;2;15.3191099167;16.3199996948;5;34.9721456766;
9;2;9.05000019073;8.5;4;18.3950001001;2;15.491642952;16.5;5;36.8987970352;
10;2;9.1388759613;8.67000007629;4;18.740288496;2;17.4666385651;17.3250007629;5;38.3688077927;
11;2;9.21656513214;8.81392192841;3;19.0421043634;2;19.4666385651;17.9053878784;5;39.4966351986;
12;2;9.28447437286;8.93486309052;3;20.0447770357;2;21.4666385651;18.2973766327;5;40.2819738388;
13;2;9.51007461548;9.39324569702;4;20.9274691343;2;22.7765922546;18.5;6;40.6993761063;
14;2;11.3243055344;9.78903102875;4;21.6939083338;2;23.9018135071;18.5;6;41.1544222832;
15;2;13.3243055344;10.1240053177;4;22.3531258106;2;25.0383262634;18.5;6;41.6465377808;
16;2;15.0206890106;11.0217733383;4;22.9173638821;3;26.1859607697;18.5;6;42.1740808487;
17;2;16.3931770325;10.6309299469;4;23.4002350569;4;26.6522254944;18.5;5;42.7342228889;
18;2;17.4186725616;10.8157100677;4;23.8153406382;4;26.8202667236;18.5;5;43.3228855133;
19;2;18.4454612732;10.9637317657;4;24.0127058029;4;26.9968662262;18.5;6;43.9347581863;
20;2;19.4028587341;11.0;4;24.1432759762;4;27.1804275513;18.5;6;44.563410759;
21;2;19.4322376251;11.0;4;24.2795181274;4;27.3690223694;18.5;6;45.2015047073;
22;2;18.9500007629;12.0;4;24.4213151932;4;27.5604515076;18.5;6;45.8410987854;
23;2;18.9500007629;12.2106571198;6;24.5684993267;4;27.75233078;18.5;6;46.4740247726;
24;2;18.9500007629;12.2842493057;6;24.7208499908;4;27.9422073364;18.5;6;48.092297554;
25;2;18.9500007629;12.3604249954;6;24.8780920506;4;29.1276893616;19.0;6;48.7398804426;
26;2;18.9500007629;12.4390459061;6;25.0398957729;4;30.3065567017;19.025680542;7;49.3610568047;
27;2;18.9500007629;12.5199480057;6;25.2058773041;4;30.8083171844;18.5;7;49.9506111145;
28;3;19.6713237762;11.0;7;25.375600338;4;30.6370620728;19.0802021027;7;50.50469172;
29;3;18.9500007629;11.0;7;25.5485796928;4;30.7859649658;19.1090698242;7;51.0208531618;
30;3;18.9500007629;12.0;7;25.7242848873;4;28.7859649658;20.1390228271;7;51.4979982376;
31;3;17.7879638672;12.0;7;25.902146101;4;27.7859649658;21.1700668335;8;51.9362335205;
32;3;16.8279838562;13.0;8;26.0815610886;4;27.2072868347;19.5;8;52.3366733789;
33;3;15.8683519363;14.0;8;26.2619023323;4;26.1000003815;20.2354278564;8;52.7012122869;
34;3;14.9589281082;15.0;8;26.4425258636;4;28.5618419647;23.2354278564;8;53.0323038101;
35;3;14.9995679855;16.0;8;26.622780323;4;29.583070755;26.2354278564;8;53.3327498436;
36;3;15.0401258469;17.0;8;26.8020157814;4;30.6049346924;29.2354278564;8;53.6055195332;
37;3;15.0804538727;18.0;8;26.9795937538;4;31.6274185181;32.2354278564;9;53.8350245953;
38;3;15.1204090118;19.0;8;27.1548957825;4;31.6000003815;34.2354278564;11;53.9139485359;
