Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;13.3000001907;4;17.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;12.3000001907;5;17.0;1;11.3999996185;16.0;6;32.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;7.55000019073;10.3000001907;5;17.0;1;11.3487997055;15.8719997406;5;31.5135993958;
5;1;7.55000019073;9.30000019073;5;17.0;1;12.3487997055;15.7567996979;5;31.3062400818;
6;1;8.55000019073;8.5;5;17.0;1;13.3487997055;15.6531200409;5;31.1196155548;
7;1;8.82499980927;8.5;5;17.0;1;14.3358850479;15.5598077774;5;31.0436534882;
8;2;8.82499980927;8.89999961853;4;18.0;1;14.3130960464;15.5218267441;5;30.9752883911;
9;2;9.05000019073;8.5;4;18.4175001383;1;14.2925863266;15.4876441956;5;32.2343444824;
10;2;9.14393806458;8.67000007629;4;18.788015008;1;16.3130950928;16.1171722412;5;33.1387290955;
11;2;9.22730350494;8.81392192841;4;19.1179523468;1;17.3130950928;16.5693645477;5;32.9920578003;
12;2;9.30154037476;8.93486309052;3;20.1658034325;1;18.3130950928;16.4960289001;4;32.8600540161;
13;2;9.53730583191;9.39324569702;4;21.10041821;1;19.3130950928;16.4300270081;5;32.7412490845;
14;2;11.3632192612;9.78903102875;4;21.9260679483;1;20.3130950928;16.3706245422;5;32.6343231201;
15;2;13.3632192612;10.1240053177;4;22.6523033381;1;21.3130950928;16.3171615601;5;32.5380897522;
16;2;15.3632192612;10.4026165009;4;23.291844368;1;21.7614269257;16.2690448761;6;32.4514808655;
17;2;16.4774360657;10.6309299469;4;23.8587193489;1;21.7354431152;16.2257404327;7;32.3735313416;
18;2;17.5218315125;10.8157100677;4;24.3668618202;1;21.712059021;16.1867656708;8;32.3033790588;
19;2;18.5695533752;10.9637317657;4;24.666520834;1;21.6910133362;16.1516895294;8;32.2402420044;
20;2;19.5499687195;11.0;4;24.9087336063;1;21.6720733643;16.1201210022;9;32.1834182739;
21;2;19.6044654846;11.0;5;25.1659023762;1;21.6550254822;16.091709137;9;32.1322784424;
22;2;18.9500007629;12.0;5;25.4376664162;1;21.6396827698;16.0661392212;9;32.0862503052;
23;2;18.9500007629;12.7188329697;5;25.7234168053;1;21.625875473;16.0431251526;9;32.0448265076;
24;2;18.9500007629;12.8617086411;5;26.0222797394;1;21.6134490967;16.0224132538;8;32.0075454712;
25;2;18.9500007629;13.0111398697;5;26.3331103325;1;21.6022644043;16.0037727356;8;31.973991394;
26;2;18.9500007629;13.1665554047;5;26.6544923782;1;21.5921974182;15.986995697;8;31.9437923431;
27;2;18.9500007629;13.3272457123;6;26.9847521782;1;21.5831375122;15.9718961716;8;31.9166126251;
28;2;18.9500007629;13.4923763275;6;27.3219828606;1;21.5749835968;15.9583063126;8;31.8921508789;
29;2;19.9500007629;11.4923763275;6;27.6640806198;1;21.5676460266;15.9460754395;8;31.870136261;
30;2;18.9500007629;12.4923763275;6;28.0087919235;1;21.5610408783;15.9350681305;8;31.8503227234;
31;2;16.9500007629;14.4923763275;6;28.3537693024;1;21.5550956726;15.9251613617;8;31.832490921;
32;2;15.9500007629;16.4923763275;6;28.6966333389;1;21.549747467;15.9162454605;8;31.8164424896;
33;2;14.9500007629;18.4923763275;6;29.0350389481;1;21.5449333191;15.9082212448;9;31.8019981384;
34;2;14.0;20.4923763275;5;29.3667383194;1;21.540599823;15.9009990692;10;31.7889976501;
35;2;14.0;22.4923763275;6;29.6896419525;1;21.536699295;15.8944988251;10;31.7772979736;
36;2;14.0;23.9206771851;6;30.0018692017;1;21.5331897736;15.8886489868;11;31.7667675018;
37;2;14.0;25.2016830444;6;30.3017892838;1;21.5300292969;15.8833837509;11;31.7572898865;
38;2;14.0;26.4716110229;6;30.5880527496;1;21.5271873474;15.8786449432;11;31.7487602234;
39;2;14.0;27.7292480469;6;30.8596019745;1;21.5246276855;15.8743801117;11;31.7410850525;
40;2;14.0;28.9736423492;6;31.1156797409;1;21.5223255157;16.8743801117;11;31.7341766357;
41;2;14.0;30.2041130066;6;31.3558158875;2;20.5682277679;17.8743801117;9;46.7279586792;
42;2;14.0;31.4202346802;6;31.5798110962;2;21.5665493011;19.8743801117;9;47.4723625183;
43;3;14.0;32.6218299866;7;31.7877111435;2;22.5650367737;21.8743801117;9;48.1367015839;
44;3;14.0;33.8089408875;7;31.9797744751;2;23.5636787415;23.858663559;10;48.720085144;
45;3;14.0;34.9817962646;7;32.1564388275;2;24.5624542236;24.1556682587;10;49.2249851227;
46;3;14.0;36.1407928467;6;32.3182878494;2;25.5613517761;24.1027317047;11;49.656370163;
47;3;15.0;34.2864608765;6;32.4660158157;2;26.5603618622;24.0573883057;11;50.0208301544;
48;3;15.0;33.2864608765;5;32.6003980637;2;27.559469223;24.0189609528;12;50.3257846832;
49;3;15.0;32.2864608765;8;32.7222604752;3;28.1467704773;23.9866828918;12;50.5788536072;
50;3;16.0;32.2864608765;8;32.75;3;28.2227745056;23.9597682953;12;50.6936817169;
51;3;17.0;31.6749992371;9;32.75;3;28.2572937012;23.9468402863;13;50.6915130615;
52;3;18.0;30.6749992371;9;32.75;3;28.2567100525;23.9457569122;13;50.6895618439;
53;3;18.9500007629;30.6749992371;10;32.75;3;28.2561836243;23.9447803497;13;50.6878051758;
54;3;18.9500007629;30.6749992371;10;32.75;3;28.2557067871;23.9439029694;13;50.6862239838;
55;3;18.9500007629;30.6749992371;13;32.75;3;28.255279541;23.943113327;14;51.6848011017;
56;4;18.9500007629;30.6749992371;11;42.75;3;29.2548980713;24.9423999786;14;51.813521266;
57;4;19.9500007629;31.6749992371;11;43.1499996185;4;30.2545509338;25.9417610168;13;66.7683604956;
58;4;20.9500007629;32.6749992371;12;43.5243997574;4;31.5857200623;27.8464641571;13;67.5091199875;
59;4;21.9500007629;33.6749992371;12;43.8719387054;4;32.588092804;29.7606983185;13;68.2047264576;
60;4;22.9500007629;34.6749992371;12;44.1920347214;4;31.6422767639;32.598865509;14;68.8540779352;
61;5;23.5244579315;35.6749992371;12;44.4847183228;4;31.7023906708;33.8780975342;14;69.4595525265;
62;5;23.5903129578;35.6749992371;15;44.7505426407;4;31.7688522339;34.8050460815;15;70.0260753632;
63;5;23.6501235962;35.6749992371;15;44.9904880524;4;31.8420562744;35.7371406555;16;70.5601694584;
64;6;23.7041110992;35.6749992371;14;50.2058610916;4;31.9223403931;36.6735992432;18;72.9157493114;
65;6;24.7525691986;36.6749992371;14;50.5481972694;4;31.0257949829;38.5491714478;17;74.887447834;
66;6;25.7958450317;37.6749992371;15;50.8659505844;4;30.3397789001;40.0094833374;18;76.361440897;
67;6;26.8343162537;38.6749992371;15;52.1605062485;4;28.0259532928;42.1285057068;18;77.5277581215;
68;6;28.5003623962;40.6749992371;15;53.3492236137;4;27.0259532928;43.2391281128;18;78.5825629234;
69;7;30.5487670898;43.6749992371;14;53.5544798374;4;28.0259532928;43.2147979736;18;79.3558144569;
70;7;31.5892848969;45.6749992371;16;53.757453084;5;27.8614311218;45.040222168;17;79.9153747559;
71;7;32.1150436401;47.6749992371;15;53.957960844;5;27.0292987823;46.9842643738;18;80.5035443306;
72;7;32.1696052551;49.6749992371;16;54.1558583975;5;26.2057495117;48.9254493713;19;81.1150355339;
73;7;32.2232208252;50.6749992371;16;54.3510369062;5;24.2999992371;51.9254493713;19;81.7434368134;
74;7;32.2758522034;50.6749992371;15;54.5434203148;5;24.2999992371;54.9254493713;20;82.3814249039;
75;7;32.3274803162;50.6749992371;16;55.7329643965;5;24.2999992371;52.9254493713;19;83.021065712;
76;8;33.3780937195;51.6749992371;15;55.9596518278;5;23.2999992371;55.6736946106;17;84.6541919708;
77;8;34.4276847839;52.6749992371;15;56.2054733038;5;24.1386566162;59.6103820801;17;85.3328118324;
78;8;34.7242050171;53.6749992371;16;57.6590330601;5;24.1386566162;58.6103820801;18;85.8286371231;
79;8;32.8551750183;55.8926887512;16;58.937396884;6;22.636888504;60.6103820801;18;86.3154877424;
80;8;34.9803123474;54.4878120422;17;60.0630116463;6;22.2999992371;59.6103820801;19;86.7865133286;
81;8;37.1001739502;53.6976547241;17;61.0584936142;6;23.3774147034;60.2527503967;19;87.2363907099;
82;8;35.6514053345;54.8617515564;18;62.6917595863;6;24.0;60.8609619141;20;87.6613434553;
83;8;37.7602920532;53.8926887512;19;63.1485602856;6;26.8203735352;58.8454322815;20;88.0590748787;
84;9;37.8166923523;55.8926887512;18;63.5689437389;6;25.3904285431;58.0931282043;19;88.4286090136;
85;9;37.8470420837;57.8926887512;18;63.9054507017;6;25.5274124146;58.0474624634;20;89.7700779438;
86;9;38.2928962708;59.8926887512;19;64.2546114922;6;26.1579627991;59.8311462402;20;90.1244925261;
87;9;38.3766403198;61.8926887512;19;64.6161227226;6;27.7688446045;59.9669876099;21;90.3236163855;
88;9;37.0762443542;65.8000030518;20;64.9895787239;6;27.8745880127;60.9317398071;21;90.5137040615;
89;10;36.6499977112;68.8000030518;19;65.3744701147;7;29.2400512695;62.9222755432;21;91.6957508326;
90;10;36.6499977112;71.8000030518;19;65.7701826096;8;30.3252410889;62.8796234131;19;91.9582477808;
91;10;36.6499977112;74.8000030518;20;66.1759996414;8;31.6887931824;64.7851104736;19;92.0924052;
92;10;36.6499977112;77.8000030518;21;66.5911055803;8;32.8773269653;66.8219451904;18;92.2533049583;
93;10;34.6499977112;81.8000030518;21;67.0145916939;8;32.5;67.5121765137;18;92.440122366;
94;10;34.5499992371;79.8000030518;21;67.4454659224;8;31.5;70.9080352783;19;92.6521120071;
95;10;34.5499992371;79.8000030518;22;67.8826614618;8;31.5;73.9525680542;19;92.8885849714;
96;10;34.5499992371;83.8000030518;22;68.3250491619;8;32.3003768921;71.6640319824;19;93.1488758326;
97;10;34.5499992371;87.8000030518;23;68.7714511156;8;30.5;75.6640319824;22;93.4323148727;
98;10;34.5499992371;91.8000030518;27;69.2206553221;8;31.370256424;78.6407470703;22;93.7382047176;
99;10;35.5499992371;93.8000030518;27;69.671430707;8;32.4059295654;79.6288452148;22;94.065784812;
100;10;36.5499992371;96.4546203613;27;70.1225419044;8;31.5;82.6288452148;23;94.4142053127;
101;10;36.25;95.5525970459;27;70.5727651119;8;31.5;85.6288452148;22;94.7825052738;
102;10;36.25;95.6487960815;28;71.0209015608;8;33.5;85.6288452148;24;95.1695810556;
103;10;36.1999969482;95.6248092651;28;71.465790987;9;34.5;85.6288452148;23;95.5741733313;
104;10;34.1999969482;96.1777954102;30;71.9063241482;9;34.5;87.8900909424;24;95.9948431253;
105;10;34.0999984741;96.3370285034;30;72.3414515257;10;34.7999992371;89.4775314331;26;96.4299666882;
106;10;34.0999984741;96.4938964844;27;72.7701926231;10;34.7999992371;87.5132217407;27;96.8777389526;
107;10;34.0999984741;96.6480407715;27;73.1916437149;10;33.9979858398;86.8997802734;27;97.3361675739;
108;10;34.0999984741;96.999168396;28;73.6049807072;10;32.7999992371;87.9361724854;28;97.8031005859;
109;10;34.0999984741;98.146987915;28;74.009462595;11;32.7999992371;86.9489822388;28;98.2762451172;
110;10;34.0999984741;99.291267395;23;74.4044339657;12;32.1047668457;86.9742050171;27;98.7531981468;
111;10;34.0999984741;103.004516602;24;74.7893248796;12;30.7999992371;88.0113372803;27;99.2314934731;
112;10;34.0999984741;104.195777893;24;75.1636488438;12;30.7999992371;87.0257873535;28;99.7086448669;
113;10;34.0999984741;105.381347656;25;75.5270020962;12;30.9065799713;87.052116394;29;100.182196617;
114;10;34.0999984741;106.461097717;26;75.8632693291;12;29.5;88.08959198;29;101.037717581;
115;10;34.0999984741;106.623840332;26;76.1839404106;12;30.5;87.1369781494;29;101.906004429;
116;10;34.0999984741;106.77772522;27;76.4930944443;12;31.1787452698;87.1977539062;29;102.782005548;
117;10;34.0999984741;106.925697327;28;76.7906246185;12;30.3030433655;90.2611846924;29;103.660469294;
118;10;34.0999984741;107.067756653;28;77.0451922417;12;30.5;88.3693466187;29;105.536066771;
119;10;34.0999984741;107.182022095;29;77.5629906654;12;33.5;86.3962860107;30;107.483519673;
120;10;34.0999984741;107.257881165;28;79.1536006927;12;36.5;89.4680709839;30;109.36704576;
121;10;34.0999984741;108.079330444;30;80.7630281448;12;38.5;92.5843200684;30;111.263876557;
122;10;34.0999984741;108.910881042;31;82.3744294643;12;39.5;95.6200408936;31;112.176795244;
123;10;34.0999984741;109.743186951;31;83.9708271027;12;39.5;102.700065613;33;113.082550764;
124;10;34.0999984741;110.566856384;31;85.5358967781;12;40.163520813;106.656784058;32;113.977348447;
125;10;34.0999984741;111.372932434;31;87.0546870232;12;39.163520813;107.770927429;33;114.858032703;
126;10;34.0999984741;112.153297424;33;88.5142133236;12;38.5;112.593978882;34;115.722084999;
127;10;34.0999984741;112.901000977;34;89.9038567543;12;38.5;112.423362732;34;116.567597389;
128;10;34.0999984741;113.610527039;35;91.2155692577;12;39.5;113.427856445;35;117.393232822;
129;10;35.0999984741;111.932136536;35;92.4438846111;12;41.5;115.537063599;35;118.198162079;
130;10;34.0999984741;113.243736267;35;93.5857722759;12;41.5;115.672714233;35;118.937058687;
131;10;34.0999984741;114.543540955;37;94.6403751373;12;43.2839050293;118.805984497;35;119.603441715;
132;10;34.0999984741;115.830085754;42;95.6086838245;12;43.4504585266;122.936477661;37;120.257823348;
133;11;34.0999984741;112.873435974;41;111.493174314;12;44.615776062;126.063812256;38;120.899992824;
134;11;34.4000015259;114.916542053;40;113.347463608;12;44.6823730469;129.187683105;39;121.52989006;
135;11;36.4000015259;116.959358215;41;115.030957222;12;44.7264709473;132.128250122;42;122.147554994;
136;11;37.6309280396;116.001838684;44;116.415549278;12;44.80418396;134.352981567;44;122.709641218;
137;11;37.7029876709;118.043922424;44;117.606399059;12;44.8620071411;136.576553345;39;123.187920332;
138;11;38.7687149048;120.085586548;45;118.651855707;12;44.9077186584;138.798477173;41;123.667152166;
