Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;9.60000038147;11.5;6;23.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;10.6000003815;11.5;6;23.0;1;8.55000019073;8.5;5;17.0;
7;1;11.6000003815;11.5;6;23.0;1;8.82499980927;8.5;5;17.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;8.82499980927;8.5;4;17.0;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;8.82499980927;8.5;4;17.3400001526;
10;1;12.1463851929;11.9106416702;6;24.0;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;8.96626472473;9.21392154694;3;18.869726181;
12;2;14.4463853836;12.6000003815;5;27.1876003742;2;9.24568939209;8.93486309052;3;19.8614914417;
13;2;16.4463844299;13.0788002014;5;27.9616949558;2;9.46883487701;9.39324569702;4;20.7328808308;
14;2;18.4463844299;13.4505519867;5;28.5574967861;2;11.2805233002;9.78903102875;4;21.4876528978;
15;2;19.4739151001;13.7328653336;5;29.0106461048;2;13.2805233002;10.1240053177;4;22.1348776817;
16;2;20.4834403992;13.943564415;5;29.1558350325;2;15.0206890106;10.9344739914;3;22.6868448257;
17;2;21.4931354523;14.0;5;29.1887089014;2;16.0206890106;11.2009239197;3;23.1572229862;
18;2;22.5029983521;14.0;5;29.2221269608;2;17.0206890106;11.4260311127;3;23.5596789122;
19;2;22.7666378021;14.0;7;29.2560760975;2;18.0206890106;10.9637317657;3;23.7443124056;
20;2;22.7768230438;14.0;7;29.2905418873;2;18.9500007629;11.0;4;23.8621526957;
21;2;22.7871627808;14.0;8;29.3255085945;2;18.9500007629;11.0;4;23.9857594967;
22;2;22.7976531982;14.0;8;29.3609591722;2;18.9500007629;11.0;5;24.1151165962;
23;2;22.8082866669;14.0;8;29.3968753815;2;18.9500007629;11.0;5;24.2501642704;
24;2;22.8190612793;14.0;8;29.4332377911;2;18.9500007629;11.0;6;24.3907959461;
25;2;22.3999996185;14.4299716949;8;29.4700255394;2;18.9500007629;11.0;5;24.5368545055;
26;3;22.3999996185;14.7350130081;7;29.5072168112;3;18.9500007629;11.0;4;24.6881308556;
27;3;22.3999996185;14.0;8;29.5447884798;3;18.9500007629;11.0;4;24.8443615437;
28;3;22.8634357452;14.0;8;29.5827163458;3;18.9500007629;11.0;4;25.005228281;
29;3;22.8748149872;14.0;8;29.6209751368;3;18.9500007629;11.0;4;25.1703586578;
30;3;20.8862915039;15.0;8;29.6595385075;3;16.9500007629;12.0;4;25.3393273354;
31;3;19.8978614807;16.0;8;29.6983793974;3;15.9500007629;13.0;3;25.5116591454;
