Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;12.3000001907;5;17.0;
3;2;8.0;12.3000001907;3;24.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;9.19999980927;11.5;3;24.0750000477;1;7.55000019073;10.3000001907;4;17.0;
5;2;9.81500053406;11.5;3;24.1548187733;1;7.55000019073;9.30000019073;4;17.0;
6;2;10.9464464188;11.5;3;24.2396422625;1;8.55000019073;8.5;4;17.0;
7;2;11.9718933105;11.5;3;24.32964468;1;8.82499980927;8.5;4;17.0;
8;2;12.2988929749;11.5;3;24.8982805014;1;8.82499980927;8.5;4;17.0;
9;2;12.4694843292;11.7299995422;3;25.3755149841;1;8.82499980927;8.5;4;17.3400001526;
10;2;12.612654686;11.9106416702;3;25.6777273417;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;12.7033185959;12.0;3;27.0425190926;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;14.6991405487;12.6000003815;3;28.1780595779;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;16.6991405487;13.0788002014;3;29.1130933762;1;9.22696018219;9.39324569702;5;19.5780620575;
14;2;18.6991405487;13.4505519867;4;29.8831698895;1;11.0206890106;9.78903102875;5;20.2480106354;
15;3;19.8716163635;13.7328653336;4;30.5241334438;1;12.0206890106;10.1240053177;5;20.8052330017;
16;3;20.1463851929;13.943564415;5;30.8707222939;1;13.0206890106;10.4026165009;5;21.2618598938;
17;3;22.0076026917;14.0;5;31.1184449196;1;14.0206890106;10.6309299469;5;21.6314201355;
18;3;23.0819187164;14.0;5;31.3798191547;1;15.0206890106;10.8157100677;5;21.9274635315;
19;3;22.3999996185;15.0;5;31.6542665958;1;16.0206890106;10.9637317657;5;22.0;
20;3;23.3999996185;14.0;5;31.9409706593;1;16.9500007629;11.0;5;22.0;
21;3;22.3999996185;15.0;6;32.2388696671;1;16.9500007629;11.0;5;22.0;
22;3;22.3999996185;15.2716608047;6;32.5466594696;1;16.9500007629;11.0;6;22.0;
23;3;23.3999996185;14.0;6;32.8628044128;1;16.9500007629;11.0;7;22.0;
24;3;23.8588409424;14.0;6;33.1855583191;1;16.9500007629;11.0;7;22.0;
25;4;22.3999996185;15.0;5;33.5129971504;1;16.9500007629;11.0;7;22.0;
26;4;23.3999996185;14.0;5;33.8430604935;1;16.9500007629;11.0;7;22.0;
27;4;24.1529178619;14.0;5;34.1735987663;1;16.9500007629;11.0;7;22.0;
28;4;24.25207901;14.0;5;34.5024294853;1;16.9500007629;11.0;8;22.0;
29;4;24.3507289886;14.0;5;34.827393055;1;16.9500007629;11.0;9;22.0;
30;4;22.448217392;15.0;5;35.1464104652;2;16.9500007629;11.0;8;22.0;
31;4;21.448217392;15.0;5;35.4575357437;2;16.9500007629;11.0;7;22.0;
32;4;20.448217392;15.0;5;35.7590041161;3;17.9500007629;11.6999998093;6;23.0;
33;4;20.448217392;16.0;6;36.0492677689;4;16.9500007629;12.0;5;51.8574999571;
34;4;19.814781189;17.0;6;36.3270263672;4;17.1991882324;13.0;5;53.9878664017;
35;4;18.8981075287;18.0;6;36.5912408829;4;17.2257080078;14.0;5;55.6511105299;
36;4;17.9773712158;19.0;6;36.8411397934;4;17.3047237396;15.0;5;56.9071824551;
37;4;17.0523414612;20.0;6;37.076212883;4;18.0;17.0;5;57.8416601419;
38;4;16.722864151;21.0;6;37.2962007523;4;19.0;18.8132896423;5;58.5404931307;
39;4;16.788860321;22.0;5;38.5010700226;4;20.0;19.9964599609;5;58.7452818155;
40;4;16.788860321;21.5;5;38.7209894657;4;21.0;21.1948108673;6;58.9399158955;
41;4;17.788860321;21.5149993896;5;38.9268915653;4;22.4927310944;20.1948108673;7;59.149273634;
42;4;18.788860321;22.5302963257;5;39.1192519665;4;23.5398368835;21.0;7;59.3736231327;
43;4;19.3357753754;23.0;5;39.2986595631;4;24.5903148651;22.0;8;59.6130647659;
44;4;20.3895988464;23.0;6;39.4657839537;4;25.6441898346;23.0;8;59.8675034046;
45;4;21.0929851532;24.0;6;39.6213518381;4;26.7014389038;24.0;10;60.1366217136;
46;4;22.1297931671;25.0;6;39.7221269608;4;27.1869888306;25.0;10;60.4198577404;
47;4;21.4964313507;27.0;6;39.7560760975;4;27.2507171631;26.0;10;60.7163875103;
48;4;21.5066165924;29.0;7;39.7905418873;4;27.4249992371;26.0;11;61.0251159668;
49;4;22.3871631622;30.0;7;39.8255085945;4;28.4249992371;27.0;12;61.3446760178;
50;4;23.3976516724;31.0;7;39.8609591722;5;29.4249992371;28.0;11;61.6734399796;
51;4;24.4082870483;32.0;8;39.8968753815;5;30.4249992371;29.0;8;62.0095415115;
52;5;24.8190612793;33.0;9;39.9332377911;5;31.375;30.0;9;62.3509097099;
53;5;24.3999996185;34.7166175842;9;39.9700255394;5;31.375;30.0;10;62.6953148842;
54;5;25.3999996185;32.7350120544;9;40.0072168112;5;31.375;30.0;10;63.0404214859;
55;5;24.8521652222;33.0;10;40.0447884798;5;31.375;30.0;11;63.383852005;
56;6;24.8634357452;34.0;9;40.0827163458;5;31.375;30.0;11;63.7232499123;
57;6;25.8748149872;32.0;10;40.1209751368;5;31.375;31.0;12;64.0563445091;
58;6;24.3999996185;33.8104858398;9;40.1595385075;5;31.375;32.0;12;64.3810133934;
59;6;24.8978614807;34.0;7;40.1983793974;5;31.375;33.0;12;64.6953339577;
60;6;25.9095134735;32.0;6;40.2374696732;5;31.375;34.0;13;64.9976272583;
61;6;24.9212398529;33.0;6;40.2767804861;5;31.375;35.0;13;65.2864894867;
62;6;24.9330329895;34.0;7;41.3162822723;5;31.375;35.3901367188;14;65.5608100891;
63;6;26.9448852539;33.0;8;41.3959447145;6;31.375;35.6918907166;13;65.819776535;
64;6;26.9567832947;35.0;8;41.4769212008;6;31.375;35.9767532349;13;66.0628671646;
65;6;26.9687213898;37.0;8;41.5591820478;6;31.375;36.2441558838;13;66.2898340225;
66;6;27.3999996185;36.9678153992;10;41.6426945925;7;31.375;36.4938163757;13;66.5006799698;
67;6;26.9926757812;38.0;11;41.727422595;7;31.375;36.7257461548;13;66.6956272125;
68;6;27.0046730042;39.6059188843;11;41.8133265972;7;31.375;36.9401893616;13;66.8750829697;
69;6;28.0166740417;37.6288757324;11;43.6188517809;7;31.375;37.1375923157;14;69.9980459213;
70;6;29.4579143524;37.3649864197;12;45.0652081966;7;30.0265636444;38.4577865601;14;72.3031492233;
71;6;27.7969551086;38.9318885803;13;46.210246563;7;31.4782791138;38.3489608765;14;74.9586820602;
72;6;29.0509681702;37.3582687378;13;47.1168882847;7;33.7748336792;39.8308677673;14;77.1567816734;
73;6;29.5353660583;37.6752090454;12;47.6715966463;7;36.3860778809;42.2435836792;15;77.527089119;
74;6;28.3254013062;37.8254776001;12;47.9965600967;7;37.6526641846;44.5005378723;14;77.8201726675;
75;6;28.6000003815;37.8696327209;13;48.3083422184;7;37.9107818604;46.7050323486;15;78.0991051197;
76;6;28.3702468872;37.9153823853;13;48.5681782961;8;35.4000015259;49.889251709;13;78.365172863;
77;6;27.6000003815;39.9626998901;13;49.7413947582;8;34.4000015259;52.7196960449;14;78.6175534725;
78;6;28.2000007629;42.3706970215;14;49.84269768;8;33.4000015259;54.5087738037;14;78.7420995235;
79;6;28.2000007629;44.4588470459;14;49.9543640018;8;32.4000015259;55.5710525513;14;78.8710392714;
80;6;27.4572505951;46.5484313965;14;50.075399816;9;32.0;58.555267334;14;79.0043597221;
81;6;27.3225231171;47.1668281555;14;50.2048662305;10;32.0;61.555267334;13;79.1420285702;
82;6;26.1060714722;49.2212791443;16;50.3418715;10;32.0;64.555267334;13;79.2839925289;
83;6;24.4078617096;51.2769355774;16;50.4855670929;10;32.0;67.555267334;14;79.4301767349;
84;6;23.7945747375;52.9184913635;15;50.6351418495;10;32.0;70.555267334;13;79.5804831982;
85;6;23.6000003815;54.3175697327;16;50.7898187041;10;32.0;73.555267334;14;79.7347900867;
86;6;23.771856308;55.1084861755;16;50.9488521814;10;32.0;75.7081375122;14;80.8929516077;
87;6;23.7621707916;56.2041435242;17;51.1115256548;10;33.0;78.7354354858;15;81.1147968769;
88;6;23.6000003815;57.5557632446;17;51.2771508098;11;34.0;81.7631988525;15;81.3430945873;
89;6;23.6000003815;58.6385765076;17;51.4450651407;11;34.0;84.7914123535;16;81.5776939392;
90;6;23.6000003815;59.7225341797;18;51.6146335304;11;34.0;87.8200531006;17;81.8184119463;
91;6;23.7321929932;60.5869941711;18;51.7852475047;12;34.0;90.8490829468;17;82.0650336742;
92;6;23.7264728546;61.6818389893;19;51.95632568;12;34.0;92.8784866333;17;82.3173121214;
