Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;9.0;11.6999998093;5;24.0;1;7.55000019073;10.3000001907;4;17.0;
5;2;9.80000019073;11.5;5;24.0824999809;1;7.55000019073;9.30000019073;4;17.0;
6;2;10.9247503281;11.5;5;24.1709132195;1;8.55000019073;8.5;4;17.0;
7;2;11.9512739182;11.5;5;24.2655123472;1;8.82499980927;8.5;4;17.0;
8;2;12.2796535492;11.5;5;24.8392112255;1;8.82499980927;8.5;4;17.0;
9;2;12.4517641068;11.7299995422;5;25.3228424788;1;8.82499980927;8.5;4;17.3400001526;
10;2;12.5968532562;11.9106416702;5;25.6329221725;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;12.6898775101;12.0;5;27.0226207972;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;14.6931715012;12.6000003815;5;28.1884982586;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;16.6931705475;13.0788002014;5;29.159850359;1;9.22696018219;9.39324569702;5;19.5780620575;
14;2;18.6931705475;13.4505519867;5;29.9727416039;1;11.0206890106;9.78903102875;4;20.2480106354;
15;2;19.8984889984;13.7328653336;5;30.6634676456;1;12.0206890106;10.1240053177;4;20.8052330017;
16;2;20.9792861938;13.943564415;5;31.0671231747;2;14.0206890106;10.8026161194;3;22.2618598938;
17;2;22.0665225983;14.0;6;31.3794445992;2;16.0206890106;11.0309295654;3;22.7064201832;
18;2;23.1602191925;14.0;6;31.7130146027;2;17.2625637054;10.8157100677;3;23.0822823048;
19;2;23.5139045715;14.0;6;32.0671243668;2;18.2805233002;10.9637317657;3;23.2396422625;
20;2;23.620136261;14.0;6;32.4406032562;2;19.2289199829;11.0;4;23.32964468;
21;2;23.7321815491;14.0;7;32.8317937851;2;19.2491703033;11.0;4;23.4249849319;
22;4;23.8495368958;14.0;5;33.2385439873;2;19.2706222534;11.0;5;23.5258028507;
23;4;23.9715633392;14.0;5;33.6582274437;2;18.9500007629;11.7629013062;6;23.6322153807;
24;4;24.0974674225;14.0;6;34.0877871513;2;19.3172492981;11.0;6;23.7443124056;
25;4;24.2263355255;14.0;6;34.5238075256;2;19.3424720764;11.0;6;23.8621526957;
26;4;22.3571414948;15.0;6;34.9626111984;2;18.9500007629;11.9310760498;6;23.9857594967;
27;4;21.4887828827;16.0;6;35.4003777504;2;18.9500007629;11.9928798676;7;24.1151165962;
28;4;20.6201133728;17.0;6;35.8332719803;2;18.9500007629;12.0575580597;7;24.2501642704;
29;4;19.6201133728;16.0;6;36.2575788498;2;19.456287384;11.0;7;24.3907959461;
30;4;18.6201133728;16.0;6;37.6698322296;2;17.4879302979;12.0;7;24.5368545055;
31;4;19.6201133728;17.5;6;38.1069250107;2;16.5207939148;13.0;7;24.6881308556;
