Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;9.0;11.6999998093;5;24.0;1;7.55000019073;10.3000001907;5;17.0;
5;2;9.80000019073;11.5;5;24.2100000381;1;7.55000019073;9.30000019073;5;17.0;
6;2;10.9630002975;11.5;5;24.4615590572;1;8.55000019073;8.5;5;17.0;
7;2;12.0384683609;11.5;5;24.7617404461;2;8.82499980927;8.89999961853;4;18.0;
8;2;12.42852211;11.5;5;25.5959024429;2;9.05000019073;8.5;4;18.0674999952;
9;2;12.678771019;11.7299995422;5;26.4028236866;2;9.06518745422;8.5;4;18.4895108938;
10;2;12.9208469391;11.9106416702;5;28.2668328285;2;9.16014099121;8.67000007629;4;18.8647230864;
11;2;13.4800491333;12.5274600983;5;30.0193212032;2;9.24456214905;8.81392192841;4;19.1995335817;
12;2;15.3391742706;13.0216779709;5;31.7047586441;2;9.31989574432;8.93486309052;4;20.2548673153;
13;2;17.3391742706;13.4066829681;5;33.3724870682;2;9.55734443665;9.39324569702;5;21.1974108219;
14;2;19.3391742706;13.6998376846;5;35.0668854713;2;11.3850421906;9.78903102875;5;22.0314099789;
15;2;21.3150024414;13.9190797806;5;36.6579370499;2;13.3850421906;10.1240053177;5;22.7663766146;
16;2;22.7437667847;14.0;5;38.2459812164;2;15.3850421906;10.4026165009;5;23.4149770737;
17;2;24.2201805115;14.0;6;39.962594986;2;16.5051403046;10.6309299469;5;23.9911694527;
18;2;25.7351646423;14.0;6;41.7614583969;2;17.5516319275;10.8157100677;5;24.5087993145;
19;2;26.5284366608;14.0;6;43.5832748413;2;18.6014900208;10.9637317657;5;24.8180098534;
20;2;27.0749816895;14.0;6;45.3623752594;2;19.5840530396;11.0;5;25.0697143078;
21;2;27.6087112427;14.0;6;47.0356960297;2;19.6406860352;11.0;5;25.3361742496;
22;2;28.1107082367;14.0;7;48.5517559052;2;18.9500007629;12.0;5;25.616874218;
23;2;28.5655269623;14.0;7;49.8769836426;2;18.9500007629;12.8084373474;7;25.911039114;
24;2;28.9630947113;14.0;7;50.9977455139;2;18.9500007629;12.9555196762;7;26.2176237106;
25;2;29.2993240356;14.0;7;51.9181747437;2;18.9500007629;13.1088123322;7;26.5353112221;
26;2;29.5754528046;14.0;6;52.6552906036;2;18.9500007629;13.2676553726;8;26.8625197411;
27;3;29.7965869904;14.0;5;53.2333850861;3;18.9500007629;13.4312601089;7;39.4917163849;
28;3;29.9700145721;14.0;5;53.6791610718;3;19.9500007629;13.5987129211;7;40.5030226707;
29;3;30.1037483215;14.0;6;54.0;3;19.9500007629;12.5987129211;7;41.4674158096;
30;3;28.1037483215;15.0;6;54.0;3;18.9500007629;14.5987129211;7;42.3783483505;
