Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;2;6.0;13.6999998093;3;18.0;
2;1;7.0;13.1000003815;6;23.0;2;7.15000009537;12.3000001907;3;18.0225000381;
3;1;8.0;12.1000003815;6;23.0;2;7.70337533951;11.3000001907;3;18.0452762842;
4;1;9.0;11.5;6;23.0;2;7.70679187775;10.3000001907;3;18.0683217049;
5;1;9.60000038147;11.5;6;23.0;2;7.71024847031;9.30000019073;3;18.0916290283;
6;1;10.6000003815;11.5;6;23.0;2;8.79561710358;8.5;3;18.1151903868;
7;1;11.6000003815;11.5;6;23.0;2;9.07591724396;8.5;3;18.1389975548;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.08127403259;8.5;3;18.5144319534;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.16574764252;8.67000007629;3;18.8383960724;
10;1;12.1463851929;11.9106416702;6;24.0;2;9.23863887787;8.81392192841;3;19.117072463;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;9.3013420105;8.93486309052;2;20.0837646723;
12;2;14.4463853836;12.6000003815;5;27.1976003647;2;9.51884651184;9.39324569702;2;20.9266129732;
13;2;16.4463844299;13.0788002014;5;27.9822878838;2;9.70848751068;9.78903102875;2;21.649174571;
14;2;18.4463844299;13.4505519867;5;28.5892841816;2;11.542222023;10.1240053177;3;22.2603254318;
15;2;19.4834518433;13.7328653336;5;29.0542362928;2;13.542222023;10.4026165009;4;22.7721717358;
16;2;20.4965171814;13.943564415;5;29.211841464;2;15.542222023;10.6309299469;5;23.1982129812;
17;2;21.5099372864;14.0;6;29.2577478886;2;16.5794887543;10.8157100677;5;23.5519646406;
18;2;22.5237102509;14.0;6;29.3048160076;2;17.5924720764;10.9637317657;5;23.6833974123;
19;2;22.3999996185;14.3914451599;6;29.3530313969;2;18.6057243347;11.0;5;23.7434375286;
20;2;22.8059082031;14.0;6;29.4023760557;2;19.3422737122;11.0;6;23.8045722246;
21;2;22.3999996185;14.420712471;6;29.4528282881;2;19.3560295105;11.0;6;23.8667474985;
22;2;22.3999996185;14.4358482361;7;29.5043625832;2;19.3700180054;11.0;5;23.9299042225;
23;2;22.3999996185;14.4513092041;7;29.5569496155;2;18.9500007629;11.9649524689;5;23.993978858;
24;3;22.8670845032;14.0;6;29.6105561256;2;18.9500007629;11.9969892502;6;24.0589032173;
25;3;22.3999996185;14.0;6;29.6651450396;2;18.9500007629;12.0294513702;5;24.124604702;
26;3;22.3999996185;14.832572937;6;29.72067523;2;19.4280376434;11.0;5;24.1910068989;
27;3;22.3999996185;14.8603372574;6;29.7771017551;2;19.4429779053;11.0;5;24.2580296993;
28;3;22.9331302643;14.0;6;29.8343759775;2;18.9500007629;12.0;6;24.32558918;
29;3;22.3999996185;14.9171876907;6;29.8924454451;2;19.4732589722;11.0;6;24.3935990334;
30;3;20.9677333832;15.0;7;29.9512542486;2;17.4885597229;12.0;7;24.4619698524;
31;3;19.3999996185;16.0;7;30.0107431412;2;16.503944397;13.0;7;24.530610323;
32;3;18.3999996185;17.0;6;30.0708494186;2;15.5193881989;14.0;7;24.5994274616;
33;3;17.3999996185;18.0;6;30.1315076351;2;14.5848712921;15.0;7;24.6683270931;
34;3;16.3999996185;19.0;6;30.1926498413;2;14.6003742218;16.0;7;24.7372145653;
35;3;15.3999996185;20.0;6;30.2542052269;2;14.6158733368;17.0;7;24.8059949875;
36;3;14.3999996185;21.0;6;30.3161010742;2;14.6313486099;18.0;7;24.8745737076;
37;3;14.0;22.0;6;31.3782629967;2;14.6467790604;19.0;7;24.9428570271;
38;3;15.0;23.0;7;31.5931147337;2;14.6621427536;20.0;8;25.0107529163;
39;3;16.0;24.0;7;31.8295781612;2;14.6774196625;21.0;9;25.0781710148;
40;3;16.0;25.0;7;32.0900381804;2;14.6925888062;22.0;10;25.1450235844;
41;3;16.0;27.0;7;32.3769800663;2;14.7076301575;23.0;10;25.2112255096;
42;3;16.0;28.3140182495;8;32.6929314137;2;14.7225255966;24.0;11;25.2766952515;
43;3;17.0;26.3451862335;8;33.0403823853;2;14.7372570038;25.0;11;25.3413543701;
44;3;16.0;27.3762550354;10;33.4216804504;2;14.7518043518;26.0;11;25.4051289558;
45;4;16.0;28.4071865082;10;33.8388991356;2;14.7661542892;27.0;11;25.467949152;
46;4;17.0;28.4071865082;10;34.2936816216;2;14.7802886963;28.0;12;25.5297498703;
47;4;18.0;29.4071865082;10;34.7870624065;2;14.7941932678;29.0;12;25.590470314;
48;4;19.0;30.4071865082;10;35.3192772865;2;14.8078556061;30.0;13;25.6500551701;
49;4;20.0;31.4071865082;10;35.8895730972;2;15.8212623596;28.0;13;25.7084541321;
50;4;21.0;31.0;11;36.4960365295;2;14.8344020844;29.0;14;25.7656216621;
51;4;22.0;30.0;11;37.1354680061;2;14.8472652435;30.0;14;25.8215177059;
52;4;23.0;29.0;11;37.8033192158;2;15.8598413467;28.0;15;25.8761074543;
53;4;24.0;29.0;11;38.4937243462;2;16.8721237183;28.0;16;25.929361105;
54;4;24.3999996185;30.0;11;39.199637413;2;17.8841056824;28.0;17;25.9812538624;
55;4;24.3999996185;30.7011489868;12;40.9130787849;2;18.8957824707;28.0;16;26.0317659378;
