Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;9.60000038147;11.5;6;23.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;10.6000003815;11.5;6;23.0;1;8.55000019073;8.5;5;17.0;
7;1;11.6000003815;11.5;6;23.0;1;8.82499980927;8.5;5;17.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;8.82499980927;8.5;5;17.0;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;8.82499980927;8.5;5;17.3400001526;
10;1;12.1463851929;11.9106416702;6;24.0;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;12.2000007629;12.1999998093;5;26.2000007629;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;14.4463853836;12.6000003815;5;27.1876003742;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;16.4463844299;13.0788002014;5;27.9616949558;1;9.22696018219;9.39324569702;5;19.5780620575;
14;2;18.4463844299;13.4505519867;5;28.5574967861;1;11.0206890106;9.78903102875;4;20.2480106354;
15;2;19.4739151001;13.7328653336;5;29.0106461048;1;12.0206890106;10.1240053177;4;20.8052330017;
16;2;20.4834403992;13.943564415;5;29.1558350325;1;13.0206890106;10.4026165009;4;21.2618598938;
17;2;21.4931354523;14.0;6;29.1887089014;1;14.0206890106;10.6309299469;4;21.6314201355;
18;2;22.5029983521;14.0;6;29.2221269608;1;15.0206890106;10.8157100677;4;21.9274635315;
19;2;22.7666378021;14.0;6;29.2560760975;1;16.0206890106;10.9637317657;4;22.0;
20;2;22.7768230438;14.0;7;29.2905418873;1;16.9500007629;11.0;5;22.0;
21;2;22.7871627808;14.0;7;29.3255085945;1;16.9500007629;11.0;5;22.0;
22;2;22.7976531982;14.0;6;29.3609591722;1;16.9500007629;11.0;5;22.0;
23;2;22.8082866669;14.0;6;29.3968753815;1;16.9500007629;11.0;5;22.0;
24;2;22.8190612793;14.0;6;29.4332377911;1;16.9500007629;11.0;5;22.0;
25;2;22.3999996185;14.4299716949;6;29.4700255394;1;16.9500007629;11.0;6;22.0;
26;2;20.8410072327;15.0;6;29.5072168112;1;16.9500007629;11.0;6;22.0;
27;2;19.8521652222;16.0;6;29.5447884798;1;16.9500007629;11.0;6;22.0;
28;2;18.8634357452;17.0;6;29.5827163458;1;16.9500007629;11.0;6;22.0;
29;2;17.8748149872;18.0;6;29.6209751368;1;16.9500007629;11.0;6;22.0;
30;2;16.8862915039;19.0;6;29.6595385075;1;16.9500007629;11.0;6;22.0;
31;2;15.8978614807;20.0;6;29.6983793974;1;16.9500007629;11.0;5;22.0;
32;2;14.9095134735;21.0;7;29.7374696732;1;16.9500007629;11.0;5;22.0;
