Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;9.60000038147;11.5;6;23.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;10.6000003815;11.5;6;23.0;1;8.55000019073;8.5;5;17.0;
7;1;11.6000003815;11.5;6;23.0;1;8.82499980927;8.5;5;17.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;8.82499980927;8.5;5;17.0;
9;2;13.0380001068;11.9299993515;5;24.8212833405;1;8.82499980927;8.5;5;17.3400001526;
10;2;14.1463851929;11.9106416702;5;25.0;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;15.2000007629;12.0;5;26.2300007343;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;17.4553852081;12.6000003815;5;27.2181913853;2;9.02068901062;9.33486270905;4;19.786491394;
13;2;19.4553852081;13.0788002014;5;27.9928700924;2;9.45196056366;9.39324569702;5;20.6530621052;
14;2;21.4553852081;13.4505519867;5;28.589247942;2;11.2625637054;9.78903102875;5;21.4028294086;
15;2;22.4834403992;13.7328653336;5;29.0429638624;2;13.2625637054;10.1240053177;5;22.0448752642;
16;2;23.4931354523;13.943564415;5;29.1887089014;2;15.0206890106;10.8984737396;5;22.5915045738;
17;2;24.5029983521;14.0;5;29.2221269608;2;16.0206890106;11.1627874374;5;23.0564050674;
18;2;25.5130233765;14.0;5;29.2560760975;2;17.0206890106;11.3857040405;5;23.4532663822;
19;2;25.7768230438;14.0;7;29.2905418873;2;18.0206890106;11.5740528107;5;23.6322153807;
20;2;25.7871627808;14.0;7;29.3255085945;2;18.9500007629;11.6528863907;4;23.7443124056;
21;2;25.7976531982;14.0;8;29.3609591722;2;18.9500007629;11.697725296;4;23.8621526957;
22;2;25.8082885742;14.0;8;29.3968753815;2;18.9500007629;11.7448606491;5;23.9857594967;
23;2;25.8190612793;14.0;8;29.4332377911;2;18.9500007629;11.9928798676;6;24.1151165962;
24;3;25.3999996185;14.4299716949;7;29.4700255394;2;18.9500007629;12.0575580597;6;24.2501642704;
25;3;23.3999996185;15.0;7;29.5072168112;2;19.456287384;11.0;6;24.3907959461;
26;3;22.3999996185;16.7536087036;7;29.5447884798;2;18.9500007629;12.0;6;24.5368545055;
27;3;21.3999996185;17.7723941803;7;29.5827163458;2;18.9500007629;12.2684268951;7;24.6881308556;
28;3;20.3999996185;18.7913589478;7;29.6209751368;2;18.9500007629;12.3440656662;8;24.8443615437;
29;3;19.3999996185;19.8104877472;7;29.6595385075;2;18.9500007629;12.4221811295;8;25.005228281;
30;3;18.3999996185;20.8297691345;7;29.6983793974;2;17.6261768341;12.0;8;25.1703586578;
