Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;2;8.0;12.3000001907;5;24.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;9.19999980927;11.5;5;24.0824999809;1;7.55000019073;10.3000001907;5;17.0;
5;2;9.81650066376;11.5;5;24.1709132195;1;7.55000019073;9.30000019073;5;17.0;
6;2;10.9512739182;11.5;5;24.2655123472;1;8.55000019073;8.5;5;17.0;
7;2;11.9796543121;11.5;5;24.3665570021;1;8.82499980927;8.5;5;17.0;
8;2;12.309967041;11.5;5;24.9479533434;1;8.82499980927;8.5;5;17.0;
9;2;12.4843864441;11.7299995422;5;25.4396128654;1;8.82499980927;8.5;5;17.3400001526;
10;2;12.6318836212;11.9106416702;5;25.7580183744;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;12.7274065018;12.0;5;27.1600502729;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;14.7343997955;12.6000003815;5;28.3389384747;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;16.7343997955;13.0788002014;5;29.3238868713;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;18.7343997955;13.4505519867;5;30.1508336067;1;11.0206890106;9.78903102875;6;20.2480106354;
15;2;19.951915741;13.7328653336;5;30.8559100628;1;12.0206890106;10.1240053177;6;20.8052330017;
16;2;21.0370197296;13.943564415;5;31.2740080357;1;13.0206890106;10.4026165009;6;21.2618598938;
17;2;22.1285877228;14.0;6;31.6006228924;1;14.0206890106;10.6309299469;6;21.6314201355;
18;2;23.2265720367;14.0;6;31.9480605125;1;15.0206890106;10.8157100677;6;21.9274635315;
19;2;23.5844173431;14.0;6;32.3153066635;1;16.0206890106;10.9637317657;6;22.0;
20;2;22.3999996185;15.0;6;32.7008662224;1;16.9500007629;11.0;6;22.0;
21;2;22.3999996185;15.4102602005;6;33.1027493477;1;16.9500007629;11.0;6;22.0;
22;2;22.3999996185;15.5308246613;7;33.5184831619;1;16.9500007629;11.0;7;22.0;
23;2;22.3999996185;15.6555452347;7;33.945145607;1;16.9500007629;11.0;8;22.0;
24;3;22.3999996185;15.7835435867;6;34.3794298172;1;16.9500007629;11.0;8;22.0;
25;3;22.3999996185;15.9138288498;6;34.817732811;1;16.9500007629;11.0;8;22.0;
26;3;22.3999996185;16.9138298035;6;35.2562675476;1;16.9500007629;11.0;9;22.0;
27;3;23.3999996185;14.9138288498;6;35.6911888123;1;16.9500007629;11.0;9;22.0;
28;3;24.3999996185;14.0;6;36.118727684;2;16.9500007629;11.0;8;31.0250835419;
29;3;24.8356170654;14.0;6;36.5353212357;2;17.9500007629;11.0;8;31.4740743637;
30;3;22.9605960846;15.0;6;36.9377346039;2;18.9500007629;11.0;8;31.9028635025;
31;3;22.081319809;16.0;6;37.3231534958;2;18.9500007629;11.0;8;32.3085975647;
