Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;2;8.0;12.3000001907;5;24.0;1;7.55000019073;11.3000001907;4;17.0;
4;2;9.19999980927;11.5;5;24.1124999523;1;7.55000019073;10.3000001907;4;17.0;
5;2;9.82250022888;11.5;5;24.2364046574;1;7.55000019073;9.30000019073;4;17.0;
6;2;10.9709215164;11.5;5;24.3725773096;1;8.55000019073;8.5;4;17.0;
7;2;12.0117731094;11.5;5;24.5218783617;1;8.82499980927;8.5;4;17.0;
8;2;12.3565635681;11.5;5;25.1603652239;1;8.82499980927;8.5;4;17.0;
9;2;12.5481100082;11.7299995422;5;25.7180355787;1;8.82499980927;8.5;3;17.3400001526;
10;2;12.7154111862;11.9106416702;5;27.2239179611;1;8.9015007019;8.67000007629;3;17.6278438568;
11;2;13.167175293;12.5274600983;5;28.5177702904;1;8.96626472473;8.81392192841;3;17.869726181;
12;2;14.8887090683;13.0216779709;5;29.6286454201;1;9.02068901062;8.93486309052;3;18.786491394;
13;2;16.888710022;13.4066829681;5;30.5931797028;1;9.22696018219;9.39324569702;3;19.5780620575;
14;2;18.888710022;13.6998376846;5;31.4486236572;1;11.0206890106;9.78903102875;3;20.2480106354;
15;2;20.2295246124;13.9190797806;5;32.0668101311;1;12.0206890106;10.1240053177;3;20.8052330017;
16;2;21.3664283752;14.0;5;32.562277317;1;13.0206890106;10.4026165009;3;21.2618598938;
17;2;22.5150680542;14.0;6;33.0955038071;1;14.0206890106;10.6309299469;3;21.6314201355;
18;2;23.675037384;14.0;6;33.6638817787;1;15.0206890106;10.8157100677;3;21.9274635315;
19;2;22.3999996185;15.0;6;34.263466835;1;16.0206890106;10.9637317657;2;22.0;
20;2;23.3999996185;14.0;6;34.8889698982;1;16.9500007629;11.0;3;22.0;
21;2;24.3999996185;14.0;6;35.5338482857;1;16.9500007629;11.0;3;22.0;
22;2;24.6601543427;14.0;6;36.1905097961;1;16.9500007629;11.0;4;22.0;
23;2;24.8571529388;14.0;8;36.8506231308;1;16.9500007629;11.0;5;22.0;
24;3;25.0551872253;14.0;7;37.5055141449;1;16.9500007629;11.0;6;22.0;
25;3;23.0551872253;15.0;8;38.1466121674;1;16.9500007629;11.0;7;22.0;
26;3;22.3999996185;16.0;8;38.7658996582;1;16.9500007629;11.0;7;22.0;
27;3;22.3999996185;17.0;8;39.3563127518;1;16.9500007629;11.0;7;22.0;
28;3;21.3999996185;16.0;8;39.9120550156;1;16.9500007629;11.0;7;22.0;
29;3;21.3999996185;16.0;8;40.4287929535;1;16.9500007629;11.0;8;22.0;
30;3;20.3999996185;15.0;8;40.9037227631;1;16.9500007629;11.0;7;22.0;
31;3;21.3999996185;16.0;9;41.3355169296;1;16.9500007629;11.0;7;22.0;
32;4;20.3999996185;15.0;8;41.7241783142;1;16.9500007629;11.0;7;22.0;
