Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;9.60000038147;11.5;6;23.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;10.6000003815;11.5;6;23.0;1;8.55000019073;8.5;4;17.0;
7;1;11.6000003815;11.5;6;23.0;2;8.82499980927;8.89999961853;2;18.0;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.05000019073;8.5;2;18.0900000334;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.0702495575;8.5;2;18.5380191803;
10;1;12.1463851929;11.9106416702;6;24.0;2;9.17105484009;8.67000007629;2;18.9432924986;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;9.26224040985;8.81392192841;2;19.3125700951;
12;2;14.4463853836;12.6000003815;5;27.1576004028;2;9.34532928467;8.93486309052;2;20.424943924;
13;2;16.4463844299;13.0788002014;5;27.9011039734;2;9.59561157227;9.39324569702;3;21.4354372025;
14;2;18.4463844299;13.4505519867;5;28.4657306671;2;11.4385986328;9.78903102875;3;22.349493742;
15;2;19.4463844299;13.7328653336;5;28.88712883;2;13.4385986328;10.1240053177;3;23.1777763367;
16;2;20.4463844299;13.943564415;5;29.0;2;15.4385986328;10.4026165009;3;23.9339950085;
17;2;21.4463844299;14.0;6;29.0;2;16.621919632;10.6309299469;3;24.6329724789;
18;2;22.4463844299;14.0;6;29.0;2;17.6960372925;10.8157100677;3;25.2891554832;
19;2;22.3999996185;14.3000001907;6;29.0;2;18.0206890106;11.9637317657;3;25.7529361248;
20;2;22.3999996185;14.3000001907;7;29.0;2;18.9500007629;12.5011749268;4;26.1750311852;
21;2;22.3999996185;14.3000001907;7;29.0;2;18.9500007629;12.6700124741;4;26.6269769669;
22;2;22.3999996185;14.3000001907;7;29.0;2;18.9500007629;12.8507909775;4;27.1069345474;
23;2;22.3999996185;14.3000001907;8;29.0;2;18.9500007629;11.0;4;27.6121668816;
24;2;22.3999996185;14.3000001907;8;29.0;2;18.9500007629;11.0;4;28.1390275955;
25;2;22.3999996185;14.3000001907;8;29.0;2;18.9500007629;11.0;4;28.6830053329;
26;2;20.3999996185;15.3000001907;8;29.0;2;18.9500007629;11.0;4;29.2388305664;
27;2;19.6999988556;16.0;8;29.0;2;18.9500007629;11.0;4;29.8006486893;
28;2;18.6999988556;17.0;7;29.0;2;18.9500007629;11.0;4;30.362244606;
29;2;17.6999988556;18.0;7;29.0;2;18.9500007629;12.0;4;30.917309761;
30;3;16.6999988556;19.0;6;29.0;2;18.9500007629;13.0;4;31.4597225189;
31;3;15.3999996185;20.0;7;29.0;2;16.9500007629;15.0;4;31.9838171005;
