Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;9.60000038147;11.5;6;23.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;10.6000003815;11.5;6;23.0;1;8.55000019073;8.5;5;17.0;
7;1;11.6000003815;11.5;6;23.0;1;8.82499980927;8.5;5;17.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;8.82499980927;8.5;5;17.0;
9;2;12.0380001068;11.9299993515;5;24.8212833405;1;8.82499980927;8.5;5;17.3400001526;
10;2;12.4463853836;11.9106416702;5;25.0399999619;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;12.5120010376;12.0;5;26.3019846678;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;14.4769802094;12.6000003815;5;27.3245794773;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;16.4769802094;13.0788002014;5;28.1361532211;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;18.4769802094;13.4505519867;5;28.771979928;1;11.0206890106;9.78903102875;6;20.2480106354;
15;2;19.5382595062;13.7328653336;5;29.2677526474;1;12.0206890106;10.1240053177;6;20.8052330017;
16;2;20.5605716705;13.943564415;5;29.458206296;1;13.0206890106;10.4026165009;6;21.2618598938;
17;2;21.5838470459;14.0;6;29.5390170813;1;14.0206890106;10.6309299469;5;21.6314201355;
18;2;22.608089447;14.0;6;29.6230624914;1;15.0206890106;10.8157100677;5;21.9274635315;
19;2;22.3999996185;14.4869184494;6;29.7103335857;1;16.0206890106;10.9637317657;5;22.0;
20;2;22.9130992889;14.0;6;29.8008044958;1;16.9500007629;11.0;5;22.0;
21;2;22.3999996185;14.5402412415;7;29.8944318295;1;16.9500007629;11.0;5;22.0;
22;3;22.968328476;14.0;6;29.9911533594;1;16.9500007629;11.0;6;22.0;
23;3;22.9973449707;14.0;6;30.0908870697;1;16.9500007629;11.0;7;22.0;
24;3;23.0272655487;14.0;6;30.1935310364;1;16.9500007629;11.0;6;22.0;
25;3;22.3999996185;14.6580591202;6;30.2989623547;1;16.9500007629;11.0;6;22.0;
26;3;21.0896873474;15.0;6;30.4070374966;1;16.9500007629;11.0;7;22.0;
27;3;20.1221103668;16.0;6;30.5175917149;1;16.9500007629;11.0;7;22.0;
28;3;19.1552772522;17.0;6;30.6304404736;1;16.9500007629;11.0;7;22.0;
29;3;18.1891326904;18.0;6;30.7453792095;1;16.9500007629;11.0;7;22.0;
30;3;17.223613739;19.0;6;30.862184763;1;16.9500007629;11.0;7;22.0;
31;3;16.2586555481;20.0;6;30.9806165695;1;16.9500007629;11.0;7;22.0;
32;3;15.2941846848;21.0;6;31.1004190445;1;16.9500007629;11.0;7;22.0;
