Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;9.60000038147;11.5;6;23.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;10.6000003815;11.5;6;23.0;1;8.55000019073;8.5;5;17.0;
7;2;11.6000003815;11.6999998093;5;24.0;1;8.82499980927;8.5;5;17.0;
8;2;12.1999998093;11.5;5;24.4599990845;1;8.82499980927;8.5;5;17.0;
9;2;12.3380002975;11.7299995422;5;24.8212833405;1;8.82499980927;8.5;5;17.3400001526;
10;2;12.4463853836;11.9106416702;5;25.0;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;12.5000009537;12.0;5;26.2300007343;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;14.4553852081;12.6000003815;5;27.2181913853;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;16.4553852081;13.0788002014;5;27.9928700924;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;18.4553852081;13.4505519867;5;28.589247942;2;11.0206890106;10.1890306473;5;21.2480106354;
15;2;19.4834403992;13.7328653336;5;29.0429638624;2;13.0206890106;10.5240049362;5;21.9127329588;
16;2;20.4931354523;13.943564415;5;29.1887089014;2;15.0206890106;10.8456163406;5;22.4872255325;
17;2;21.5029983521;14.0;6;29.2221269608;2;16.0206890106;11.1210765839;5;22.9857510328;
18;2;22.5130233765;14.0;6;29.2560760975;2;17.0206890106;11.3574428558;5;23.4225862026;
19;2;22.7768230438;14.0;6;29.2905418873;2;18.3570919037;10.9637317657;5;23.6484457254;
20;2;22.7871627808;14.0;6;29.3255085945;2;18.9500007629;11.6593780518;5;23.8149644136;
21;2;22.7976531982;14.0;7;29.3609591722;2;19.3583679199;11.0;5;23.9952818155;
22;3;22.8082866669;14.0;6;29.3968753815;2;19.3989391327;11.0;5;24.1899158955;
23;3;22.8190612793;14.0;6;29.4332377911;2;18.9500007629;12.0;5;24.399273634;
24;3;22.3999996185;14.4299716949;6;29.4700255394;2;18.9500007629;12.1996364594;5;24.6236231327;
25;3;20.3999996185;15.4410076141;6;29.5072168112;2;18.9500007629;12.3118114471;5;24.8630647659;
26;4;19.3999996185;16.4521656036;5;29.5447884798;2;18.9500007629;12.4315319061;5;25.1175034046;
27;4;18.8634357452;17.0;6;29.5827163458;2;18.9500007629;11.0;5;25.3866217136;
28;4;17.8748149872;18.0;6;29.6209751368;2;18.9500007629;11.0;12;25.6698577404;
29;4;16.8862915039;19.0;6;29.6595385075;2;18.9500007629;11.0;12;25.9663875103;
30;4;15.8978614807;20.0;6;29.6983793974;2;16.9500007629;12.0;12;26.2751159668;
31;4;14.9095134735;21.0;6;29.7374696732;2;15.9500007629;13.0;12;26.5946760178;
