Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;2;7.55000019073;10.9000005722;4;18.0;
5;1;9.60000038147;11.5;6;23.0;2;7.7000002861;9.30000019073;4;18.0674999952;
6;1;10.6000003815;11.5;6;23.0;2;8.55000019073;9.14050006866;4;18.1388356686;
7;1;11.6000003815;11.5;6;23.0;2;8.82499980927;9.18330097198;4;18.2141259909;
8;1;11.8999996185;11.5;6;23.4599990845;2;8.82499980927;9.22847557068;4;18.293479681;
9;1;12.0380001068;11.7299995422;5;23.8212833405;2;8.82499980927;9.27608776093;4;18.7299283743;
10;1;12.1463851929;11.9106416702;5;24.0;2;8.9015007019;9.50395679474;4;19.1200717688;
11;1;12.2000007629;12.0;5;25.2000007629;2;8.96626472473;9.7092590332;4;19.470256567;
12;1;14.1463851929;12.6000003815;5;26.1576004028;2;9.02068901062;9.89518165588;3;20.5494670868;
13;1;15.1463851929;13.0788002014;5;26.9011039734;2;9.22696018219;10.4510307312;4;21.5171065331;
14;2;17.1463851929;13.650551796;4;28.4657306671;2;11.0206890106;10.952457428;4;22.3772938251;
15;2;19.1463851929;13.7328653336;4;28.9346288443;2;13.0206890106;11.4015750885;4;23.1393685341;
16;2;20.4606361389;13.943564415;4;29.0967587233;2;15.0206890106;11.8030977249;4;23.8157744408;
17;2;21.4754123688;14.0;5;29.1477935314;2;16.0206890106;12.1632785797;4;24.4201948643;
18;2;22.4907226562;14.0;5;29.2006173134;2;17.0206890106;12.4889745712;4;24.9661467075;
19;2;22.7601852417;14.0;5;29.255237937;2;18.0206890106;12.7869415283;4;25.3033924103;
20;2;22.7765712738;14.0;5;29.3116579056;2;18.9500007629;12.9820356369;4;25.5824170113;
21;2;22.7934970856;14.0;6;29.3698737621;2;18.9500007629;13.1494503021;5;25.8750138283;
22;4;22.810962677;14.0;4;29.4298759699;2;18.9500007629;13.3250083923;6;26.180170536;
23;4;22.828962326;14.0;4;29.4916484356;2;18.9500007629;13.9261188507;6;26.4966025352;
24;4;22.8474941254;14.0;4;29.5551680326;2;18.9500007629;14.1476221085;7;26.8227591515;
25;4;22.8665504456;14.0;4;29.6204047203;2;18.9500007629;14.3759317398;7;27.1568431854;
26;4;22.8861217499;14.0;4;29.6873208284;2;18.9500007629;14.609790802;7;27.4968419075;
27;4;22.9061965942;14.0;5;29.7558712959;3;18.9500007629;14.8477897644;7;37.8405680656;
28;4;22.9267616272;14.0;5;29.8260030746;3;19.9500007629;15.0883979797;7;38.585711956;
29;4;22.9477996826;14.0;5;29.8976553679;3;21.9500007629;13.0883979797;7;39.3043026924;
30;4;22.9692955017;14.0;5;29.9707596302;4;21.9500007629;14.0883979797;6;39.992708683;
