Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;9.60000038147;11.5;6;23.0;2;7.55000019073;9.69999980927;4;18.0;
6;1;10.6000003815;11.5;6;23.0;2;8.7750005722;8.5;3;18.0449999571;
7;2;11.6000003815;11.6999998093;5;24.0;2;9.06012439728;8.5;3;18.0915547609;
8;2;12.1999998093;11.5;5;24.5449991226;2;9.07059955597;8.5;3;18.1396753788;
9;2;12.3635005951;11.7299995422;5;24.9975861311;2;9.08142662048;8.5;3;18.5407658815;
10;2;12.4992761612;11.9106416702;5;25.2742146254;2;9.17167282104;8.67000007629;3;18.8922410011;
11;2;12.5822649002;12.0;5;26.6045138836;2;9.25075435638;8.81392192841;3;19.2003221512;
12;2;14.5677394867;12.6000003815;5;27.7039059401;2;9.32007312775;8.93486309052;3;20.2124831676;
13;2;16.5677394867;13.0788002014;5;28.6013240814;2;9.54780864716;9.39324569702;4;21.1049286127;
14;2;18.5677394867;13.4505519867;5;29.3325686455;2;11.3642339706;9.78903102875;4;21.8813476562;
15;2;19.7064361572;13.7328653336;5;29.9338023663;2;13.3642339706;10.1240053177;4;22.5507258177;
16;2;20.7603874207;13.943564415;4;30.240152359;2;15.3642339706;10.4026165009;4;23.1252521276;
17;2;21.8184318542;14.0;4;30.4475870132;2;16.4399528503;10.6309299469;4;23.6184784174;
18;2;22.8806610107;14.0;4;30.6691527367;2;17.4677772522;10.8157100677;4;24.0439376831;
19;2;22.3999996185;14.8007459641;6;30.9048614502;2;18.4968948364;10.9637317657;4;24.2515797615;
20;2;23.2714576721;14.0;6;31.154538393;2;18.9500007629;11.9006319046;4;24.3922679424;
21;2;23.3463611603;14.0;7;31.4177992344;2;18.9500007629;11.9569072723;5;24.5383813381;
22;2;22.3999996185;15.0;7;31.6940326691;2;18.9500007629;12.0153522491;5;24.6897099018;
23;2;23.3999996185;14.0;7;31.9823875427;2;18.9500007629;12.3448553085;5;24.8459899426;
24;2;23.5947151184;14.0;7;32.2817678452;2;18.9500007629;12.4229946136;5;25.0069024563;
25;3;22.3999996185;15.0;6;32.5908355713;2;18.9500007629;12.5034513474;5;25.1720745564;
26;3;21.3999996185;15.0;6;32.9080238342;2;18.9500007629;12.5860376358;6;25.3410804272;
27;3;20.8724060059;16.0;6;33.2315597534;3;18.9500007629;12.670539856;6;25.5134441853;
28;3;19.9694671631;17.0;6;33.5594968796;3;18.9500007629;12.7567224503;7;25.6886439323;
29;3;19.0678482056;18.0;6;33.8897590637;3;18.9500007629;12.8443222046;7;25.8661177158;
30;3;18.1669273376;19.0;6;34.2201886177;4;17.8198776245;12.0;6;26.0452690125;
