Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;9.60000038147;11.5;6;23.0;2;7.55000019073;9.69999980927;4;18.0;
6;1;10.6000003815;11.5;6;23.0;2;8.7750005722;8.5;4;18.0674999952;
7;1;11.6000003815;11.5;6;23.0;2;9.06518745422;8.5;4;18.1388356686;
8;2;11.8999996185;11.6999998093;5;24.4599990845;2;9.08123779297;8.5;4;18.2141259909;
9;2;12.3380002975;11.7299995422;5;24.9437832832;2;9.09817790985;8.5;4;18.6456211805;
10;2;12.4831352234;11.9106416702;5;25.2586311102;2;9.19526576996;8.67000007629;4;19.0306602716;
11;2;12.5775899887;12.0;5;26.6473178864;2;9.28189849854;8.81392192841;4;19.3756101131;
12;2;14.5805807114;12.6000003815;5;27.8191592693;2;9.35951328278;8.93486309052;4;20.4466397762;
13;2;16.5805797577;13.0788002014;5;28.8050583601;2;9.60049343109;9.39324569702;5;21.4057168961;
14;2;18.5805797577;13.4505519867;5;29.6428272724;2;11.4319114685;9.78903102875;5;22.257011652;
15;2;19.7995147705;13.7328653336;5;30.370606184;2;13.4319114685;10.1240053177;5;23.0099308491;
16;2;20.8914279938;13.943564415;5;30.8253657818;2;15.0206890106;11.2844953537;5;23.6770029068;
17;2;21.9939956665;14.0;6;31.2046608925;2;16.5640964508;10.6309299469;5;24.2720131874;
18;2;23.1077842712;14.0;6;31.6227197647;2;17.0206890106;11.8157100677;5;24.8085989952;
19;2;23.4868164062;14.0;6;32.0801706314;2;18.0206890106;12.116186142;5;25.1366593838;
20;2;23.6240501404;14.0;6;32.5767202377;2;19.6557483673;11.0;4;25.4068305492;
21;2;23.773015976;14.0;6;33.1109733582;2;19.7165374756;11.0;4;25.6910681725;
22;2;23.9332923889;14.0;6;33.6802859306;2;19.7804908752;11.0;5;25.9885287285;
23;3;24.1040859222;14.0;7;34.2806758881;2;18.9500007629;12.0;6;26.2980971336;
24;4;24.2842025757;14.0;6;34.9068169594;2;19.9170722961;11.0;6;26.6183872223;
25;4;24.4720458984;14.0;6;35.5521335602;2;18.9500007629;12.0;6;26.9477529526;
26;4;24.6656398773;14.0;7;36.2090082169;2;18.9500007629;13.0;7;27.2843112946;
27;4;24.862701416;14.0;7;36.869093895;2;18.9500007629;13.6421556473;8;27.6259784698;
28;4;25.0607280731;14.0;7;37.5237131119;2;18.9500007629;13.8129892349;9;27.9705147743;
29;4;23.2571144104;15.0;7;38.164305687;2;18.9500007629;13.9852571487;9;28.3155798912;
30;4;22.4492912292;16.0;7;38.7828741074;2;18.9500007629;14.157790184;9;28.6587948799;
31;4;21.6348609924;17.0;7;39.372387886;2;16.9500007629;16.1577911377;10;28.9978079796;
