Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;2;6.0;14.3000001907;3;24.0;1;6.0;13.3000001907;4;17.0;
2;2;7.19999980927;13.1000003815;3;24.1124999523;1;7.0;12.3000001907;5;17.0;
3;2;8.22249984741;12.1000003815;3;24.2364046574;1;7.55000019073;11.3000001907;5;17.0;
4;2;9.24728107452;11.5;3;24.3725773096;1;7.55000019073;10.3000001907;5;17.0;
5;2;9.87451553345;11.5;3;24.5218783617;1;7.55000019073;9.30000019073;5;17.0;
6;2;11.0565643311;11.5;3;24.6851472855;1;8.55000019073;8.5;5;17.0;
7;2;12.1055450439;11.5;3;24.8631806374;2;8.82499980927;8.89999961853;4;18.0;
8;2;12.4589538574;11.5;3;25.5353367329;2;9.05000019073;8.5;4;18.0674999952;
9;2;12.6606016159;11.7299995422;3;26.1285328865;2;9.06518745422;8.5;4;18.4895108938;
10;2;12.8385601044;11.9106416702;3;27.6838638783;2;9.16014099121;8.67000007629;4;18.8647230864;
11;2;13.3051586151;12.5274600983;3;29.0303895473;2;9.24456214905;8.81392192841;4;19.1995335817;
12;2;15.0424957275;13.0216779709;3;30.1965687275;2;9.31989574432;8.93486309052;4;20.2548673153;
13;2;17.0424957275;13.4066829681;3;31.2181880474;2;9.55734443665;9.39324569702;5;21.1974108219;
14;2;19.0424957275;13.6998376846;4;32.1313700676;2;11.3850421906;9.78903102875;5;22.0314099789;
15;3;20.4343490601;13.9190797806;3;32.8065404892;2;13.3850421906;10.1240053177;5;22.7663766146;
16;3;21.5883483887;14.0;3;33.3565750122;2;15.3850421906;10.4026165009;5;23.4149770737;
17;3;22.7533569336;14.0;4;33.9400897026;2;16.0206890106;11.4921770096;5;23.9911694527;
18;3;22.1463851929;15.0;5;34.5525074005;2;17.0206890106;11.7596101761;5;24.5087993145;
19;3;22.3999996185;15.9657526016;5;35.187936306;2;18.0206890106;11.9962663651;5;24.8180098534;
20;3;23.3999996185;14.0;5;35.8393115997;2;18.9500007629;12.1272039413;6;25.0697143078;
21;3;22.3999996185;15.0;5;36.4986515045;2;19.6406860352;11.0;6;25.3361742496;
22;3;23.3999996185;14.0;5;37.1574115753;2;18.9500007629;12.0;6;25.616874218;
23;3;24.3999996185;14.0;6;37.8069095612;2;18.9500007629;12.8084373474;6;25.911039114;
24;3;25.3420715332;14.0;7;38.4387779236;2;18.9500007629;12.9555196762;6;26.2176237106;
25;4;25.5316333771;14.0;7;39.0453987122;2;18.9500007629;13.1088123322;7;26.5353112221;
26;4;23.7136192322;15.0;7;39.620267868;3;18.9500007629;13.2676553726;6;26.8625197411;
27;4;22.8860797882;16.0;7;40.1582555771;3;18.9500007629;13.4312601089;6;27.1974248886;
28;4;22.0474758148;17.0;7;40.6557407379;3;18.9500007629;13.5987129211;6;27.5379900932;
29;4;21.1967220306;18.0;7;41.1106204987;3;19.9500007629;11.5987129211;7;27.8820104599;
30;4;20.3331871033;19.0;7;41.5222129822;3;18.2734527588;12.0;7;28.2271661758;
31;4;19.4566631317;20.0;7;41.8910703659;3;15.9500007629;14.0;7;28.5710821152;
32;4;18.5673217773;21.0;8;42.2187509537;3;14.9500007629;16.0;7;28.9113931656;
33;4;18.265625;22.0;8;42.507569313;3;14.0;18.0;7;29.2458081245;
34;4;18.3522701263;23.0;8;42.7603540421;3;14.0;20.0;7;29.5721731186;
35;4;18.428106308;24.0;8;42.9802312851;3;14.0;22.0;7;29.888525486;
36;4;18.4940700531;25.0;8;43.1704454422;3;14.0;24.0;7;30.1931390762;
37;4;18.5511341095;26.0;8;43.25;3;14.0;26.0;7;30.4845581055;
38;4;18.5750007629;27.0;8;44.25;3;14.0;27.6361026764;7;30.7616167068;
39;4;20.5750007629;25.5;9;44.2899999619;3;14.0;28.8854560852;7;31.0234470367;
40;4;20.5750007629;26.0;9;44.3311839104;3;14.0;30.1211013794;8;31.2694759369;
41;4;20.5750007629;27.5405921936;9;44.3735535145;3;14.0;31.3425292969;9;31.4994077682;
42;4;21.9120674133;27.5405921936;11;44.4171074629;3;14.0;32.5494689941;9;31.7132005692;
43;4;22.5750007629;28.5405921936;11;44.461841464;3;14.0;33.7418823242;10;31.9110393524;
44;4;23.9385528564;29.5405921936;12;44.5077478886;3;14.0;34.9199371338;11;32.0932998657;
45;4;24.9523258209;30.5405921936;13;44.5548160076;3;14.0;36.0839691162;13;32.260515213;
46;4;25.5750007629;31.5405921936;13;44.6030313969;3;15.0;34.234462738;13;32.4133443832;
47;4;26.9809112549;30.0;14;44.6523760557;3;16.0;33.3720092773;13;32.5525350571;
48;4;27.5750007629;29.7011871338;14;44.7028282881;3;17.0;32.4972839355;14;32.6788978577;
49;4;28.5750007629;29.7264137268;15;44.7543625832;3;18.0;31.6110076904;15;32.75;
50;4;29.4263076782;29.0;15;44.8069496155;3;18.9500007629;30.6749992371;15;32.75;
51;4;29.4420833588;29.0;16;44.8605561256;3;18.9500007629;29.6749992371;16;32.75;
52;4;29.4581661224;29.0;16;44.9151450396;3;18.9500007629;28.6749992371;17;32.75;
53;5;28.9749984741;29.832572937;16;44.97067523;3;18.9500007629;28.6749992371;17;32.75;
54;5;28.9749984741;29.0;16;45.0271017551;3;18.9500007629;28.6749992371;18;32.75;
55;5;29.5081291199;29.0;17;45.0843759775;3;18.9500007629;28.6749992371;19;32.75;
56;5;28.9749984741;29.9171886444;18;45.1424454451;3;18.9500007629;29.6749992371;19;32.75;
57;5;29.5427322388;29.0;18;45.2012542486;3;18.9500007629;30.6749992371;20;32.75;
58;5;29.5603752136;29.0;18;45.2607431412;3;18.9500007629;30.6749992371;20;32.75;
59;5;28.9749984741;30.0;18;45.3208494186;3;18.9500007629;30.6749992371;21;32.75;
60;5;29.5962524414;29.0;18;45.3815076351;3;18.9500007629;30.6749992371;21;32.75;
61;5;28.9749984741;30.0;19;46.4426498413;3;18.9500007629;30.6749992371;22;32.75;
62;5;30.6327934265;30.0;19;46.5542051792;3;18.9500007629;30.6749992371;22;32.75;
63;5;30.9749984741;32.0;19;46.6680760384;3;18.9500007629;30.6749992371;24;32.75;
64;5;31.6698284149;32.0;20;46.7842129469;3;18.9500007629;30.6749992371;24;32.75;
65;6;31.6884765625;33.0;19;48.9745144844;3;18.9500007629;30.6749992371;24;32.75;
66;6;31.5665626526;34.7000007629;19;50.7638223171;3;18.9500007629;30.6749992371;24;32.75;
67;6;32.8261642456;35.9008369446;20;52.2123789787;3;18.9500007629;30.6749992371;25;32.75;
68;6;33.2298736572;36.3393287659;20;53.3868523836;3;18.9500007629;30.6749992371;25;32.75;
69;6;33.549446106;36.669960022;20;54.1782524586;3;18.9500007629;30.6749992371;26;32.75;
70;6;33.7521286011;36.8355789185;20;54.7136231661;3;18.9500007629;30.6749992371;26;32.75;
71;6;30.8367919922;38.8968200684;21;55.2143164873;3;18.9500007629;30.6749992371;26;32.75;
72;6;29.8367919922;40.6314506531;22;55.5462834835;3;18.9500007629;30.6749992371;26;32.75;
73;6;28.8367919922;41.7731399536;22;56.8378508091;3;18.9500007629;30.6749992371;27;32.75;
74;6;29.8367919922;42.100944519;23;57.1771225929;3;18.9500007629;30.6749992371;27;32.75;
75;7;29.6000003815;45.1757888794;21;57.5247256756;3;18.9500007629;30.6749992371;27;32.75;
76;7;30.6000003815;47.1757888794;21;57.8800308704;3;18.9500007629;30.6749992371;27;32.75;
77;7;30.8257217407;50.1757888794;21;58.2423349619;3;18.9500007629;30.6749992371;27;32.75;
78;7;30.8706359863;53.1757888794;21;58.6108626127;3;18.9500007629;30.6749992371;27;32.75;
79;7;30.9152927399;55.7817077637;22;58.9847707748;3;18.9500007629;30.6749992371;27;32.75;
80;7;30.9595623016;57.8046646118;23;59.3631541729;3;18.9500007629;30.6749992371;28;32.75;
81;7;31.0033149719;59.3427238464;24;59.7450525761;3;18.9500007629;30.6749992371;28;32.75;
82;7;31.0464286804;60.4618148804;24;60.1294583082;3;18.9500007629;30.6749992371;28;32.75;
83;7;31.0887870789;61.5834159851;24;60.5153273344;3;18.9500007629;30.6749992371;27;32.75;
