Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;9.0;11.6999998093;5;24.0;2;7.55000019073;10.6999998093;3;18.0;
5;2;9.80000019073;11.5;5;24.1124999523;2;7.7000002861;9.30000019073;3;18.0674999952;
6;2;10.9337501526;11.5;5;24.2364046574;2;8.79018783569;8.5;3;18.1388356686;
7;2;11.9709215164;11.5;5;24.3725773096;2;9.08123779297;8.5;3;18.2141259909;
8;2;12.3117723465;11.5;5;24.9956032038;2;9.09817790985;8.5;3;18.293479681;
9;2;12.4986810684;11.7299995422;5;25.5367741585;2;9.1160326004;8.5;3;18.7299283743;
10;2;12.6610326767;11.9106416702;5;25.9133642912;2;9.21423435211;8.67000007629;3;19.1200717688;
11;2;12.7740097046;12.0;5;27.3876771927;2;9.30201625824;8.81392192841;3;19.470256567;
12;2;14.8026885986;12.6000003815;5;28.6529150009;2;9.38080787659;8.93486309052;3;20.5494670868;
13;2;16.8026885986;13.0788002014;5;29.7396411896;2;9.62362957001;9.39324569702;4;21.5171065331;
14;2;18.8026885986;13.4505519867;5;30.6849572659;2;11.4569740295;9.78903102875;4;22.3772938251;
15;2;20.1121520996;13.7328653336;5;31.5258455276;2;13.4569740295;10.1240053177;4;23.1393685341;
16;2;21.2380008698;13.943564415;5;32.0976057053;2;15.4569740295;10.4026165009;4;23.8157744408;
17;2;22.375667572;14.0;6;32.5955629349;2;16.5953197479;10.6309299469;4;24.4201948643;
18;2;23.5250549316;14.0;6;33.1311497688;2;17.6481628418;10.8157100677;4;24.9661467075;
19;3;22.3999996185;15.0;5;33.7016744614;2;18.7043933868;10.9637317657;4;25.3033924103;
20;3;22.3999996185;15.7105026245;5;34.3031058311;2;19.6932640076;11.0;4;25.5824170113;
21;3;23.3999996185;14.0;6;34.9300689697;2;19.7560443878;11.0;5;25.8750138283;
22;4;24.3999996185;14.0;5;35.5759468079;2;19.8218784332;11.0;6;26.180170536;
23;4;24.6727828979;14.0;5;36.2330884933;2;18.9500007629;12.0;7;26.4966025352;
24;4;24.8699264526;14.0;5;36.8931274414;2;18.9500007629;13.0;7;26.8227591515;
25;4;25.067937851;14.0;5;37.5473833084;2;18.9500007629;13.4113798141;7;27.1568431854;
26;4;25.264213562;14.0;5;38.1873073578;2;18.9500007629;13.5784215927;7;27.4968419075;
27;4;25.4561920166;14.0;5;39.8049325943;2;18.9500007629;13.7484207153;7;27.8405680656;
28;4;26.6414794922;14.0;5;40.4232685566;2;18.9500007629;13.9202842712;8;28.1857123375;
29;4;25.6414794922;15.0;5;41.0072004795;2;18.9500007629;14.0928564072;8;28.529902935;
30;4;25.6414794922;15.530295372;5;41.5524852276;2;16.9500007629;15.2649517059;9;28.8707699776;
