Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;2;9.19999980927;10.0;3;21.0;1;7.0;11.0;5;20.0;
3;2;9.19999980927;10.0;3;21.1200000048;1;8.0;10.0;5;20.0;
4;2;9.22399997711;10.0;3;21.2530560493;1;8.0;10.0;5;20.0;
5;2;10.375916481;10.0;3;21.4002518654;1;8.0;10.0;5;20.0;
6;2;11.4200754166;10.0;3;21.5626775026;2;9.0;10.1999998093;4;21.0;
7;2;11.4688034058;10.0;3;22.1570323706;2;9.72500038147;10.0;4;21.0299999714;
8;2;11.6471099854;10.1999998093;3;22.698546052;2;9.73174953461;10.0;4;21.4708906412;
9;2;11.8095636368;10.3632001877;3;23.1997241974;2;9.830950737;10.1999998093;4;21.8393678665;
10;2;11.9599170685;10.4951858521;3;24.6001355648;2;9.91385746002;10.3632001877;4;22.1577302217;
11;2;12.3800411224;11.0209560394;3;25.8676092625;2;9.9854888916;10.4951858521;4;23.2656848431;
12;2;14.3800411224;11.4571752548;3;27.0190346241;2;10.2347793579;11.0209560394;5;24.1965734959;
13;2;16.3800411224;11.8107032776;2;28.0770261288;2;12.0113334656;11.4571752548;5;24.9641219378;
14;2;17.7807025909;12.0916318893;2;29.0656356812;2;14.0113334656;11.8107032776;5;25.5885132551;
15;2;18.9454803467;12.3113050461;2;30.0071249008;2;16.0113334656;12.0916318893;5;26.0924272537;
16;2;20.1261825562;12.4808797836;3;30.6989741325;2;17.0535430908;12.3113050461;5;26.4981621504;
17;3;21.322265625;12.5;3;31.4000062943;2;18.068523407;12.4808797836;5;26.6049814224;
18;3;22.5325756073;12.5;4;32.1424064636;2;19.0839538574;12.5;5;26.6755206585;
19;3;23.6427230835;12.5;4;32.9179000854;2;20.001991272;12.5;5;26.7479782104;
20;3;23.8753700256;12.5;4;33.7161903381;2;20.0182952881;12.5;5;26.8223025799;
21;3;24.11485672;12.5;5;34.525384903;2;19.625;13.0466909409;5;26.8984328508;
22;3;24.3576164246;12.5;5;35.3326244354;2;20.0521469116;12.5;5;26.9762983322;
23;3;24.5997886658;12.5;6;36.1248655319;2;19.625;13.0928897858;5;27.0558187962;
24;3;24.8374595642;12.5;6;36.8897151947;2;19.625;13.1167459488;5;27.1369040012;
25;3;25.0669136047;12.5;6;37.6162109375;2;20.1058044434;12.5;5;27.2194547653;
26;3;23.2848625183;13.5;6;38.2954406738;2;19.625;13.1658363342;5;27.3033623695;
27;3;22.4886322021;14.5;6;38.9209327698;2;20.1432571411;12.5;5;27.3885092735;
28;3;21.6762809753;15.5;6;39.4887771606;2;19.625;13.2165527344;5;27.4747700691;
29;3;20.6762809753;14.5;7;39.9975099564;2;19.625;13.7373847961;5;27.5620114803;
30;3;20.6762809753;14.5;7;40.4478082657;2;18.2014522552;13.5;5;27.6500930786;
31;3;19.6762809753;13.5;7;40.8420658112;2;17.2212715149;14.5;15;27.7388687134;
32;3;19.6762809753;14.5;7;41.183927536;2;16.2412452698;15.5;15;27.8281867504;
33;4;19.6762809753;15.5;6;41.4778385162;2;15.2613420486;16.5;16;27.9178915024;
