Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;6;20.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;9.5;10.0;6;20.3999996185;
9;1;11.2179203033;10.3632001877;5;20.9903717041;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;11.2971115112;10.4951858521;5;22.0419120789;1;9.66343975067;10.3632001877;6;20.9903717041;
11;1;11.6125736237;11.0209560394;5;22.9143505096;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;12.1743059158;11.4571752548;4;24.6214065552;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;14.9125738144;11.8107032776;5;25.2032637596;1;10.1557292938;11.4571752548;6;23.6214065552;
14;2;16.9125728607;12.0916318893;5;25.6628060341;1;10.3148164749;11.8107032776;6;24.1832637787;
15;2;17.9246330261;12.3113050461;5;26.0223413706;1;11.3148164749;12.0916318893;6;24.6226100922;
16;2;18.9307479858;12.4808797836;5;26.0811508894;1;12.3148164749;12.3113050461;6;24.9617595673;
17;2;19.9369182587;12.5;5;26.1018965244;1;12.6163959503;12.4808797836;6;25.0;
18;2;20.9431419373;12.5;5;26.1228116751;1;14.3148164749;12.5;6;25.0;
19;2;21.8368434906;12.5;6;26.1438889503;1;15.3148164749;12.5;6;25.0;
20;2;21.8431663513;12.5;6;26.1651208401;1;16.3148155212;12.5;6;25.0;
21;2;21.8495368958;12.5;6;26.1864993572;1;17.3148155212;12.5;6;25.0;
22;2;21.8559494019;12.5;6;26.2080165148;1;17.625;12.5;5;25.0;
23;2;21.8624038696;12.5;6;26.2296639681;1;17.625;12.5;5;25.0;
24;2;21.8688983917;12.5;7;26.2514331341;1;17.625;12.5;5;25.0;
25;3;21.5;12.8754301071;6;26.2733153105;1;17.625;12.5;6;25.0;
26;3;21.5;12.8819942474;6;26.2953014374;1;17.625;12.5;7;25.0;
27;4;19.888589859;13.5;5;26.3173824549;1;17.625;12.5;7;25.0;
28;4;18.8952140808;14.5;4;26.3395489454;1;17.625;12.5;7;25.0;
29;4;17.5;16.1697750092;4;26.3617914915;1;17.625;12.5;7;25.0;
30;4;16.5;17.1808948517;4;26.3841004372;1;17.625;12.5;7;25.0;
31;4;15.5;18.1920509338;4;26.4064661264;1;17.625;12.5;7;25.0;
32;4;14.5;19.2032337189;5;26.428878665;1;17.625;12.5;7;25.0;
33;4;14.0;20.2144393921;5;26.4513280392;1;17.625;12.5;7;25.0;
34;4;14.0;21.2256641388;5;26.4738043547;1;17.625;12.5;7;25.0;
35;4;14.0;22.2369022369;6;26.4962974787;1;17.625;12.5;7;25.0;
36;4;14.0;23.2481479645;6;26.5187973976;1;17.625;12.5;7;25.0;
37;4;14.0;24.2593994141;6;26.5412938595;1;17.625;12.5;7;25.0;
