Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;2;9.0;10.3999996185;3;21.0;1;8.0;11.0;5;20.0;
5;2;9.19999980927;10.0;3;21.0800000429;1;8.0;10.0;5;20.0;
6;2;10.3240003586;10.0;3;21.165536046;1;9.0;10.0;5;20.0;
7;2;11.3496608734;10.0;3;21.2568495274;1;9.5;10.0;5;20.0;
8;2;11.3770551682;10.0;3;21.7667373419;1;9.5;10.0;5;20.3999996185;
9;2;11.5300216675;10.1999998093;3;22.2111321688;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.6633396149;10.3632001877;3;22.60153234;2;10.6634397507;10.6632003784;4;21.9903717041;
11;2;11.780459404;10.4951858521;3;23.8526768684;2;11.7228336334;10.4951858521;4;23.0819120407;
12;2;12.1558027267;11.0209560394;3;24.945833683;2;12.9594306946;11.0209560394;3;23.99553442;
13;2;14.1558027267;11.4571752548;4;25.8960280418;2;14.9660997391;11.4571752548;3;24.7449600697;
14;2;16.1558036804;11.8107032776;4;26.7245931625;2;16.9660987854;11.8107032776;3;25.3503712416;
15;2;17.3749732971;12.0916318893;4;27.4551420212;2;18.7228336334;12.4417638779;3;25.8344515562;
16;2;18.4623336792;12.3113050461;4;28.1106135845;2;19.7228336334;12.6748571396;3;26.2195074558;
17;2;19.5572299957;12.4808797836;4;28.4905407429;2;21.0058269501;12.4808797836;3;26.3048160076;
18;2;20.6597366333;12.5;4;28.8573777676;2;22.016418457;12.5;4;26.3530313969;
19;2;21.7697868347;12.5;4;29.2486171722;2;22.625;12.9059095383;4;26.4023760557;
