Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;3;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;3;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;3;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;2;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;2;20.0;1;9.5;10.0;6;20.0;
8;2;11.0;10.1999998093;1;21.3999996185;1;9.5;10.0;6;20.3999996185;
9;2;11.4200000763;10.1999998093;1;21.7264003754;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;11.5179204941;10.3632001877;1;21.9903717041;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;11.597111702;10.4951858521;1;23.0719120502;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;11.9215736389;11.0209560394;1;23.9749414921;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;13.9215736389;11.4571752548;1;24.7131726742;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;15.9215736389;11.8107032776;1;25.3067810535;2;13.7228336334;12.1107034683;4;25.1832637787;
15;2;16.94962883;12.0916318893;1;25.7784451246;2;15.7228336334;12.0916318893;4;25.6526100636;
16;2;17.9593238831;12.3113050461;2;26.1504684687;2;16.9545841217;12.3113050461;4;26.0223505497;
17;3;18.6125736237;12.4808797836;1;26.2221269608;2;17.9614658356;12.4808797836;4;26.091766119;
18;3;19.6125736237;12.5;2;26.2560760975;2;18.9684810638;12.5;4;26.1235172749;
19;3;20.6125736237;12.5;2;26.2905418873;2;19.8777923584;12.5;4;26.1558350325;
20;3;21.8871631622;12.5;2;26.3255085945;2;19.8850631714;12.5;5;26.1887089014;
21;3;21.8976516724;12.5;2;26.3609591722;2;19.8924598694;12.5;6;26.2221269608;
22;3;21.9082870483;12.5;2;26.3968753815;2;19.8999786377;12.5;6;26.2560760975;
23;3;21.9190635681;12.5;3;26.4332377911;2;19.907617569;12.5;6;26.2905418873;
24;3;21.9299716949;12.5;3;26.4700255394;2;19.9153709412;12.5;6;26.3255085945;
25;3;21.5;12.9410076141;3;26.5072168112;2;19.9232387543;12.5;8;26.3609591722;
26;3;21.9521656036;12.5;3;26.5447884798;2;19.9312152863;12.5;8;26.3968753815;
27;4;21.9634361267;12.5;2;26.5827163458;2;19.9392967224;12.5;8;26.4332377911;
28;4;19.9748153687;13.5;2;26.6209751368;2;19.947479248;12.5;9;26.4700255394;
29;4;18.9862918854;14.5;2;26.6595385075;2;19.625;13.0880098343;9;26.5072168112;
30;4;17.9978618622;15.5;2;26.6983793974;2;17.9641227722;13.5;10;26.5447884798;
31;4;17.009513855;16.5;2;26.7374696732;2;16.9725780487;14.5;10;26.5827163458;
32;4;16.0212402344;17.5;2;26.7767804861;2;15.9811115265;15.5;10;26.6209751368;
33;4;15.0330343246;18.5;2;26.8162822723;2;14.9897193909;16.5;10;26.6595385075;
34;4;14.5448846817;19.5;3;26.8559447527;2;14.3733959198;17.5;10;26.6983793974;
35;4;14.5567836761;20.5;3;26.8957372904;2;14.3821353912;18.5;10;26.7374696732;
36;4;14.5687217712;21.5;3;26.9356285334;2;14.3909301758;19.5;10;26.7767804861;
37;4;14.5806884766;22.5;3;26.9755871296;2;14.3997755051;20.5;10;26.8162822723;
38;4;14.5926761627;23.5;3;27.015581131;2;14.4086637497;21.5;10;26.8559447527;
39;4;14.6046743393;24.5;3;27.0555787086;2;14.4175872803;22.5;11;26.8957372904;
40;4;15.6166734695;22.5;3;28.0955479145;2;14.4265403748;23.5;11;26.9356285334;
41;4;15.6286640167;23.5;3;28.1854565144;2;14.4355163574;24.5;11;26.9755871296;
42;4;16.6406364441;24.5;3;28.2772481441;2;14.4445075989;25.5;13;27.015581131;
43;5;17.9831733704;22.5;2;28.3709160089;2;14.4535055161;26.5;12;27.0555787086;
44;5;16.3467845917;23.5;2;28.4664486647;2;14.4625053406;27.5;11;27.0955479145;
45;5;17.0399341583;24.5;2;28.563829422;2;14.4714984894;28.5;9;27.135456562;
46;5;18.0691490173;22.5;2;28.6630358696;2;14.4804782867;29.5;10;27.17527318;
47;5;17.0989112854;23.5;2;28.7640393972;2;15.4894361496;27.5;10;27.2149660587;
48;5;17.0;23.5;2;28.8668049574;2;14.4983673096;28.5;11;27.2545039654;
49;5;18.7231502533;24.5;3;29.9712897539;2;14.5072631836;29.5;12;27.293856144;
