Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;13.0;6;20.0;
3;2;8.19999980927;10.0;3;21.0900000334;1;8.0;12.0;6;20.0;
4;2;9.21800041199;10.0;2;21.1871190071;1;8.0;11.0;6;20.0;
5;2;9.23742389679;10.0;2;21.2917383909;1;8.0;10.0;6;20.0;
6;2;10.3875217438;10.0;2;21.4042263031;2;9.0;10.3000001907;4;21.0;
7;2;11.4212675095;10.0;2;21.5249304771;2;9.72500038147;10.0;4;21.0599999428;
8;2;11.4574794769;10.0;2;22.0694183111;2;9.73849964142;10.0;4;21.5335636139;
9;2;11.6208257675;10.1999998093;2;22.5515855551;2;9.84505176544;10.1999998093;4;21.9377998114;
10;2;11.7654762268;10.3632001877;2;22.983014226;2;9.93600463867;10.3632001877;4;22.2840082645;
11;2;11.8949041367;10.4951858521;2;24.2738182545;2;10.0139017105;10.4951858521;4;23.4481773376;
12;2;12.2821455002;11.0209560394;2;25.4089095592;2;10.2758407593;11.0209560394;4;24.4414664507;
13;2;14.2821455002;11.4571752548;3;26.4029755592;2;12.0664348602;11.4571752548;4;25.2779132128;
14;2;16.2821464539;11.8107032776;3;27.276881218;2;14.0664348602;11.8107032776;4;25.9779809713;
15;2;17.5406589508;12.0916318893;3;28.0536293983;2;16.0664348602;12.0916318893;4;26.5645889044;
16;2;18.6418800354;12.3113050461;3;28.755402565;2;17.159778595;12.3113050461;4;27.060223341;
17;2;19.750667572;12.4808797836;3;29.1808357239;2;18.1949882507;12.4808797836;4;27.2642745972;
18;2;20.8668251038;12.5;3;29.5913586617;2;19.23229599;12.5;5;27.439432621;
19;2;21.9899806976;12.5;3;30.0233430862;2;20.173871994;12.5;5;27.6238675117;
20;2;23.0070037842;12.5;4;30.4742712975;2;20.2153701782;12.5;4;27.8174073696;
21;2;23.1422805786;12.5;4;30.9409928322;2;20.2589168549;12.5;4;28.0197701454;
22;2;23.2822971344;12.5;4;31.4197778702;2;20.3044490814;12.5;4;28.2305569649;
23;2;23.4259338379;12.5;4;31.906411171;2;20.3518753052;12.5;5;28.4492475986;
24;2;23.5719223022;12.5;4;32.3963236809;4;20.4010810852;12.5;3;28.6751992702;
25;3;21.5719223022;13.5;4;32.8847527504;4;19.625;12.5;3;28.907648325;
26;4;22.5719223022;12.5;5;33.3669252396;4;20.5042209625;12.5;3;29.1457161903;
27;4;21.5;13.5;5;33.8382406235;4;20.5577850342;12.5;3;29.3884181976;
28;4;21.5;14.5;5;34.2944498062;4;19.625;13.5;3;29.634677887;
29;4;21.5;15.5;5;34.7318048477;4;18.625;13.5;3;29.8833432198;
30;4;21.5;16.5;5;35.1471776962;4;17.7237529755;14.5;4;30.1332073212;
31;4;21.5;17.5;5;35.5381307602;4;16.7799720764;15.5;4;30.3830299377;
32;4;22.5;15.5;5;35.9029474258;4;15.8361816406;16.5;4;30.6315627098;
33;4;21.5;15.5;5;36.2406177521;4;15.2671012878;17.5;5;30.877573967;
34;4;21.5;15.5;6;36.5507898331;4;15.3224544525;18.5;5;31.11987257;
35;4;20.5;14.5;6;36.8336925507;4;15.3769712448;19.5;5;31.3573312759;
36;4;19.5;13.5;6;37.0900468826;4;15.430398941;20.5;4;31.5889077187;
37;5;19.5;14.5;4;37.3209609985;4;15.482503891;21.5;4;31.8136615753;
38;5;18.5;13.5;4;37.5278348923;4;15.5330734253;22.5;4;32.0307679176;
39;5;18.5;14.5;4;37.7122650146;4;15.5819225311;23.5;4;33.2395277023;
40;5;17.5;13.5;4;38.8759651184;4;15.0;25.5;4;33.4893729687;
41;5;18.5;14.1999998093;4;39.0;4;16.0;27.5;4;34.7318425179;
42;5;20.5;15.1999998093;4;39.0;4;17.2479438782;29.5;5;34.9966555834;
43;5;21.5;16.2000007629;4;39.0;5;18.2600898743;31.5;5;35.2542408705;
44;5;22.5;19.2000007629;4;40.0;5;18.5113201141;33.5;6;35.5045387745;
45;5;25.5;23.2000007629;4;40.0399999619;5;18.0;36.8531761169;7;35.7475879192;
46;5;25.5;27.2000007629;4;40.0811839104;5;19.0;35.023311615;7;35.9835119247;
47;5;26.5;29.2000007629;4;40.1235535145;5;18.0;36.188457489;8;36.2125065327;
48;5;25.8370666504;33.2000007629;4;41.1671074629;6;18.0;37.3487548828;7;36.4348248243;
49;5;27.5;34.2000007629;4;41.2618414164;6;19.2749786377;38.3487548828;8;36.6507660151;
50;5;29.8635520935;35.2000007629;4;41.3597228527;6;20.0;40.3487548828;9;36.8606612682;
51;5;31.2079162598;36.2000007629;4;41.4607659578;7;22.3736763;39.3487548828;8;57.0583539009;
52;5;31.7467842102;37.8524093628;4;41.5649760962;7;25.2982387543;40.3515090942;8;58.3677483797;
53;5;31.8059082031;38.2000007629;5;41.6723493338;7;27.4315280914;41.3320960999;9;59.4970262051;
54;5;31.3999996185;39.5361747742;5;41.782871604;7;27.6499996185;42.4778137207;11;60.4512604475;
55;5;31.3999996185;39.5914344788;5;41.8965183496;7;27.9724788666;41.8720436096;14;61.2456088066;
56;5;31.8513088226;38.8960762024;5;42.013253808;7;27.6499996185;42.9274749756;14;61.9008811712;
57;5;31.8670845032;38.9281539917;5;42.1330302954;7;28.1270046234;41.5550537109;14;62.4397574663;
58;5;32.3399085999;38.2000007629;5;42.2557883263;7;28.1455116272;41.5813522339;15;62.8686279058;
59;5;29.3999996185;40.8278923035;5;42.3814556599;8;28.5204410553;40.5;14;62.9917875528;
60;5;28.8982334137;41.0603370667;5;42.5099470615;8;28.1834316254;42.5;14;63.1163921356;
61;5;28.0331306458;42.0664215088;7;42.641164422;8;28.0233955383;43.5;14;63.2422829866;
62;5;27.5;44.0205841064;7;42.7749963999;8;27.6499996185;46.2807312012;16;63.3692929745;
63;5;28.0677337646;44.1412773132;7;42.9113183022;8;27.6499996185;47.558506012;17;63.497248292;
64;5;28.0853767395;45.1800308228;8;43.0499925613;8;28.2621059418;46.7437477112;17;63.6259686947;
65;5;29.1117744446;43.2000007629;8;44.6822609901;8;27.6499996185;48.771396637;18;64.7552689314;
66;5;31.087677002;41.7000007629;9;46.0636804104;8;29.3023471832;49.7991600037;19;64.9249600172;
67;5;29.3972606659;43.0900001526;9;47.2301580906;8;30.0765399933;51.5;19;65.0960339308;
68;5;28.2123565674;45.6872596741;10;48.219586134;8;29.8932666779;55.5;20;65.2682993412;
69;5;30.8686656952;41.9097442627;11;48.9193668365;8;30.6158599854;55.8829116821;19;65.4415611029;
