Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;8.0;10.0;5;20.0;
5;2;8.42599964142;10.9200000763;4;23.6901437044;1;8.0;10.0;5;20.0;
6;2;9.53699970245;11.2650718689;4;24.4303489923;1;9.0;10.0;5;20.0;
7;2;10.4968290329;11.543302536;4;25.0824670792;1;9.5;10.0;5;20.0;
8;2;10.6435546875;11.7641716003;4;25.91959548;1;9.5;10.0;5;20.3999996185;
9;2;10.8319091797;12.0549411774;4;26.6682989597;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.0003671646;12.2827939987;4;27.3549442291;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;11.1548624039;12.4589796066;5;27.8162534237;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;14.0755786896;12.5;5;28.2438662052;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;16.0755786896;12.5;5;28.7225353718;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;17.3648281097;12.5;5;29.2540192604;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;18.4844112396;12.5;5;29.8387761116;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;19.6159801483;12.5;5;30.4756183624;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;20.7592697144;12.5;5;31.1614055634;1;15.7228336334;12.4808797836;4;25.0;
18;2;21.0113162994;12.5;6;31.8908295631;1;16.7228336334;12.5;4;25.0;
19;2;21.1754360199;12.5;6;32.6563434601;1;17.625;12.5;5;25.0;
20;2;21.3476772308;12.5;6;33.4482889175;1;17.625;12.5;6;25.0;
21;2;21.5258655548;12.5;6;34.2552452087;1;17.625;12.5;6;25.0;
22;2;21.7074298859;12.5;6;35.0645933151;1;17.625;12.5;6;25.0;
23;3;21.8895339966;12.5;6;35.8632593155;1;17.625;12.5;7;25.0;
24;4;19.8895339966;13.5;5;36.6385421753;1;17.625;12.5;7;25.0;
25;4;19.625;14.5;4;37.3789234161;1;17.625;12.5;7;25.0;
26;4;18.625;13.5;4;38.0747518539;1;17.625;12.5;7;25.0;
27;4;18.625;14.5;4;38.7187156677;1;17.625;12.5;8;25.0;
28;4;17.625;13.5;4;39.3060531616;1;17.625;12.5;8;25.0;
29;4;18.625;14.5;4;39.8345108032;1;17.625;12.5;7;25.0;
30;4;19.625;15.5;4;40.3040952682;1;15.625;13.5;7;25.0;
31;4;19.625;16.5;4;40.7166795731;1;14.625;14.5;7;25.0;
32;4;18.625;15.5;4;41.07554245;1;13.625;15.5;7;25.0;
33;4;18.625;15.5;4;41.3849086761;1;12.625;16.5;7;25.0;
34;4;18.625;15.5;4;41.6495399475;1;12.0;17.5;7;25.0;
35;4;18.3711471558;16.5;4;41.8743858337;1;12.0;18.5;7;25.0;
36;4;17.3711471558;15.5;5;42.0;1;12.0;19.5;7;25.0;
37;4;17.3711471558;15.5;5;42.0;1;12.0;20.5;9;25.0;
38;4;17.625;15.5;6;42.0;1;12.0;21.5;9;25.0;
39;4;18.625;16.5;6;42.0;1;12.0;22.5;9;25.0;
40;4;19.625;17.5;7;42.0;1;12.0;23.5;11;25.0;
41;4;20.625;19.0;6;43.0;1;12.0;24.5;11;25.0;
42;4;21.625;20.0;6;43.0900000334;1;13.0;22.5;11;25.0;
43;4;21.625;21.0450000763;6;43.1871190071;1;12.0;23.5;12;25.0;
44;4;22.625;19.0935592651;8;43.2917383909;1;12.0;24.5;13;25.0;
45;4;23.625;20.0935592651;8;43.4042263031;1;13.0;22.5;13;25.0;
46;4;24.625;22.0935592651;9;43.5249304771;1;12.0;23.5;14;25.0;
47;4;25.4500007629;24.0935592651;9;43.6541694403;1;12.0;24.5;15;25.0;
48;4;25.8221874237;26.0935592651;10;43.7922235727;1;13.0;22.5;14;25.0;
49;4;25.4500007629;28.0935592651;11;43.9393253326;1;12.0;23.5;14;25.0;
50;4;25.8863487244;27.5;9;44.0956480503;2;12.0;24.5;11;41.0;
51;4;25.9215202332;27.5;11;44.261295557;2;14.0;22.5;13;41.6399993896;
52;4;25.9587917328;27.5;11;44.4362905025;2;14.0;23.5;13;42.1991043091;
53;4;25.4500007629;27.5;12;44.6205644608;2;15.0;24.5;13;42.6808338165;
54;4;25.4500007629;27.5;13;44.8139474392;2;17.0;22.5;14;43.0908813477;
55;4;25.4500007629;27.5;15;45.016159296;2;17.0;23.5;15;43.436258316;
56;5;25.4500007629;27.5;12;60.2268030643;2;18.0;24.5;15;43.7245540619;
57;5;24.4500007629;29.5;12;61.195360899;2;19.0;26.5;14;43.9633750916;
58;5;26.4500007629;29.5;12;62.0905663967;2;20.0;28.5;15;44.0;
59;5;27.4500007629;30.5;14;62.9108245373;3;21.0;30.5;15;44.0;
60;5;26.4500007629;32.5;14;63.6577820778;3;22.0;32.5;16;44.0;
61;6;26.4500007629;34.5;11;74.3354687691;3;22.5499992371;34.5;16;44.0;
62;6;27.625;36.5;12;75.3494391441;3;23.5499992371;32.5;16;44.0;
63;6;27.625;36.5;13;76.280400753;3;22.5499992371;33.5;19;44.0;
64;6;28.625;37.5;14;77.1335382462;4;23.5499992371;35.5;19;45.0;
65;6;29.2898292542;40.5;14;77.8207054138;4;25.5499992371;34.5;20;45.0900000334;
66;6;29.3250007629;43.5;14;78.3619551659;4;26.5499992371;34.5;20;45.1871190071;
67;5;22.0;40.5;15;59.8738451004;5;27.8171005249;34.5;19;64.2917383909;
