Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;10.0;5;20.0;
5;2;9.27600002289;11.1199998856;3;23.5301437378;1;8.0;10.0;5;20.0;
6;2;11.2760000229;11.2650718689;3;24.1066050529;1;9.0;10.0;5;20.0;
7;2;13.194486618;11.543302536;3;24.5685391426;1;9.5;10.0;5;20.0;
8;2;13.527920723;11.7641716003;3;25.180866003;1;9.5;10.0;5;20.3999996185;
9;2;13.6656951904;12.0549411774;2;25.6679409742;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;13.7752866745;12.2827939987;2;26.0522544384;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;15.7752866745;12.4589796066;3;26.1668007374;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;17.7752876282;12.5;3;26.1998585463;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;18.7972259521;12.5;2;26.233456254;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;19.8047847748;12.5;2;26.26758039;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;20.812461853;12.5;2;26.302216053;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;21.8202552795;12.5;2;26.3373470306;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;22.8281593323;12.5;2;26.3729559183;1;15.7228336334;12.4808797836;5;25.0;
18;2;22.9339141846;12.5;3;26.4090241194;1;16.7228336334;12.5;5;25.0;
19;2;22.942029953;12.5;3;26.4455316067;1;17.625;12.5;6;25.0;
20;2;22.9502449036;12.5;3;26.4824572802;1;17.625;12.5;7;25.0;
21;2;22.625;12.9447374344;4;26.5197787285;1;17.625;12.5;8;25.0;
22;2;22.9669494629;12.5;4;26.5574725866;1;17.625;12.5;8;25.0;
23;2;22.9754314423;12.5;6;26.5955142975;1;17.625;12.5;8;25.0;
24;2;22.625;13.2977571487;6;26.633878231;1;17.625;12.5;8;25.0;
25;2;22.625;13.3169393539;6;26.6725378036;1;17.625;12.5;8;25.0;
26;2;22.625;13.3362693787;6;26.7114654779;1;17.625;12.5;8;25.0;
27;2;23.0100803375;12.5;5;26.7506330013;1;17.625;12.5;8;25.0;
28;2;22.625;13.3753166199;5;26.7900111675;1;17.625;12.5;8;25.0;
29;2;22.625;13.3950052261;5;26.8295701742;1;17.625;12.5;8;25.0;
30;2;23.0366535187;12.5;5;26.8692797422;1;17.625;12.5;8;25.0;
31;2;23.0455875397;12.5;4;26.9091088772;1;17.625;12.5;8;25.0;
32;2;22.625;13.4545545578;4;26.949026227;1;17.625;12.5;7;25.0;
33;2;23.0635299683;12.5;4;26.9890002012;1;17.625;12.5;6;25.0;
34;2;22.625;13.4945001602;4;27.0289990902;1;17.625;12.5;6;25.0;
35;2;23.0815238953;12.5;4;27.0689907074;1;17.625;12.5;6;25.0;
36;2;22.625;13.5;4;27.108943224;1;17.625;12.5;6;25.0;
37;2;22.625;13.5544719696;4;27.1488244534;1;17.625;12.5;6;25.0;
38;2;22.625;13.5744123459;4;27.1886029243;1;17.625;12.5;6;25.0;
39;2;23.1174354553;15.5744123459;5;27.2282471657;1;17.625;12.5;6;25.0;
40;2;23.1263561249;17.5744132996;5;27.2677261829;1;17.625;12.5;7;25.0;
41;2;23.1352386475;19.5744132996;5;27.3070094585;1;17.625;12.5;7;25.0;
42;2;23.144077301;21.5;5;27.3460669518;1;17.625;12.5;6;25.0;
43;2;23.1528644562;22.5;7;27.3848693371;1;17.625;12.5;7;25.0;
44;2;23.1615943909;22.5;7;27.4233880043;1;17.625;12.5;7;25.0;
45;2;23.1702613831;22.5;8;27.4615955353;1;17.625;12.5;7;25.0;
46;2;23.1788597107;22.5;8;27.4994647503;1;17.625;12.5;7;25.0;
47;2;23.187379837;22.5;7;27.5369701385;1;17.625;12.5;8;25.0;
48;2;23.1958179474;22.5;7;27.5740866661;1;17.625;12.5;9;25.0;
49;2;23.2041702271;22.5;6;27.6107909679;1;17.625;12.5;10;25.0;
50;2;23.2124290466;22.5;6;27.6470603943;1;17.625;12.5;10;25.0;
51;2;23.2205886841;22.5;5;27.6828734875;1;17.625;13.5;10;25.0;
52;2;23.2286453247;22.5;6;27.7182102203;1;17.625;14.5;10;25.0;
53;2;23.2365970612;22.5;6;27.7530519962;1;17.625;15.5;10;25.0;
54;2;23.244436264;22.5;7;27.7873811722;1;17.625;16.5;11;25.0;
55;2;23.252161026;22.5;7;27.8211815357;1;17.625;17.5;11;25.0;
56;2;23.259765625;22.5;7;27.8544380665;1;17.625;17.5;11;25.0;
57;2;23.2672481537;22.5;8;27.887137413;1;17.625;17.5;12;25.0;
58;2;22.625;23.5;8;27.9192671776;2;17.625;17.5;10;25.0;
59;2;22.625;23.9596328735;8;27.9508166313;2;17.625;17.5;10;25.0;
60;2;22.625;23.9754085541;9;27.9817759991;2;17.625;17.5;11;25.0;
61;2;22.625;23.9908885956;10;28.0;2;17.625;17.5;11;25.0;
62;2;23.2999992371;22.5;10;28.0;2;17.625;17.5;11;25.0;
63;2;23.2999992371;22.5;11;28.0;2;17.625;17.5;12;25.0;
64;2;23.2999992371;22.5;11;28.0;2;17.625;17.5;11;25.0;
65;2;23.2999992371;22.5;13;29.0599999428;3;17.625;17.5;7;39.5;
66;2;23.5384998322;23.0;14;29.8993647099;3;18.625;18.5;7;40.0799999237;
67;2;23.0255012512;24.3899993896;15;30.5525453091;3;19.625;19.5;3;40.5957355499;
