Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;5;20.0;
6;2;9.27600002289;11.4650716782;4;24.086605072;1;9.0;10.0;5;20.0;
7;2;10.4194869995;11.543302536;4;24.6483432055;1;9.5;10.0;5;20.0;
8;2;10.545876503;11.7641716003;4;25.3741383553;1;9.5;10.0;5;20.3999996185;
9;2;10.7091808319;12.0549411774;4;25.9908564091;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.8479423523;12.2827939987;4;26.5224512815;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.9675512314;12.4589796066;4;26.8033770323;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;13.8882675171;12.5;4;27.0233280659;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;15.8882675171;12.5;4;27.2656555176;1;10.1557292938;11.4571752548;5;23.6214065552;
14;2;17.0370292664;12.5;3;27.5315153599;1;10.3148164749;11.8107032776;5;24.1832637787;
15;2;18.0968475342;12.5;3;27.8218417168;1;11.3148164749;12.0916318893;5;24.6226100922;
16;2;19.1621704102;12.5;3;28.1372716427;1;12.3148164749;12.3113050461;5;24.9617595673;
17;2;20.2331428528;12.5;3;28.4780650139;1;12.6163959503;12.4808797836;5;25.0;
18;2;20.4075641632;12.5;3;28.8440246582;1;14.3148164749;12.5;5;25.0;
19;2;20.489906311;12.5;3;29.2344226837;1;15.3148164749;12.5;6;25.0;
20;2;20.5777454376;12.5;5;29.6479387283;1;16.3148155212;12.5;7;25.0;
21;2;20.6707859039;12.5;5;30.082616806;1;17.3148155212;12.5;8;25.0;
22;2;20.7685890198;12.5;5;30.5358533859;1;17.625;12.5;8;25.0;
23;2;20.8705673218;12.5;5;31.0044159889;1;17.625;12.5;8;25.0;
24;3;20.9759941101;12.5;5;31.4845042229;1;17.625;12.5;7;25.0;
25;3;21.0840129852;12.5;6;31.9718470573;1;17.625;12.5;7;25.0;
26;3;19.625;13.5;5;32.4618391991;1;17.625;12.5;6;25.0;
27;4;18.625;13.5;4;40.8086781502;1;17.625;12.5;7;25.0;
28;4;19.413684845;14.5;5;41.7722806931;1;17.625;12.5;8;25.0;
29;4;19.625;13.5;5;42.7138128281;1;17.625;12.5;8;25.0;
30;4;18.625;13.5;5;43.6248130798;1;17.625;12.5;8;25.0;
31;4;18.625;14.5;5;44.4978342056;1;17.625;12.5;8;25.0;
32;4;17.625;13.5;5;45.3266716003;1;17.625;12.5;8;25.0;
33;4;17.0;13.5;5;46.1065092087;1;17.625;12.5;8;25.0;
34;4;17.0;13.5;5;46.8339719772;1;17.625;12.5;8;25.0;
35;4;17.0;13.5;5;48.5070953369;1;17.625;12.5;8;25.0;
36;4;18.0;14.0;5;49.1552231312;1;17.625;12.5;8;25.0;
37;4;20.0;14.5;5;49.749450922;1;17.625;12.5;8;25.0;
38;4;21.0;16.0302963257;6;50.2912433147;1;17.625;12.5;8;25.0;
39;4;20.2456474304;14.5;6;50.7828371525;1;17.625;12.5;8;25.0;
40;4;20.2527923584;14.5;7;51.2270411253;1;17.625;12.5;8;25.0;
41;4;21.0846595764;15.5;7;51.6270500422;1;17.625;12.5;8;25.0;
42;4;20.865447998;17.0943546295;7;51.9862852097;1;17.625;12.5;8;25.0;
43;4;20.1404266357;15.5;7;52.2560760975;1;17.625;12.5;9;25.0;
44;4;19.865447998;16.1280384064;8;52.2905418873;1;17.625;12.5;9;25.0;
45;5;22.1558189392;20.1280384064;7;52.3255085945;1;17.625;12.5;9;25.0;
46;5;23.2232379913;24.1280384064;8;52.3609591722;1;17.625;12.5;10;25.0;
47;5;23.9249992371;27.1280384064;9;52.3968753815;1;17.625;12.5;9;25.0;
48;5;25.2392959595;30.1280384064;9;52.4332377911;1;17.625;12.5;9;25.0;
49;5;25.9249992371;33.128036499;10;52.4700255394;1;17.625;12.5;9;25.0;
50;5;26.5499992371;33.2350120544;11;52.5072168112;1;17.625;12.5;9;25.0;
51;5;26.8891220093;32.5;12;52.5447884798;1;17.625;12.5;9;25.0;
52;5;26.5499992371;33.2723922729;12;52.5827163458;1;17.625;13.5;9;25.0;
53;5;26.9061107635;32.5;14;52.6209751368;1;17.625;14.5;10;25.0;
54;5;26.5499992371;33.3104858398;15;52.6595385075;1;17.625;15.5;10;25.0;
55;5;26.9233951569;32.5;15;52.6983793974;1;17.625;16.5;10;25.0;
56;5;26.9321346283;32.5;16;52.7374696732;1;17.625;17.5;10;25.0;
57;5;26.5499992371;33.3687362671;17;52.7767804861;1;17.625;17.5;10;25.0;
58;5;26.5499992371;33.3883895874;17;52.8162822723;1;17.625;17.5;10;25.0;
59;5;26.9586620331;32.5;18;52.8559447527;1;17.625;17.5;11;25.0;
60;5;26.5499992371;33.4279708862;21;52.8957372904;2;17.625;17.5;10;25.0;
61;5;26.5499992371;33.4478683472;21;52.9356285334;2;17.625;17.5;10;25.0;
62;5;26.5499992371;33.4678153992;22;52.9755871296;2;17.625;17.5;11;25.0;
63;5;25.9945068359;33.5;23;53.015581131;2;17.625;17.5;11;25.0;
64;5;25.5499992371;35.5;23;53.0555787086;2;17.625;17.5;11;25.0;
65;5;25.5499992371;36.5277900696;23;53.0955479145;2;17.625;17.5;11;25.0;
66;5;25.5499992371;37.5477752686;23;53.135456562;2;17.625;17.5;11;25.0;
