Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;9.0;10.0;6;20.0;1;8.0;12.0;3;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;11.0;3;20.0;
5;1;10.0;10.0;5;20.0;1;10.0;10.0;3;20.0;
6;1;11.0;10.0;5;20.0;1;11.0;10.0;3;20.0;
7;1;11.0;10.0;4;20.3999996185;1;12.0;10.0;3;20.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;13.0;10.0;3;20.3999996185;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;14.0;10.5;2;21.7264003754;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;14.7768793106;10.3632001877;2;22.8594274521;
11;1;11.6125736237;11.0209560394;3;22.9143505096;2;15.2867431641;10.9097137451;2;23.8127875328;
12;1;11.8743057251;11.4571752548;3;23.6214065552;2;15.7157554626;11.3658018112;2;24.5981152058;
13;1;12.8743057251;11.8107032776;3;24.1832637787;2;18.3052749634;11.7372808456;2;25.2345055342;
14;1;13.8743057251;12.0916318893;3;24.6226100922;2;20.3052749634;12.0336990356;2;25.7443674803;
15;1;14.3867835999;12.3113050461;3;24.9617595673;2;21.3640708923;12.2662630081;3;26.1502821445;
16;1;14.488527298;12.4808797836;3;25.0;3;22.3847293854;12.446267128;3;26.3048160076;
17;2;17.3867835999;12.5;2;26.0;3;22.8187427521;12.5;3;26.3530313969;
18;2;19.3867835999;12.5;2;26.0499999523;3;24.4276065826;12.5;3;26.4023760557;
19;2;20.7017841339;12.5;3;26.1019749641;3;25.4498119354;12.5;3;26.4528282881;
20;2;21.717376709;12.5;4;26.1559499502;3;25.9037723541;12.5;3;26.5043625832;
21;2;21.8467845917;12.5;5;26.2119446993;3;25.9269638062;12.5;3;26.5569496155;
22;2;21.8635826111;12.5;6;26.269973278;3;25.9506263733;12.5;3;26.6105561256;
23;2;21.8809928894;12.5;6;26.3300433159;3;25.9747505188;12.5;3;26.6651450396;
24;2;21.8990135193;12.5;6;26.3921557665;3;25.9993152618;12.5;3;26.72067523;
25;2;21.9176464081;12.5;6;26.4563041925;3;26.0243034363;12.5;3;26.7771017551;
26;2;21.9368915558;12.5;5;26.5224741697;3;25.25;13.5;3;26.8343759775;
27;2;21.956741333;12.5;5;26.5906432867;3;26.0754699707;12.5;3;26.8924454451;
28;2;21.5;13.1362571716;5;26.6607804298;3;25.25;13.5;3;26.9512542486;
29;2;21.5;13.1643123627;5;26.7328453064;3;25.25;13.8658781052;3;27.0107431412;
30;2;20.0198535919;13.5;5;26.8067884445;3;24.1548347473;13.5;4;27.0708494186;
31;2;19.0420360565;14.5;5;26.8825509548;3;23.1818828583;14.5;4;27.1315076351;
32;2;18.0647659302;15.5;4;26.9600640535;3;22.2091789246;15.5;4;27.1926498413;
33;2;17.0880184174;16.5;4;27.0392494202;4;22.2366924286;17.3999996185;3;28.2542052269;
