Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;2;9.0;10.1999998093;5;22.0;1;9.0;10.0;6;20.0;
4;2;10.1499996185;10.5;5;22.9200001955;1;9.0;10.0;6;20.0;
5;2;11.2760000229;10.9200000763;5;23.6956797838;1;10.0;10.0;6;20.0;
6;2;12.5382461548;11.2650718689;5;24.3434545994;1;11.0;10.0;6;20.0;
7;2;13.4772777557;11.543302536;4;24.8825124502;1;11.0;10.0;6;20.3999996185;
8;2;13.5985641479;11.7641716003;4;25.581130743;1;11.1199998856;10.1999998093;6;20.7264003754;
9;2;13.7557544708;12.0549411774;3;26.1623154879;1;11.2179203033;10.3632001877;6;20.9903717041;
10;2;13.8865203857;12.2827939987;3;26.6488640308;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;15.8865203857;12.4589796066;3;26.8740350008;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;17.8865203857;12.5;3;27.0263183117;1;11.8743057251;11.4571752548;5;23.6214065552;
13;2;18.9831790924;12.5;3;27.1878905296;1;12.8743057251;11.8107032776;5;24.1832637787;
14;2;20.01953125;12.5;3;27.3588109016;1;13.8743057251;12.0916318893;5;24.6226100922;
15;2;21.0579891205;12.5;3;27.5390520096;1;14.3867835999;12.3113050461;5;24.9617595673;
16;2;21.527256012;13.261715889;3;27.728489399;2;15.488527298;12.4808797836;4;26.0;
17;2;23.141166687;12.5;4;27.9268918037;2;18.3867835999;12.5;4;26.0299999714;
18;2;23.2835502625;12.5;4;28.1339139938;2;19.6957836151;12.5;4;26.0605909824;
19;2;22.625;13.4401741028;4;28.3490912914;2;20.7049598694;12.5;5;26.091766119;
20;2;23.3785457611;12.5;3;28.5718362331;2;21.7143135071;12.5;5;26.1235172749;
21;2;23.4286632538;12.5;3;28.8014397621;2;21.8370552063;12.5;5;26.1558350325;
22;2;23.4803237915;12.5;3;29.0370740891;2;21.8467502594;12.5;5;26.1887089014;
23;2;23.5333404541;12.5;3;29.2778019905;2;21.8566131592;12.5;5;26.2221269608;
24;2;22.625;13.5;4;29.5225863457;2;21.8666381836;12.5;5;26.2560760975;
25;2;23.625;12.5;5;29.7703070641;2;21.8768234253;12.5;6;26.2905418873;
26;2;22.625;13.5;5;30.0197796822;2;21.8871631622;12.5;6;26.3255085945;
27;2;23.625;12.5;5;30.2697758675;2;21.8976516724;12.5;5;26.3609591722;
28;3;23.8106994629;12.5;3;30.519048214;2;19.9082870483;13.5;5;26.3968753815;
29;3;23.8667869568;12.5;3;30.766354084;2;18.9190635681;14.5;5;26.4332377911;
30;3;21.9224300385;13.5;3;31.0104808807;2;19.5;13.2166185379;5;26.4700255394;
31;3;20.9773578644;14.5;2;31.2502703667;2;20.5;13.2350130081;4;26.5072168112;
32;3;20.0313110352;15.5;2;31.4846386909;2;18.9521656036;13.5;4;26.5447884798;
33;3;17.625;16.5;3;31.7125973701;2;17.9634361267;14.5;4;26.5827163458;
34;3;17.0;17.5;4;31.9332675934;2;18.5;13.2913579941;4;26.6209751368;
35;3;17.0;18.5;4;32.1458921432;3;16.9862918854;13.5;4;26.6595385075;
36;3;17.0;19.5;4;32.349843502;3;15.9978618622;14.5;4;26.6983793974;
37;3;17.0;20.5;4;32.5446257591;3;15.009513855;15.5;4;26.7374696732;
38;3;17.0;21.5;6;32.7298746109;3;14.521241188;16.5;4;26.7767804861;
39;3;17.0;22.5;5;32.9053525925;3;15.0;15.3883905411;4;26.8162822723;
