Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;4;21.0;1;9.0;10.0;6;20.0;
4;2;8.14999961853;10.6999998093;3;22.8400001526;2;9.19999980927;10.0;4;21.0;
5;2;8.42599964142;10.9200000763;2;23.6501437426;2;10.3000001907;10.0;4;21.0900000334;
6;2;9.52799987793;11.2650718689;1;24.3396611214;2;11.3269996643;10.0;4;21.1871190071;
7;2;10.4764242172;11.543302536;1;24.9285950661;2;11.3561353683;10.0;4;21.7036092281;
8;2;10.6089334488;11.7641716003;1;25.6865624189;2;11.5110826492;10.1999998093;4;22.1564130783;
9;2;10.7794761658;12.0549411774;1;26.3381440639;2;11.6469240189;10.3632001877;4;22.557236433;
10;2;10.9260816574;12.2827939987;1;26.907253623;2;11.7671709061;10.4951858521;4;23.8035871983;
11;2;11.0541315079;12.4589796066;1;27.2282226086;2;12.141076088;11.0209560394;4;24.8916251659;
12;2;13.0541324615;12.5;1;27.4905240536;2;14.141076088;11.4571752548;4;25.8364036083;
13;2;15.0541324615;12.5;1;27.7771704197;2;16.1410751343;11.8107032776;4;26.6592981815;
14;2;16.2314033508;12.5;2;28.0888476372;2;16.9977893829;12.0916318893;4;27.3839819431;
15;3;17.301530838;12.5;1;28.4258766174;2;17.2151947021;12.3113050461;4;28.0334718227;
16;3;17.6065406799;12.5;1;28.7881331444;2;17.4100418091;12.4808797836;4;28.407397747;
17;3;19.4588699341;12.5;1;29.1749720573;2;19.4090023041;12.5;4;28.7683298588;
18;3;20.5459098816;12.5;1;29.5851640701;2;20.517282486;12.5;4;29.1538929939;
19;3;20.6566619873;12.5;1;30.0168495178;2;21.6329517365;12.5;4;29.562889576;
20;3;20.7537918091;12.5;2;30.4675207138;2;22.7556495667;12.5;4;29.9934945107;
21;3;20.8551921844;12.5;2;30.934035778;2;22.9980487823;12.5;6;30.4432339668;
22;3;20.9601573944;12.5;2;31.4126729965;2;23.1329708099;12.5;6;30.9089989662;
23;3;21.0678520203;12.5;2;31.8992233276;2;23.2726993561;12.5;6;31.3870959282;
24;3;21.1773262024;12.5;2;32.3891215324;2;23.4161281586;12.5;7;31.8733391762;
25;3;21.2875518799;12.5;2;32.8776073456;3;23.562002182;12.5;6;32.36317873;
26;3;21.3974609375;12.5;3;33.3599052429;3;23.7089538574;12.5;6;32.8518595695;
27;3;21.5059776306;12.5;3;33.8314113617;3;23.8555583954;12.5;6;33.3346033096;
28;3;21.6120681763;12.5;3;34.2878704071;3;24.0003814697;12.5;6;33.8067913055;
29;3;21.7147712708;12.5;3;34.7255268097;3;24.142036438;12.5;6;34.2641468048;
30;3;21.813243866;12.5;3;35.1412420273;3;24.2792434692;12.5;5;34.7028827667;
31;3;19.813243866;13.5;3;35.5325679779;3;24.4108657837;12.5;6;35.1198272705;
32;3;19.625;14.5;3;35.8977775574;4;24.5359477997;12.5;5;35.5124940872;
33;3;19.625;15.5;3;36.2358512878;4;24.6537475586;12.5;5;35.8791179657;
34;3;20.625;13.5;3;36.5464267731;4;24.7637367249;12.5;5;36.2186422348;
35;3;21.625;12.5;3;36.8297271729;4;24.8655929565;12.5;5;36.530673027;
36;3;22.2866897583;12.5;3;37.0864648819;4;24.9592018127;12.5;6;36.8154029846;
37;3;22.344455719;12.5;4;37.3177433014;4;25.0446205139;12.5;6;37.0735216141;
