Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;5;20.0;
6;2;9.27600002289;11.6650714874;4;24.086605072;1;11.0;10.0;5;20.0;
7;2;10.4194869995;11.543302536;4;24.6483432055;1;11.0;10.0;4;20.3999996185;
8;2;10.545876503;11.7641716003;4;25.3741383553;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;10.7091808319;12.0549411774;4;25.9908564091;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;10.8479423523;12.2827939987;4;26.5224512815;2;11.597111702;10.4951858521;3;23.0619120598;
11;2;10.9675512314;12.4589796066;5;26.8033770323;2;11.9185733795;11.0209560394;3;23.9545464516;
12;2;13.8882675171;12.5;4;27.0233280659;2;13.9185733795;11.4571752548;3;24.6819883585;
13;2;15.8882675171;12.5;4;27.2656555176;2;15.9185733795;11.8107032776;4;25.2644146681;
14;2;17.0370292664;12.5;4;27.5315153599;2;16.9369182587;12.0916318893;4;25.7245066166;
15;2;18.0968475342;12.5;4;27.8218417168;2;17.9431419373;12.3113050461;4;26.0845712423;
16;2;19.1621704102;12.5;4;28.1372716427;2;18.9494171143;12.4808797836;4;26.1438889503;
17;2;20.2331428528;12.5;4;28.4780650139;2;19.955739975;12.5;4;26.1651208401;
18;2;19.625;13.5;5;28.8440246582;2;20.9621105194;12.5;4;26.1864993572;
19;2;19.625;14.4220123291;5;29.2344226837;2;21.8559494019;12.5;5;26.2080165148;
20;2;19.625;14.6172113419;5;29.6479387283;2;21.8624038696;12.5;5;26.2296639681;
21;2;19.625;14.8239688873;5;30.082616806;2;21.8688983917;12.5;5;26.2514331341;
22;2;20.625;12.8239688873;5;30.5358533859;2;21.8754291534;12.5;5;26.2733153105;
23;2;20.8705673218;12.5;5;31.0044159889;2;21.8819942474;12.5;4;26.2953014374;
24;3;20.9759941101;12.5;6;31.4845042229;3;21.888589859;12.5;4;26.3173824549;
25;4;19.625;13.5;5;31.9718470573;4;21.8952140808;12.5;4;26.3395489454;
26;4;19.625;14.5;5;32.4618391991;4;21.9018650055;12.5;4;26.3617914915;
27;4;19.625;15.5;6;32.9497060776;4;21.908536911;12.5;3;26.3841004372;
28;4;19.625;16.5;6;33.4306869507;4;21.9152297974;12.5;3;26.4064661264;
29;4;19.625;17.5;6;33.9002180099;4;21.9219398499;12.5;3;26.428878665;
30;4;19.625;18.5;6;34.3541097641;4;21.5;13.2144393921;3;26.4513280392;
31;4;19.625;19.047876358;6;34.7886915207;4;21.5;13.2256641388;3;26.4738043547;
32;4;19.625;19.3520851135;6;35.2009239197;4;21.5;13.2369022369;3;26.4962974787;
33;4;19.625;19.6406478882;6;36.5884647369;4;21.9488887787;12.5;3;26.5187973976;
34;4;20.625;20.4119262695;7;36.9796936512;4;21.5;13.2593984604;3;26.5412938595;
35;4;21.625;20.1647853851;7;37.344284296;4;21.5;13.270647049;4;26.5637768507;
36;4;21.625;20.9288825989;7;37.6819589138;4;21.9691333771;12.5;4;26.5862361193;
37;4;21.8706474304;20.6131362915;7;37.993011713;4;21.9758701324;12.5;4;26.6086617708;
38;4;21.8777923584;20.8086471558;7;38.2782095671;4;21.9825992584;12.5;4;26.6310436726;
