Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;4;20.0;
7;2;10.194486618;11.7433023453;4;24.5283432007;1;11.0;10.0;4;20.3999996185;
8;2;10.5188770294;11.7641716003;4;25.1498823166;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;10.6587238312;12.0549411774;4;25.6467719078;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;10.7705230713;12.2827939987;4;26.0415127277;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;10.8593406677;12.4589796066;5;26.1671074629;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;13.7800559998;12.5;5;26.211841464;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;15.7800559998;12.5;5;26.2577478886;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;16.8102493286;12.5;5;26.3048160076;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;17.8208408356;12.5;5;26.3530313969;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;18.8316879272;12.5;5;26.4023760557;1;16.6125736237;12.4808797836;5;25.0;
17;2;19.8427906036;12.5;4;26.4528282881;1;17.6125736237;12.5;5;25.0;
18;2;19.9518871307;12.5;5;26.5043625832;1;18.6125736237;12.5;5;25.0;
19;2;19.9634819031;12.5;5;26.5569496155;1;19.5;12.5;6;25.0;
20;2;19.9753131866;12.5;5;26.6105561256;1;19.5;12.5;6;25.0;
21;2;19.9873752594;12.5;5;26.6651450396;1;19.5;12.5;6;25.0;
22;2;19.9996566772;12.5;5;26.72067523;1;19.5;12.5;7;25.0;
23;2;20.0121517181;12.5;6;26.7771017551;1;19.5;12.5;7;25.0;
24;3;20.024848938;12.5;6;26.8343759775;1;19.5;12.5;7;25.0;
25;3;19.625;13.0503129959;7;26.8924454451;1;19.5;12.5;7;25.0;
26;3;18.0508003235;13.5;7;26.9512542486;1;19.5;12.5;8;25.0;
27;3;18.625;13.4756269455;7;27.0107431412;1;19.5;12.5;8;25.0;
28;3;19.625;13.5053710938;7;27.0708494186;1;19.5;12.5;8;25.0;
29;3;18.0909404755;13.5;7;27.1315076351;1;19.5;12.5;8;25.0;
30;3;17.1045894623;14.5;7;27.1926498413;1;19.5;12.5;8;25.0;
31;3;16.118347168;15.5;7;27.2542052269;1;19.5;12.5;8;25.0;
32;3;15.1321964264;16.5;7;27.3161010742;1;19.5;12.5;8;25.0;
33;3;15.625;15.5;7;27.3782629967;1;19.5;12.5;8;25.0;
34;3;16.625;14.6891317368;7;27.4406147003;1;19.5;12.5;8;25.0;
35;3;15.1741380692;14.5;7;27.5030794144;1;19.5;12.5;8;25.0;
36;3;15.625;13.5;9;27.5655794144;1;19.5;12.5;8;25.0;
37;3;16.625;13.7827892303;9;27.628036499;1;19.5;12.5;8;25.0;
38;3;17.625;13.8140182495;9;27.690372467;1;19.5;12.5;8;25.0;
39;3;15.625;14.8451862335;10;27.7525100708;1;17.5;13.5;8;25.0;
40;4;14.625;15.8762550354;9;27.8143725395;1;16.5;14.5;8;25.0;
41;4;14.0;15.5;9;27.8758842945;1;15.5;15.5;8;25.0;
