Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;9.0;10.0;6;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;6;22.5301437378;2;10.3000001907;10.0;5;21.0;
6;1;9.27600002289;11.2650718689;6;23.086605072;2;11.3000001907;10.0;4;21.0299999714;
7;1;10.194486618;11.543302536;6;23.5283432007;2;11.3090000153;10.0;4;21.4708906412;
8;1;10.2938766479;11.7641716003;6;24.1098823547;2;11.4412670135;10.1999998093;4;21.8393678665;
9;1;10.4247236252;12.0549411774;6;24.5655879974;2;11.5518102646;10.3632001877;4;22.1466006041;
10;1;10.5272569656;12.2827939987;6;24.9179592133;2;11.6439800262;10.4951858521;4;23.2541460991;
11;2;10.6065406799;12.6589794159;5;26.0;2;11.9762439728;11.0209560394;4;24.1846234798;
12;2;12.6065406799;12.5;5;26.1299999952;2;13.9762439728;11.4571752548;4;24.9517599344;
13;2;14.6065406799;12.5;5;26.2754310369;2;15.9762439728;11.8107032776;4;25.5757399797;
14;2;15.8935127258;12.5;5;26.4377241135;2;16.6727218628;12.0916318893;4;26.0792449713;
15;2;16.9300289154;12.5;5;26.6183350086;2;16.8237743378;12.3113050461;4;26.4845746756;
16;2;17.970664978;12.5;5;26.8187118769;2;16.9453716278;12.4808797836;4;26.5909943581;
17;2;19.015750885;12.5;5;27.0402543545;2;18.8640823364;12.5;4;26.6611413956;
18;2;20.0655975342;12.5;6;27.2842636108;2;19.8851261139;12.5;4;26.7332159281;
19;2;20.1389598846;12.5;6;27.5518820286;2;20.906747818;12.5;5;26.8071684837;
20;2;19.625;13.2655649185;6;27.8440244198;2;21.3867835999;13.0421504974;5;26.8829400539;
21;2;19.625;13.3532075882;6;28.1613030434;2;22.0648822784;12.5;5;26.9604618549;
22;2;20.3362922668;12.5;6;28.5039470196;2;22.0881385803;12.5;5;27.039655447;
23;3;19.625;13.5;5;28.871723175;2;21.5;13.1118965149;5;27.1204328537;
24;3;19.625;13.6615171432;6;29.263862133;2;22.1361293793;12.5;6;27.2026965618;
25;3;20.5843696594;12.5;7;29.6789975166;4;22.1608085632;12.5;5;27.2863395214;
26;3;19.625;13.5;7;30.1151270866;4;22.1859016418;12.5;6;27.3712463379;
27;3;20.625;12.5;7;30.5695996284;4;21.5;13.5;5;27.4572930336;
28;3;20.8781604767;12.5;7;31.0391392708;4;21.5;13.7286462784;5;27.5443477631;
29;3;19.625;13.5;7;31.5199065208;4;21.5;13.7721738815;5;27.6322715282;
30;3;18.625;13.5;7;32.007601738;4;21.5;13.8161354065;6;27.7209193707;
31;3;18.2017097473;14.5;7;32.4976010323;4;22.3162765503;12.5;6;27.8101406097;
32;3;17.625;13.5;7;32.9851250648;4;21.5;13.5;6;28.899780035;
33;3;16.625;13.5;8;33.465420723;4;23.369934082;13.1999998093;6;29.0296795368;
34;3;16.625;13.5;10;33.9339466095;4;24.3969039917;13.2279996872;6;29.1608624458;
35;3;15.625;13.5;10;34.3865451813;4;23.5;14.2568283081;6;29.2931685448;
36;3;16.0;14.5;10;34.8195896149;4;24.4508857727;13.2864875793;6;29.4264348745;
37;3;16.2094078064;15.5;10;35.2300891876;4;24.4777984619;13.3169755936;6;29.5604964495;
38;3;16.3017692566;16.5;10;35.6157541275;4;23.5;14.3482894897;6;29.6951873302;
