Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;10.0;10.0;5;20.0;
6;2;9.50100040436;11.2650718689;4;24.1166050434;1;11.0;10.0;5;20.0;
7;2;10.4262361526;11.543302536;4;24.5889341831;2;11.3000001907;10.0;4;21.3999996185;
8;2;10.5325098038;11.7641716003;4;25.212254405;2;11.4200000763;10.1999998093;3;21.8564003706;
9;2;10.6727571487;12.0549411774;4;25.7109264135;2;11.5569200516;10.3632001877;3;22.2658027411;
10;2;10.7849578857;12.2827939987;4;26.1074465513;2;11.6797409058;10.4951858521;3;23.5306534767;
11;2;10.8741750717;12.4589796066;4;26.2348128557;2;12.0591964722;11.0209560394;3;24.6489018202;
12;2;13.7948913574;12.5;4;26.2813059092;2;14.0591964722;11.4571752548;3;25.6380903721;
13;2;15.7948913574;12.5;4;26.328953743;2;16.0591964722;11.8107032776;4;26.5222804546;
14;2;16.8262710571;12.5;4;26.3777402639;2;17.3142776489;12.0916318893;4;27.3279397488;
15;2;17.8372478485;12.5;4;26.4276455641;2;18.4241714478;12.3113050461;3;28.0808603764;
16;2;18.8484764099;12.5;4;26.4786461592;2;19.5483036041;12.4808797836;3;28.5832509995;
17;2;19.8599510193;12.5;4;26.5307145119;2;20.6875495911;12.5;3;29.0998392105;
18;2;19.9694099426;12.5;4;26.5838193893;2;21.8425254822;12.5;3;29.6697235107;
19;2;19.9813594818;12.5;4;26.6379255056;2;22.9009170532;12.5;4;30.2922105789;
20;2;19.9935340881;12.5;6;26.6929937601;2;23.0876636505;12.5;4;30.9647336006;
21;2;20.0059242249;12.5;5;26.7489811182;2;23.2894210815;12.5;3;31.6826052666;
22;2;20.0185203552;12.5;5;26.8058408499;2;23.504781723;12.5;3;32.4389019012;
23;2;19.625;13.0417518616;5;26.8635222912;2;21.504781723;13.5;3;33.2245311737;
24;2;19.625;13.059056282;6;26.9219712019;2;22.504781723;12.5;3;34.0285177231;
25;2;18.0574436188;13.5;7;26.9811300039;3;23.504781723;12.5;3;34.8385095596;
26;2;17.0707550049;14.5;7;27.0409376621;3;24.4515533447;12.5;3;35.6414785385;
27;2;17.625;13.5;7;27.1013302803;3;24.6924438477;12.5;3;36.424533844;
28;2;18.625;13.5506649017;7;27.1622409821;3;24.9273605347;12.5;3;37.1757497787;
29;2;19.625;13.581120491;7;27.2236001492;3;25.1527252197;12.5;3;37.8848962784;
30;2;19.625;13.6118001938;9;27.285336256;3;23.3654689789;13.5;3;38.5439720154;
31;2;18.1392002106;13.5;9;27.3473753929;3;22.3654689789;13.5;3;39.1474952698;
32;2;18.625;13.5;9;27.409642458;3;22.3654689789;14.5;3;39.692527771;
33;2;17.1671695709;13.5;9;27.4720609188;3;21.5;15.5;3;40.1784791946;
34;2;16.1812133789;14.5;10;27.534553051;3;21.5;16.5;3;40.6067428589;
35;2;16.625;13.5;10;27.5970411301;3;20.5;15.5;4;40.9802522659;
36;2;15.2093343735;13.5;11;27.6594469547;3;20.5;15.5;4;41.3030128479;
37;2;15.625;13.5;11;27.7216928005;3;19.5;14.5;4;41.5796737671;
38;2;14.6123809814;13.5;11;27.7837014198;3;19.5;14.5;5;41.815158844;
39;3;15.0;13.5;6;42.8453965187;3;18.5;13.5;5;42.0;
