Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;9.0;10.0;6;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;10.0;6;20.0;
5;2;8.27600002289;11.1199998856;5;23.5301437378;1;10.0;10.0;6;20.0;
6;2;9.50100040436;11.2650718689;5;24.2066050768;1;11.0;10.0;6;20.0;
7;2;10.4464864731;11.543302536;5;24.78139925;1;11.0;10.0;6;20.3999996185;
8;2;10.5758142471;11.7641716003;5;25.5226647854;1;11.1199998856;10.1999998093;6;20.7264003754;
9;2;10.7425994873;12.0549411774;5;26.1562004089;1;11.2179203033;10.3632001877;6;20.9903717041;
10;2;10.8851451874;12.2827939987;5;26.7059569359;1;11.2971115112;10.4951858521;6;22.0419120789;
11;2;11.0088405609;12.4589796066;5;27.0063481331;1;11.6125736237;11.0209560394;6;22.9143505096;
12;2;13.0088405609;12.5;5;27.2469825745;1;11.8743057251;11.4571752548;6;23.6214065552;
13;2;15.0088405609;12.5;5;27.5110707283;1;12.8743057251;11.8107032776;6;24.1832637787;
14;2;16.1715316772;12.5;5;27.7995657921;1;13.8743057251;12.0916318893;6;24.6226100922;
15;2;17.2364425659;12.5;5;28.1131293774;1;14.3867835999;12.3113050461;6;24.9617595673;
16;2;18.3069953918;12.5;5;28.4520516396;1;14.488527298;12.4808797836;6;25.0;
17;2;19.3832511902;12.5;5;28.8161723614;1;16.3867835999;12.5;6;25.0;
18;2;20.4651794434;12.5;6;29.2048048973;1;17.3867835999;12.5;6;25.0;
19;2;20.5710811615;12.5;6;29.6166739464;1;18.3867835999;12.5;7;25.0;
20;2;20.6637516022;12.5;6;30.0498714447;1;19.3867835999;12.5;7;25.0;
21;2;20.761220932;12.5;6;30.5018415451;1;19.5;12.5;7;25.0;
22;2;20.8629150391;12.5;6;30.9693965912;1;19.5;12.5;7;25.0;
23;2;20.9681148529;12.5;7;31.4487752914;2;19.5;12.5;6;25.0;
24;3;21.0759735107;12.5;6;31.9357366562;2;19.5;12.5;6;25.0;
25;3;21.185541153;12.5;6;32.4256954193;2;19.5;12.5;7;25.0;
26;3;21.2957820892;12.5;6;32.9138832092;2;19.5;12.5;7;25.0;
27;3;21.4056243896;12.5;6;33.3955316544;2;19.5;12.5;7;25.0;
28;3;21.5139942169;12.5;6;33.8660564423;2;19.5;12.5;7;25.0;
29;3;21.6198635101;12.5;6;34.3212347031;2;19.5;12.5;7;25.0;
30;3;19.625;13.5;6;34.7573537827;2;19.5;12.5;7;25.0;
31;3;19.625;14.5;6;35.1713237762;2;19.5;12.5;7;25.0;
32;3;19.625;15.5;7;35.5607509613;2;19.5;12.5;7;25.0;
33;3;20.625;13.5;7;35.9239616394;3;20.5;12.5;6;26.0;
34;3;21.625;12.5;7;36.2599868774;3;21.5;13.1999998093;6;26.0399999619;
35;3;19.625;13.5;7;36.5685119629;3;21.5;13.2279996872;6;26.0811839104;
36;3;20.625;12.5;7;36.8497991562;3;21.5;13.2568283081;6;26.1235535145;
37;3;21.625;12.5;7;37.104593277;3;21.5;13.2864875793;6;26.1671074629;
38;3;22.3485336304;12.5;8;37.3340244293;3;21.5;13.3169755936;6;26.211841464;
39;4;22.4001560211;12.5;7;37.5395059586;3;21.5;13.3482894897;7;26.2577478886;
40;4;20.4001560211;13.5;7;37.7226448059;3;21.5;13.3804235458;7;26.3048160076;
