Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;2;8.0;10.1999998093;4;22.0;1;9.0;10.0;5;20.0;
4;2;8.29999923706;10.5;4;22.9200001955;1;9.0;10.0;5;20.0;
5;2;8.43799972534;10.9200000763;4;23.6956797838;1;10.0;10.0;5;20.0;
6;2;9.53824520111;11.2650718689;4;24.3434545994;1;11.0;10.0;5;20.0;
7;2;10.4772777557;11.543302536;4;24.8825124502;2;11.3000001907;10.0;4;21.3999996185;
8;2;10.5985651016;11.7641716003;4;25.581130743;2;11.1199998856;10.1999998093;4;21.7664003372;
9;2;10.7557544708;12.0549411774;4;26.1623154879;2;11.2179203033;10.3632001877;4;22.9006114006;
10;2;10.8865203857;12.2827939987;4;26.6488640308;2;11.5458278656;10.9097137451;4;24.7603706121;
11;2;10.9959945679;12.4589796066;4;26.8740350008;2;12.0813140869;11.8021907806;4;26.349132061;
12;2;12.9959945679;12.5;4;27.0263183117;2;14.0813140869;12.5570135117;5;27.6597497463;
13;2;14.9959945679;12.5;4;27.1878905296;2;16.0813140869;13.170545578;5;28.7116504908;
14;2;16.098815918;12.5;4;27.3588109016;2;17.0813140869;13.6524438858;5;29.5402987003;
15;2;17.1372737885;12.5;4;27.5390520096;2;18.0813140869;14.0203924179;5;30.187153697;
16;2;18.1778278351;12.5;4;27.728489399;2;19.0813140869;14.2950820923;5;30.6924834251;
17;2;19.220451355;12.5;4;27.9268918037;2;20.0813140869;14.4966192245;5;30.8063102961;
18;2;20.2650909424;12.5;5;28.1339139938;2;21.0813140869;14.5;6;30.918187499;
19;2;20.3301315308;12.5;5;28.3490912914;2;22.0813140869;14.5;6;31.0348479748;
20;2;20.3785457611;12.5;5;28.5718362331;2;22.7000007629;14.5;6;31.1562297344;
21;2;20.4286632538;12.5;5;28.8014397621;2;22.7000007629;14.5;5;31.2822349072;
22;2;20.4803237915;12.5;5;29.0370740891;2;22.7000007629;14.5;5;31.4127278328;
23;2;20.5333423615;12.5;6;29.2778019905;2;22.7000007629;14.5;6;31.5475335121;
24;3;20.5875053406;12.5;5;29.5225863457;2;22.7000007629;14.5;6;31.6864368916;
25;3;20.6425819397;12.5;5;29.7703070641;2;22.7000007629;14.5;6;31.8291823864;
26;3;20.6983184814;12.5;5;30.0197796822;2;22.7000007629;14.5;6;31.9754743576;
27;3;20.7544498444;12.5;5;30.2697758675;2;22.7000007629;14.5;6;32.1249778271;
28;3;20.8106994629;12.5;5;30.519048214;2;22.7000007629;14.5;6;32.2773211002;
29;3;20.8667850494;12.5;5;30.766354084;2;22.7000007629;14.5;6;32.4320983887;
30;3;19.625;13.5;5;31.0104808807;2;20.7000007629;15.5;6;32.588873148;
31;3;18.625;13.5;5;31.2502703667;2;19.7000007629;16.5;6;32.7471828461;
32;3;18.0313110352;14.5;5;31.4846386909;2;18.7000007629;17.5;7;32.9065437317;
33;3;17.625;13.5;5;31.7125973701;2;18.7000007629;18.5;8;33.0664563179;
34;3;16.625;13.5;5;31.9332675934;2;17.9199371338;19.5;8;32.8264126778;
35;3;16.625;13.5;5;32.1458921432;2;16.967924118;20.5;8;32.6258993149;
36;3;15.625;13.5;5;32.349843502;2;16.0157699585;21.5;8;32.4604105949;
37;3;15.625;13.5;5;32.5446257591;2;15.3633232117;22.5;8;32.3258476257;
38;3;16.625;14.5;7;32.7298746109;2;15.4104337692;23.5;9;32.2184877396;
