Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;10.0;4;21.0;1;9.0;10.0;4;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;9.0;10.0;4;20.0;
5;2;8.27600002289;11.1199998856;3;23.5301437378;1;10.0;10.0;4;20.0;
6;2;9.50100040436;11.2650718689;3;24.1666051149;1;11.0;10.0;4;20.0;
7;2;10.4374866486;11.543302536;3;24.6938792467;1;11.0;10.0;4;20.3999996185;
8;2;10.5561218262;11.7641716003;3;25.3783872128;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;10.7101373672;12.0549411774;3;25.9448523521;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;10.8375911713;12.2827939987;3;26.4161262512;2;11.597111702;10.4951858521;3;23.0619120598;
11;2;10.9436283112;12.4589796066;3;26.6255387068;2;11.9185733795;11.0209560394;3;23.9545464516;
12;2;13.8643445969;12.5;3;26.7616688013;2;13.9185733795;11.4571752548;3;24.6819883585;
13;2;15.8643445969;12.5;3;26.9068008661;2;15.9185733795;11.8107032776;3;25.2644146681;
14;2;16.956287384;12.5;4;27.0611219406;2;16.9369182587;12.0916318893;3;25.7245066166;
15;3;17.9910087585;12.5;3;27.2247519493;2;17.9431419373;12.3113050461;3;26.0845712423;
16;3;18.527256012;12.5;3;27.3977320194;2;18.9494171143;12.4808797836;4;26.1438889503;
17;3;20.0667457581;12.5;3;27.5800139904;3;19.955739975;12.5;4;26.1651208401;
18;3;20.2055034637;12.5;3;27.771450758;3;20.6125736237;12.5;5;26.1864993572;
19;3;20.2485771179;12.5;3;27.971786499;3;21.8559494019;12.5;5;26.2080165148;
20;3;20.2936515808;12.5;4;28.1806499958;3;21.8624038696;12.5;5;26.2296639681;
21;3;20.3406467438;12.5;4;28.3975496292;3;21.8688983917;12.5;5;26.2514331341;
22;3;20.3894481659;12.5;4;28.621871233;3;21.8754291534;12.5;5;26.2733153105;
23;3;20.4399204254;12.5;4;28.852878809;3;21.8819942474;12.5;5;26.2953014374;
24;3;20.491897583;12.5;4;29.0897197723;3;21.888589859;12.5;6;26.3173824549;
25;3;20.5451869965;12.5;5;29.331433773;3;21.8952140808;12.5;6;26.3395489454;
26;5;20.5995731354;12.5;3;29.5769639015;3;21.9018650055;12.5;6;26.3617914915;
27;5;19.625;13.5;3;29.8251743317;3;21.908536911;12.5;6;26.3841004372;
28;5;20.625;12.5;3;30.074868679;4;21.9152297974;12.5;5;26.4064661264;
29;5;20.7668457031;12.5;3;30.3248124123;4;21.9219398499;12.5;5;26.428878665;
30;5;20.8230819702;12.5;3;30.5737571716;4;21.5;13.2144393921;5;26.4513280392;
31;5;19.625;13.5;3;30.8204650879;4;21.5;13.2256641388;5;26.4738043547;
32;5;20.625;12.5;3;31.0637335777;4;21.5;13.2369022369;5;26.4962974787;
33;5;18.9893398285;13.5;3;31.302418232;4;21.9488887787;12.5;5;26.5187973976;
34;5;18.625;13.5;3;31.5354552269;4;19.9556388855;13.5;5;26.5412938595;
35;5;19.625;14.5;3;31.7618789673;4;18.962387085;14.5;6;26.5637768507;
36;5;18.625;13.5;4;31.9808368683;4;17.9691333771;15.5;6;26.5862361193;
37;5;18.625;13.5;4;32.1915998459;4;16.9758701324;16.5;6;26.6086617708;
38;5;19.625;14.5;4;32.3935685158;4;15.9825983047;17.5;6;26.6310436726;
39;5;19.625;15.5;4;32.5862770081;4;14.9893131256;18.5;5;26.6533719301;
40;5;18.625;14.5;4;32.7693886757;4;14.496011734;19.5;5;27.6756366491;
41;5;18.625;14.5;4;32.9426937103;4;15.5026912689;20.5;5;27.7378281355;
42;5;19.625;15.5;4;34.1060991287;4;16.5093479156;21.5;6;27.8011207581;
43;5;19.625;14.5;4;34.2996206284;4;16.8403358459;22.5;6;27.865506649;
44;5;22.4834136963;17.5;4;34.4845528603;5;17.8596515656;22.5;5;27.9309751987;
45;5;23.5157585144;20.5;4;35.6610929966;5;18.0;23.5;6;27.9975129366;
46;5;24.798746109;24.5;4;35.8695048094;6;19.8992538452;24.5;5;28.0651032925;
47;5;25.8366394043;28.5;6;36.0712913275;6;20.9195308685;25.5;6;28.133726716;
48;5;26.1160411835;30.5;6;36.2668147087;6;21.0;27.5;6;28.2033603191;
49;5;26.1600341797;31.5;7;36.4564644098;6;22.9610099792;27.5;6;28.2739776373;
50;5;26.2027053833;32.5;8;36.5648728609;6;23.5614814758;28.2011871338;8;28.3455489874;
51;5;26.2270965576;32.5;8;36.6601239443;6;23.5;29.1727752686;8;28.4180409908;
52;5;26.2485275269;32.5;11;36.7576442957;6;24.5254135132;27.5;8;29.4914166927;
53;5;26.2704696655;32.5;11;36.85739398;6;25.5474243164;28.5;9;29.6056355238;
54;5;26.2929134369;32.5;11;36.9593256712;6;26.5696907043;29.5;10;29.7218374014;
55;5;26.3158473969;32.5;12;37.0633844137;7;26.5921974182;30.5;9;29.8399760723;
56;5;26.3392620087;32.5;13;37.1695076227;7;26.6149272919;31.5;9;29.944209218;
57;5;26.3631401062;32.5;13;37.2776248455;7;26.9832630157;32.5;11;30.0462174416;
58;5;26.3874645233;32.5;14;37.3876578808;7;27.0138645172;32.5;11;30.1501933336;
59;6;26.4122219086;32.5;14;37.4995210171;7;27.0450592041;32.5;11;30.2560702562;
60;6;26.0246582031;33.4171905518;14;37.6131206751;7;26.685377121;33.1524085999;11;30.363774538;
61;6;26.075799942;33.3603363037;15;37.7283560038;7;27.1091346741;32.5;11;30.4732254744;
62;6;26.0498466492;33.4756278992;15;37.8451191187;7;26.1212539673;34.2011871338;12;31.5843359232;
63;6;25.6499996185;34.4225578308;15;37.9632948637;8;26.5;36.2264137268;11;31.7370123863;
