Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;6.0;12.3999996185;3;21.0;1;9.0;10.0;4;20.0;
2;2;7.15000009537;11.0;3;21.0800000429;1;9.0;10.0;5;20.0;
3;2;8.16199970245;10.0;3;22.208736062;1;9.0;10.0;5;20.0;
4;2;8.33131027222;10.5;3;23.1912615299;1;9.0;10.0;5;20.0;
5;2;8.47868919373;10.9200000763;3;24.0388100147;1;10.0;10.0;5;20.0;
6;2;9.6154499054;11.2650718689;3;24.7686371803;2;11.3000001907;10.0;4;21.0;
7;2;10.5729436874;11.543302536;3;25.40074718;2;11.3000001907;10.0;4;21.4999996424;
8;2;10.7151679993;11.7641716003;3;26.2093639374;2;11.4499998093;10.1999998093;4;21.9353003502;
9;2;10.8971071243;12.0549411774;3;26.9149186611;2;11.5805902481;10.3632001877;4;22.3176362514;
10;2;11.0558567047;12.2827939987;3;27.541002512;2;11.6952905655;10.4951858521;4;23.5373773575;
11;2;11.1967258453;12.4589796066;3;27.9214658737;2;12.0612134933;11.0209560394;4;24.5968167782;
12;2;14.1174411774;12.5;3;28.245121479;2;14.0612134933;11.4571752548;4;25.5111111403;
13;2;16.1174411774;12.5;3;28.5941302776;2;16.0612125397;11.8107032776;4;26.3018171787;
14;2;17.3359355927;12.5;4;28.968130827;2;16.8905448914;12.0916318893;4;26.9928781986;
15;3;18.420085907;12.5;3;29.3662085533;2;17.097864151;12.3113050461;4;27.6076834202;
16;3;19.5096530914;12.5;3;29.786839962;2;17.2823047638;12.4808797836;4;27.9463441372;
17;3;20.6042957306;12.5;2;30.2278590202;2;19.2706871033;12.5;4;28.2720229626;
18;3;20.8012676239;12.5;2;30.6864542961;2;20.368391037;12.5;4;28.6230447292;
19;3;20.9044532776;12.5;2;31.1592001915;2;21.4736976624;12.5;5;28.9990065098;
20;3;21.0108203888;12.5;3;31.6421308517;2;21.3867835999;13.5;6;29.3989467621;
21;3;21.1194801331;12.5;3;32.1308503151;2;22.5;12.5;6;29.8212919235;
22;4;21.2294406891;12.5;3;32.6206789017;2;22.9463882446;12.5;6;30.2638244629;
23;4;21.3396530151;12.5;3;33.1068267822;2;23.0791473389;12.5;6;30.7236814499;
24;4;21.4490356445;12.5;3;33.5845756531;3;23.2171039581;12.5;5;31.19739151;
25;4;19.625;13.5;3;34.0494670868;3;23.3592185974;12.5;5;31.680949688;
26;4;19.625;14.5;3;34.49746418;3;23.504283905;12.5;6;32.1699318886;
27;4;19.625;15.5;3;34.9250907898;3;21.504283905;13.5;6;32.6596431732;
28;4;19.625;16.5;4;35.3295288086;3;22.504283905;12.5;6;33.1452922821;
29;4;19.625;17.5;4;35.7086715698;3;23.504283905;12.5;6;33.6221752167;
30;5;19.625;18.5;3;36.06112957;3;24.0866527557;12.5;6;34.0858602524;
31;5;19.625;19.5;3;36.3862018585;3;22.0866527557;13.5;6;34.5323524475;
32;5;19.625;20.4703407288;3;36.6838140488;3;23.0866527557;12.5;6;35.9582242966;
33;5;19.625;20.6786689758;3;36.9544324875;3;22.5;14.0;6;36.4107129574;
34;5;19.625;20.8681030273;3;38.1989688873;3;23.5;14.5;6;36.839744091;
35;5;20.625;21.5392780304;4;38.5486763716;3;23.5;16.0509872437;6;37.2440103292;
36;5;21.625;21.1930732727;4;38.8904870749;3;23.8467845917;16.5;6;37.6228829622;
37;5;21.9119720459;21.3305397034;4;39.2274913788;3;24.5;15.10597229;6;37.9763474464;
38;5;21.9484882355;21.4528369904;4;40.5628883839;3;25.5;14.1349868774;6;38.3049178123;
39;5;22.625;22.8703556061;5;40.8587118387;3;26.8990135193;12.5;6;38.6095362902;
40;5;24.0342102051;22.1199989319;5;41.1214382648;3;27.1652145386;13.1960783005;6;38.8914743662;
41;6;24.0840568542;22.1405906677;4;41.4078171253;3;27.6674423218;16.1960773468;6;39.1522339582;
42;6;24.625;23.1405906677;6;41.7189894915;3;27.7456703186;19.1960773468;6;39.393461585;
43;6;26.4617729187;25.1405906677;6;42.0558658838;3;27.8180389404;22.1960773468;6;39.616871357;
44;6;23.625;29.1405906677;6;42.4190509319;3;27.885061264;25.1960773468;7;39.7328453064;
45;6;24.6192855835;33.1405906677;7;42.8087630272;3;25.3868274689;28.1960773468;9;39.8067884445;
46;6;23.625;37.1405906677;7;43.2247545719;3;24.3868274689;29.4033946991;9;39.8825509548;
47;6;23.9294319153;38.5999984741;8;44.6662381887;3;23.5;30.4412765503;10;39.9600640535;
48;6;24.625;42.3011856079;8;45.2618257999;3;23.5;31.4800319672;10;40.0392494202;
49;6;26.9518871307;41.5999984741;10;45.8949207067;3;24.1117744446;31.5;12;40.120018959;
50;6;26.250453949;44.5999984741;10;46.5642733574;4;23.5;33.5;11;40.2022752762;
51;6;26.9484882355;46.3784713745;11;47.268030405;4;24.1606826782;33.5;11;40.2859115601;
