Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;9.19999980927;10.0;4;21.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;10.3000001907;10.0;4;21.0299999714;
6;2;9.27600002289;11.6650714874;4;24.086605072;2;11.3090000153;10.0;4;21.0605909824;
7;2;10.194486618;11.543302536;4;24.6283432245;2;11.3181772232;10.0;4;21.5023716688;
8;2;10.2938766479;11.7641716003;3;26.2709177732;2;11.4507112503;10.1999998093;4;21.8717387915;
9;2;10.6364784241;12.5255088806;3;27.6421951056;2;11.5615215302;10.3632001877;4;22.1798590422;
10;2;10.9154272079;13.1453943253;3;28.761282444;2;11.6539573669;10.4951858521;4;23.2886198759;
11;2;11.1348438263;13.6329851151;4;29.6638208628;2;11.9865856171;11.0209560394;4;24.2203179598;
12;2;13.9154272079;14.0057153702;4;30.3918296099;2;13.9865856171;11.4571752548;4;24.988676548;
13;2;15.9154272079;14.2842283249;4;30.9863574505;2;15.9865856171;11.8107032776;5;25.6138757467;
14;2;16.9154281616;14.4887132645;4;31.209644556;2;17.0417575836;12.0916318893;4;26.1185922623;
15;2;17.9154281616;14.5;4;31.4259765148;2;18.0613689423;12.3113050461;4;26.5251210928;
16;2;18.9154281616;14.5;4;31.6582400799;2;19.0815811157;12.4808797836;4;26.6327222586;
17;2;19.9154281616;14.5;5;31.9065663815;2;20.1023902893;12.5;4;26.7040277719;
18;2;20.5249996185;14.5;5;32.1708731651;2;21.1237812042;12.5;4;26.7772322893;
19;2;20.5249996185;14.5;5;32.450833559;2;22.0331687927;12.5;5;26.852280736;
20;2;20.5249996185;14.5;5;32.7458510399;2;21.5;13.0556840897;6;26.9291081429;
21;2;20.5249996185;15.5;5;33.055038929;2;22.0787315369;12.5;7;27.0076401234;
22;2;20.5249996185;16.5;6;32.9772105217;2;22.1022911072;12.5;7;27.0877923965;
23;2;20.4349994659;16.4886054993;7;32.9508752823;2;22.1263370514;12.5;7;27.1694712639;
24;4;20.3540000916;16.4754371643;5;32.9702572823;2;21.5;13.150841713;7;27.2525734901;
25;4;20.2810993195;16.4851284027;6;33.0297136307;2;22.1757717133;12.5;7;27.3369870186;
26;4;18.2810993195;17.6606559753;6;33.1237373352;2;21.5;13.2010965347;7;27.4225912094;
27;4;18.2810993195;16.6606559753;7;33.2469735146;3;21.5;13.7112960815;6;27.5092573166;
28;4;17.6583709717;16.9580001831;7;33.3942508698;3;21.5;13.7546291351;6;27.5968489647;
29;4;16.7393379211;17.9580001831;7;33.5606179237;3;21.5;13.7984247208;6;27.6852235794;
30;5;15.819817543;18.9580001831;5;43.7413949966;3;19.5;14.8426113129;6;27.774232626;
31;5;16.2810993195;18.9580001831;5;44.332224369;3;18.5;15.8871164322;6;27.8637228012;
32;5;18.2810993195;19.9580001831;5;44.9035139084;3;17.5;16.9318618774;6;27.9535369873;
33;5;19.2810993195;20.9580001831;6;46.4504146576;3;16.5;17.9767684937;6;28.0435154438;
34;5;21.2810993195;22.4580001831;6;46.9991934299;3;15.5;19.0217571259;7;28.1334965229;
35;5;23.2810993195;23.0083732605;7;47.5177710056;3;14.5;20.0667476654;7;28.2233183384;
36;5;23.8308906555;25.4878311157;9;48.0044486523;3;14.0;21.1116600037;7;28.3128197193;
