Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;6;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;10.0;10.0;6;20.0;
6;2;9.50100040436;11.2650718689;4;24.2066050768;1;11.0;10.0;6;20.0;
7;2;10.4464864731;11.543302536;4;24.78139925;1;11.0;10.0;6;20.3999996185;
8;2;10.5758142471;11.7641716003;4;25.5226647854;1;11.1199998856;10.1999998093;6;20.7264003754;
9;2;10.7425994873;12.0549411774;4;26.1562004089;2;11.5179204941;10.3632001877;5;21.9903717041;
10;2;10.8851451874;12.2827939987;4;26.7059569359;2;11.597111702;10.4951858521;5;23.1719120741;
11;2;11.0088405609;12.4589796066;5;27.0063481331;2;11.9515733719;11.0209560394;5;24.1897815466;
12;2;13.9295558929;12.5;5;27.2469825745;2;13.9515733719;11.4571752548;5;25.0591306686;
13;2;15.9295558929;12.5;5;27.5110707283;2;15.9515733719;11.8107032776;5;25.8015987873;
14;2;17.0922470093;12.5;5;27.7995657921;2;16.740480423;12.0916318893;4;26.441321969;
15;2;18.1571598053;12.5;5;28.1131293774;2;16.9323978424;12.3113050461;4;27.0020139217;
16;2;19.2277107239;12.5;5;28.4520516396;2;17.1006031036;12.4808797836;4;27.2842636108;
17;2;20.3039665222;12.5;5;28.8161723614;2;19.072063446;12.5;4;27.5518820286;
18;2;20.4836387634;12.5;6;29.2048048973;2;20.1523475647;12.5;4;27.8440244198;
19;2;20.5710811615;12.5;6;29.6166739464;2;21.2399902344;12.5;5;28.1613030434;
20;2;20.6637516022;12.5;6;30.0498714447;2;22.3351745605;12.5;5;28.5039470196;
21;2;20.761220932;12.5;6;30.5018415451;2;22.5511837006;12.5;5;28.871723175;
22;2;20.8629150391;12.5;6;30.9693965912;2;22.6615161896;12.5;5;29.263862133;
23;3;20.9681148529;12.5;5;31.4487752914;2;22.7791595459;12.5;5;29.6789975166;
24;3;21.0759735107;12.5;5;31.9357366562;2;22.9036998749;12.5;5;30.1151270866;
25;3;21.185541153;12.5;7;32.4256954193;2;23.034538269;12.5;5;30.5695996284;
26;4;19.625;13.5;6;32.9138832092;2;23.170879364;12.5;7;31.0391392708;
27;4;18.625;13.5;6;33.3955316544;3;23.3117408752;12.5;6;31.5199065208;
28;4;18.5139942169;14.5;6;33.8660564423;3;23.4559726715;12.5;6;32.007601738;
29;4;17.6198635101;15.5;6;34.3212347031;3;23.6022796631;12.5;6;32.4976010323;
30;4;16.625;14.5;6;34.7573537827;3;21.6022796631;13.5;7;32.9851250648;
31;4;17.625;14.5;7;36.1713237762;3;21.5;14.5;7;33.465420723;
32;4;19.625;16.0;7;36.6107509136;3;21.5;15.5;7;33.9339466095;
33;4;19.625;14.5;7;37.0259366035;3;21.5;16.5;7;34.3865451813;
34;4;19.8729438782;14.5;7;37.4159368277;3;22.5;14.5;7;34.8195896149;
35;4;18.625;14.0779752731;7;37.7804566622;3;23.5;13.5;7;35.2300891876;
36;4;17.897687912;13.5;7;38.1197724342;3;24.5;12.5;7;36.6157541275;
37;4;18.2857437134;14.5;7;39.4346365929;3;25.6847267151;12.5;7;37.0250174999;
38;4;19.7235336304;16.6650218964;7;39.7761801481;3;26.7925052643;12.5;7;38.9882349968;
39;4;20.7751560211;17.7210769653;8;40.0977851152;3;27.3658790588;13.125;7;40.650723815;
