Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;2;9.19999980927;10.0;3;21.0;
2;1;7.0;11.0;5;20.0;2;9.19999980927;10.0;3;21.0399999619;
3;1;8.0;10.0;6;21.0;2;9.20800018311;10.0;3;21.0811839104;
4;1;8.14999961853;10.5;6;21.8400001526;2;9.21623706818;10.0;3;21.1235535145;
5;1;8.27600002289;10.9200000763;6;22.5301437378;2;10.3370656967;10.0;3;21.1671074629;
6;1;9.27600002289;11.2650718689;6;23.086605072;2;11.3501319885;10.0;3;21.211841464;
7;2;10.194486618;11.7433023453;5;24.5283432007;2;11.3635520935;10.0;3;21.6698659658;
8;2;10.5188770294;11.7641716003;5;25.1498823166;2;11.5009593964;10.1999998093;3;22.056333065;
9;2;10.6587238312;12.0549411774;4;25.6467719078;2;11.616900444;10.3632001877;3;22.3824131489;
10;2;10.7705230713;12.2827939987;4;26.0415127277;2;11.714723587;10.4951858521;3;23.5259389877;
11;2;10.8593406677;12.4589796066;4;26.1671074629;2;12.0577812195;11.0209560394;3;24.4950761795;
12;2;12.8593406677;12.5;4;26.211841464;2;14.0577812195;11.4571752548;3;25.3036032915;
13;2;14.8593406677;12.5;4;26.2577478886;2;15.6125736237;12.483581543;3;25.9717383385;
14;2;15.8895339966;12.5;4;26.3048160076;2;17.1491165161;12.0916318893;3;26.5221761465;
15;2;16.9001235962;12.5;4;26.3530313969;2;18.1824436188;12.3113050461;3;26.9772074223;
16;2;17.9109725952;12.5;4;26.4023760557;2;19.2172088623;12.4808797836;4;27.1360633373;
17;2;18.9220752716;12.5;4;26.4528282881;3;20.2533931732;12.5;4;27.2613208294;
18;2;19.9334278107;12.5;5;26.5043625832;3;21.2909698486;12.5;5;27.3910908699;
19;2;19.9634819031;12.5;5;26.5569496155;3;21.5;13.5;5;27.5252048969;
20;2;19.9753131866;12.5;5;26.6105561256;3;21.5;13.7626028061;5;27.663454771;
21;2;19.9873752594;12.5;5;26.6651450396;3;21.5;13.8317270279;5;27.8055913448;
22;2;19.625;12.99954319;6;26.72067523;3;21.5;13.9027957916;5;27.9513251781;
23;3;20.0121517181;12.5;5;26.7771017551;3;21.5;13.9756622314;6;28.1003279686;
24;3;20.024848938;12.5;5;26.8343759775;3;21.5;14.0501642227;6;28.2522339821;
25;3;19.625;13.0503129959;5;26.8924454451;3;21.5;14.1261167526;6;28.406642437;
26;3;20.0508003235;12.5;5;26.9512542486;3;21.5;14.2033214569;6;28.5631217957;
27;3;19.625;13.4756269455;5;27.0107431412;4;21.5;14.9941854477;5;28.7212131023;
28;3;19.625;13.5053710938;5;27.0708494186;4;21.5;15.1048488617;5;28.8804359436;
29;4;20.0909404755;12.5;4;27.1315076351;4;21.5;15.2163047791;5;29.0402932167;
30;4;17.625;13.5;4;27.1926498413;4;20.5;14.2163047791;5;29.2002768517;
31;4;17.118347168;14.5;4;27.2542052269;4;19.7600822449;14.5;5;29.359875679;
32;4;16.1321964264;15.5;4;27.3161010742;4;18.8079624176;15.5;6;29.5185804367;
33;4;15.1461229324;16.5;4;27.3782629967;4;17.8555736542;16.5;6;29.6758913994;
34;4;14.5351085663;17.5;4;27.4406147003;4;16.9027671814;17.5;6;29.8313231468;
35;4;14.5491380692;18.5;5;27.5030794144;4;15.9493970871;18.5;6;29.9844121933;
36;4;14.0;20.5;5;27.5655794144;4;15.4953231812;19.5;6;30.134721756;
37;4;14.0;21.7827892303;5;27.628036499;4;15.5404167175;20.5;6;30.2818460464;
38;4;14.0;22.8140182495;5;27.690372467;4;15.0;19.5;6;31.4254145622;
39;4;14.0;23.8451862335;5;27.7525100708;4;17.0;19.5;7;31.7250963449;
40;4;14.0;24.8762550354;5;27.8143725395;4;19.0;19.5;7;33.4056469202;
41;4;14.633234024;24.5;6;28.8758842945;4;20.0;19.5;7;34.8438100815;
42;4;16.0;24.0;6;29.0669714212;4;21.0;18.7387180328;7;36.0759216547;
43;4;16.6608181;23.5;7;29.2729929686;4;22.0;18.3997097015;8;37.1452200413;
44;4;16.9614238739;24.5;7;29.4953103065;5;24.0;20.9937877655;7;38.0943109989;
45;4;17.0;24.2188625336;8;29.7353122234;5;26.0;22.9937877655;7;38.6964051723;
46;4;16.7013206482;24.3091678619;8;29.9943825006;6;26.7919998169;24.9937877655;7;39.2962369919;
47;4;16.0;26.4093551636;9;30.2738597393;6;26.8553161621;26.9937877655;6;39.9306998253;
48;4;18.1866188049;26.4093551636;9;30.5749871731;6;26.9160022736;28.9937877655;7;40.6006212234;
49;4;18.5139598846;27.4093551636;9;30.8988530636;6;24.9160022736;30.5;8;41.3059501648;
50;6;19.5741729736;28.4093551636;8;31.2463219166;6;24.7000007629;31.5;8;42.04550457;
51;7;20.0;29.4093551636;6;41.6179590225;6;24.7000007629;32.5;10;42.8167467117;
52;7;22.7777481079;29.5;8;42.4139506817;6;24.7000007629;34.5;9;43.6156153679;
53;7;23.625;31.5;8;43.2084259987;6;24.7000007629;36.5;9;43.766928196;
54;8;23.625;34.2170143127;7;43.9993190765;6;25.5799999237;34.9902877808;10;43.9951524734;
55;8;24.438041687;33.6319313049;7;44.7846512794;7;26.4720001221;34.7312583923;9;44.2862548828;
