Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;3;21.0;1;9.0;10.0;4;20.0;
4;1;8.14999961853;10.5;3;21.8400001526;1;9.0;10.0;4;20.0;
5;1;8.27600002289;10.9200000763;3;22.5301437378;1;10.0;10.0;3;20.0;
6;1;9.27600002289;11.2650718689;3;23.086605072;1;11.0;10.0;3;20.0;
7;1;10.194486618;11.543302536;3;23.5283432007;2;11.3000001907;10.0;2;21.3999996185;
8;1;10.2938766479;11.7641716003;3;24.1098823547;2;11.4200000763;10.1999998093;2;21.7264003754;
9;1;10.4247236252;12.0549411774;3;24.5655879974;2;11.5179204941;10.3632001877;2;21.9903717041;
10;2;10.5272569656;12.482793808;2;25.9179592133;2;11.597111702;10.4951858521;2;23.0819120407;
11;2;10.8315410614;12.4589796066;3;26.1299999952;2;11.9245738983;11.0209560394;2;23.99553442;
12;2;13.7522573471;12.5;3;26.2754310369;2;13.9245738983;11.4571752548;2;24.7449600697;
13;2;15.7522563934;12.5;3;26.4377241135;2;15.9245738983;11.8107032776;3;25.3503712416;
14;2;16.8507442474;12.5;3;26.6183350086;2;16.9627056122;12.0916318893;3;25.8344515562;
15;2;17.8913822174;12.5;3;26.8187118769;2;17.9761257172;12.3113050461;3;26.2195074558;
16;2;18.936466217;12.5;3;27.0402543545;2;18.9898986816;12.4808797836;3;26.3048160076;
17;2;19.9863128662;12.5;3;27.2842636108;2;20.0040187836;12.5;2;26.3530313969;
18;2;20.1389598846;12.5;3;27.5518820286;2;20.6125736237;12.5;2;26.4023760557;
19;2;20.1991729736;12.5;3;27.8440244198;2;21.5;12.5;3;26.4528282881;
20;2;20.2649059296;12.5;5;28.1613030434;2;21.5;12.5;3;26.5043625832;
21;2;20.3362922668;12.5;5;28.5039470196;2;21.5;12.5;3;26.5569496155;
22;2;20.4133872986;12.5;6;28.871723175;2;21.5;12.5;4;26.6105561256;
23;2;20.496137619;12.5;6;29.263862133;2;21.5;12.5;4;26.6651450396;
24;2;20.5843696594;12.5;7;29.6789975166;2;21.5;12.5;4;26.72067523;
25;2;19.625;13.5;7;30.1151270866;2;21.5;12.5;4;26.7771017551;
26;2;18.625;13.5;8;30.5695996284;2;21.5;12.5;4;26.8343759775;
27;2;17.8781604767;14.5;8;31.0391392708;2;21.5;13.4171876907;4;26.8924454451;
28;3;17.625;13.5;6;39.7159676552;2;22.0677337646;12.5;4;26.9512542486;
29;3;17.625;13.5;6;40.6793575287;2;21.5;13.4756269455;4;27.0107431412;
30;4;18.2017097473;14.5;5;41.6314091682;2;20.1032218933;13.5;4;27.0708494186;
31;4;18.625;13.5;5;42.5634016991;2;19.1212539673;14.5;4;27.1315076351;
32;4;19.0;13.5;5;43.4672222137;2;18.1394519806;15.5;4;27.1926498413;
33;4;19.2504043579;13.5;5;44.3356399536;2;17.1577949524;16.5;4;27.2542052269;
34;4;19.3403816223;13.5;5;45.1625232697;2;16.1762619019;17.5;4;27.3161010742;
35;4;20.4245948792;14.5;5;45.942987442;2;15.1948299408;18.5;5;27.3782629967;
36;4;20.7121734619;15.5;6;46.6734628677;2;14.7134790421;19.5;5;27.4406147003;
37;4;20.8765296936;16.5;5;47.3516921997;2;14.7321844101;20.5;5;27.5030794144;
38;4;19.9423561096;15.5;5;47.9766645432;2;14.7509241104;21.5;6;27.5655794144;
39;4;20.0021400452;15.5;6;48.5484924316;2;14.7696743011;22.5;6;27.628036499;
